sku,type,image_count,filenames
TTPPS,simple,7,tapetech-pro-performance-easy-finish-set-TTPPS-EF-01.webp|tapetech-pro-performance-easy-finish-set-TTPPS-EF-02.webp|tapetech-pro-performance-easy-finish-set-TTPPS-EF-03.webp|tapetech-pro-performance-easy-finish-set-TTPPS-EF-04.webp|tapetech-pro-performance-easy-finish-set-TTPPS-EF-05.webp|tapetech-pro-performance-easy-finish-set-TTPPS-EF-06.webp|tapetech-pro-performance-easy-finish-set-TTPPS-EF-07.webp
TTPPS-EF,simple,0,
TTPSS,simple,0,
TTSFS,simple,4,tapetech-standard-full-set-with-2-pumps-TTSFS-2-01.webp|tapetech-standard-full-set-with-2-pumps-TTSFS-2-02.webp|tapetech-standard-full-set-with-2-pumps-TTSFS-2-03.webp|tapetech-standard-full-set-with-2-pumps-TTSFS-2-04.webp
TTSFS-2,simple,0,
VGAUGE180,simple,0,
VGAUGE200,simple,0,
VMARG05,simple,0,
VMARG06,simple,0,
VMARG08,simple,0,
VMARGSET0506,simple,0,
VROUND55,simple,0,
VTRIAN55,simple,0,
XHTT,simple,0,
CFTT,simple,0,
MP12TT,simple,0,
SSDA,simple,0,
T14CF,simple,0,
TTCFS-M,simple,0,
