sku,type,image_count,filenames
CROLL02,simple,6,tapetech-2-premium-inside-corner-compound-roller-with-frame-CROLL02-01.webp|tapetech-2-premium-inside-corner-compound-roller-with-frame-CROLL02-02.webp|tapetech-2-premium-inside-corner-compound-roller-with-frame-CROLL02-03.webp|tapetech-2-premium-inside-corner-compound-roller-with-frame-CROLL02-04.webp|tapetech-2-premium-inside-corner-compound-roller-with-frame-CROLL02-05.webp|tapetech-2-premium-inside-corner-compound-roller-with-frame-CROLL02-06.webp
CROLLHAN2,simple,6,tapetech-compound-roller-support-handle-44-79-2m-CROLLHAN2-01.webp|tapetech-compound-roller-support-handle-44-79-2m-CROLLHAN2-02.webp|tapetech-compound-roller-support-handle-44-79-2m-CROLLHAN2-03.webp|tapetech-compound-roller-support-handle-44-79-2m-CROLLHAN2-04.webp|tapetech-compound-roller-support-handle-44-79-2m-CROLLHAN2-05.webp|tapetech-compound-roller-support-handle-44-79-2m-CROLLHAN2-06.webp
CT-TT,variable,12,tapetech-compound-tube-36-CT-TT-36-01.webp|tapetech-compound-tube-36-CT-TT-36-02.webp|tapetech-compound-tube-36-CT-TT-36-03.webp|tapetech-compound-tube-36-CT-TT-36-04.webp|tapetech-compound-tube-36-CT-TT-36-05.webp|tapetech-compound-tube-36-CT-TT-36-06.webp|tapetech-compound-tube-42-CT-TT-42-01.webp|tapetech-compound-tube-42-CT-TT-42-02.webp|tapetech-compound-tube-42-CT-TT-42-03.webp|tapetech-compound-tube-42-CT-TT-42-04.webp|tapetech-compound-tube-42-CT-TT-42-05.webp|tapetech-compound-tube-42-CT-TT-42-06.webp
CT-TT-24,variation,0,
CT-TT-36,variation,6,tapetech-compound-tube-36-CT-TT-36-01.webp|tapetech-compound-tube-36-CT-TT-36-02.webp|tapetech-compound-tube-36-CT-TT-36-03.webp|tapetech-compound-tube-36-CT-TT-36-04.webp|tapetech-compound-tube-36-CT-TT-36-05.webp|tapetech-compound-tube-36-CT-TT-36-06.webp
CT-TT-42,variation,6,tapetech-compound-tube-42-CT-TT-42-01.webp|tapetech-compound-tube-42-CT-TT-42-02.webp|tapetech-compound-tube-42-CT-TT-42-03.webp|tapetech-compound-tube-42-CT-TT-42-04.webp|tapetech-compound-tube-42-CT-TT-42-05.webp|tapetech-compound-tube-42-CT-TT-42-06.webp
CTBXC,simple,0,
CTFILL,simple,0,
CTPMP,simple,0,
CTVLV,simple,2,tapetech-cfs-inline-valve-with-radio-frequency-controller-CTVLV-01.webp|tapetech-cfs-inline-valve-with-radio-frequency-controller-CTVLV-02.webp
TT-ECE135,variable,12,tapetech-eex125135-1-25-135-outside-corner-edger-EEX125135-01.webp|tapetech-eex125135-1-25-inch-135-outside-corner-edger-EEX125135-01.webp|tapetech-eex125135-1-25-135-outside-corner-edger-EEX125135-02.webp|tapetech-eex125135-1-25-inch-135-outside-corner-edger-EEX125135-02.webp|tapetech-eex200135-2-135-outside-corner-edger-EEX200135-01.webp|tapetech-eex200135-2-inch-135-outside-corner-edger-EEX200135-01.webp|tapetech-eex200135-2-135-outside-corner-edger-EEX200135-02.webp|tapetech-eex200135-2-inch-135-outside-corner-edger-EEX200135-02.webp|tapetech-eex275135-2-75-135-outside-corner-edger-EEX275135-01.webp|tapetech-eex275135-2-75-inch-135-outside-corner-edger-EEX275135-01.webp|tapetech-eex275135-2-75-135-outside-corner-edger-EEX275135-02.webp|tapetech-eex275135-2-75-inch-135-outside-corner-edger-EEX275135-02.webp
EEX125135,variation,4,tapetech-eex125135-1-25-135-outside-corner-edger-EEX125135-01.webp|tapetech-eex125135-1-25-inch-135-outside-corner-edger-EEX125135-01.webp|tapetech-eex125135-1-25-135-outside-corner-edger-EEX125135-02.webp|tapetech-eex125135-1-25-inch-135-outside-corner-edger-EEX125135-02.webp
EEX200135,variation,4,tapetech-eex200135-2-135-outside-corner-edger-EEX200135-01.webp|tapetech-eex200135-2-inch-135-outside-corner-edger-EEX200135-01.webp|tapetech-eex200135-2-135-outside-corner-edger-EEX200135-02.webp|tapetech-eex200135-2-inch-135-outside-corner-edger-EEX200135-02.webp
EEX275135,variation,4,tapetech-eex275135-2-75-135-outside-corner-edger-EEX275135-01.webp|tapetech-eex275135-2-75-inch-135-outside-corner-edger-EEX275135-01.webp|tapetech-eex275135-2-75-135-outside-corner-edger-EEX275135-02.webp|tapetech-eex275135-2-75-inch-135-outside-corner-edger-EEX275135-02.webp
TT-ECE90,variable,18,tapetech-eex10090-1-90-outside-corner-edger-EEX10090-01.webp|tapetech-eex10090-1-inch-90-outside-corner-edger-EEX10090-01.webp|tapetech-eex10090-1-90-outside-corner-edger-EEX10090-02.webp|tapetech-eex10090-1-inch-90-outside-corner-edger-EEX10090-02.webp|tapetech-eex15090-1-5-90-outside-corner-edger-EEX15090-01.webp|tapetech-eex15090-1-5-inch-90-outside-corner-edger-EEX15090-01.webp|tapetech-eex15090-1-5-90-outside-corner-edger-EEX15090-02.webp|tapetech-eex15090-1-5-inch-90-outside-corner-edger-EEX15090-02.webp|tapetech-eex20090-2-90-outside-corner-edger-EEX20090-01.webp|tapetech-eex20090-2-inch-90-outside-corner-edger-EEX20090-01.webp|tapetech-eex5090-0-5-90-outside-corner-edger-EEX5090-01.webp|tapetech-eex5090-0-5-inch-90-outside-corner-edger-EEX5090-01.webp|tapetech-eex5090-0-5-90-outside-corner-edger-EEX5090-02.webp|tapetech-eex5090-0-5-inch-90-outside-corner-edger-EEX5090-02.webp|tapetech-eex7590-0-75-90-outside-corner-edger-EEX7590-01.webp|tapetech-eex7590-0-75-inch-90-outside-corner-edger-EEX7590-01.webp|tapetech-eex7590-0-75-90-outside-corner-edger-EEX7590-02.webp|tapetech-eex7590-0-75-inch-90-outside-corner-edger-EEX7590-02.webp
EEX10090,variation,4,tapetech-eex10090-1-90-outside-corner-edger-EEX10090-01.webp|tapetech-eex10090-1-inch-90-outside-corner-edger-EEX10090-01.webp|tapetech-eex10090-1-90-outside-corner-edger-EEX10090-02.webp|tapetech-eex10090-1-inch-90-outside-corner-edger-EEX10090-02.webp
EEX15090,variation,4,tapetech-eex15090-1-5-90-outside-corner-edger-EEX15090-01.webp|tapetech-eex15090-1-5-inch-90-outside-corner-edger-EEX15090-01.webp|tapetech-eex15090-1-5-90-outside-corner-edger-EEX15090-02.webp|tapetech-eex15090-1-5-inch-90-outside-corner-edger-EEX15090-02.webp
EEX20090,variation,2,tapetech-eex20090-2-90-outside-corner-edger-EEX20090-01.webp|tapetech-eex20090-2-inch-90-outside-corner-edger-EEX20090-01.webp
EEX5090,variation,4,tapetech-eex5090-0-5-90-outside-corner-edger-EEX5090-01.webp|tapetech-eex5090-0-5-inch-90-outside-corner-edger-EEX5090-01.webp|tapetech-eex5090-0-5-90-outside-corner-edger-EEX5090-02.webp|tapetech-eex5090-0-5-inch-90-outside-corner-edger-EEX5090-02.webp
EEX7590,variation,4,tapetech-eex7590-0-75-90-outside-corner-edger-EEX7590-01.webp|tapetech-eex7590-0-75-inch-90-outside-corner-edger-EEX7590-01.webp|tapetech-eex7590-0-75-90-outside-corner-edger-EEX7590-02.webp|tapetech-eex7590-0-75-inch-90-outside-corner-edger-EEX7590-02.webp
EEXSET3135,simple,2,tapetech-set-of-3-one-each-of-the-135-outside-corner-edgers-EEXSET3135-01.webp|tapetech-set-of-3-one-each-of-the-135-outside-corner-edgers-EEXSET3135-02.webp
EEXSET590,simple,0,
EFBH-TT,variable,0,
EFBH-TT-34,variation,0,
EFBH-TT-42,variation,0,
EFBH-TT-54,variation,0,
EFBH-TT-72,variation,0,
EIFSAND-FLEXDRIVE,simple,0,
EIN10090,simple,2,tapetech-ein10090-1-90-inside-corner-edger-EIN10090-01.webp|tapetech-ein10090-1-90-inside-corner-edger-EIN10090-02.webp
EIN15090,simple,2,tapetech-ein15090-1-5-90-inside-corner-edger-EIN15090-01.webp|tapetech-ein15090-1-5-90-inside-corner-edger-EIN15090-02.webp
EIN20090,simple,2,tapetech-ein20090-2-90-inside-corner-edger-EIN20090-01.webp|tapetech-ein20090-2-90-inside-corner-edger-EIN20090-02.webp
EIN5090,simple,2,tapetech-ein5090-0-5-90-inside-corner-edger-EIN5090-01.webp|tapetech-ein5090-0-5-90-inside-corner-edger-EIN5090-02.webp
EIN7590,simple,2,tapetech-ein7590-0-75-90-inside-corner-edger-EIN7590-01.webp|tapetech-ein7590-0-75-90-inside-corner-edger-EIN7590-02.webp
EINSET590,simple,0,
EZCOVER07,simple,2,tapetech-easyclean-cover-plate-kit-EZCOVER07-01.webp|tapetech-easyclean-cover-plate-kit-EZCOVER07-02.webp
EZFB-TT,variable,0,
EZFB-TT-7,variation,0,
EZFB-TT-10,variation,0,
EZFB-TT-12,variation,0,
EZROLL-KIT,simple,2,tapetech-easyroll-flat-box-wheel-KIT-EZROLL-KIT-01.webp|tapetech-easyroll-flat-box-wheel-KIT-EZROLL-KIT-02.webp
FBH-TT,variable,0,
FBH-TT-34,variation,0,
FBH-TT-42,variation,0,
FBH-TT-54,variation,0,
FBH-TT-72,variation,0,
FHTT,simple,0,
FHTT-CC,simple,0,
GSR-TT,simple,0,
HWK001-PS,simple,3,tapetech-13-x-13-aluminum-hawk-HWK001-PS-01.webp|tapetech-13-x-13-aluminum-hawk-HWK001-PS-02.webp|tapetech-13-x-13-aluminum-hawk-HWK001-PS-03.webp
HWK002-BLK,simple,4,tapetech-13-x-13-premium-hawk-black-HWK002-BLK-01.webp|tapetech-13-x-13-premium-hawk-black-HWK002-BLK-02.webp|tapetech-13-x-13-premium-hawk-black-HWK002-BLK-03.webp|tapetech-13-x-13-premium-hawk-black-HWK002-BLK-04.webp
TT-JKCS,variable,33,tapetech-4-premium-carbon-steel-joint-knife-JK04CSTT-01.webp|tapetech-4-inch-premium-carbon-steel-joint-knife-JK04CSTT-02.webp|tapetech-4-premium-carbon-steel-joint-knife-JK04CSTT-02.webp|tapetech-4-inch-premium-carbon-steel-joint-knife-JK04CSTT-03.webp|tapetech-4-premium-carbon-steel-joint-knife-JK04CSTT-03.webp|tapetech-4-inch-premium-carbon-steel-joint-knife-JK04CSTT-04.webp|tapetech-4-premium-carbon-steel-joint-knife-JK04CSTT-04.webp|tapetech-4-inch-premium-carbon-steel-joint-knife-JK04CSTT-05.webp|tapetech-4-premium-carbon-steel-joint-knife-JK04CSTT-05.webp|tapetech-4-inch-premium-carbon-steel-joint-knife-JK04CSTT-06.webp|tapetech-4-premium-carbon-steel-joint-knife-JK04CSTT-06.webp|tapetech-5-premium-carbon-steel-joint-knife-JK05CSTT-01.webp|tapetech-5-inch-premium-carbon-steel-joint-knife-JK05CSTT-02.webp|tapetech-5-premium-carbon-steel-joint-knife-JK05CSTT-02.webp|tapetech-5-inch-premium-carbon-steel-joint-knife-JK05CSTT-03.webp|tapetech-5-premium-carbon-steel-joint-knife-JK05CSTT-03.webp|tapetech-5-inch-premium-carbon-steel-joint-knife-JK05CSTT-04.webp|tapetech-5-premium-carbon-steel-joint-knife-JK05CSTT-04.webp|tapetech-5-inch-premium-carbon-steel-joint-knife-JK05CSTT-05.webp|tapetech-5-premium-carbon-steel-joint-knife-JK05CSTT-05.webp|tapetech-5-inch-premium-carbon-steel-joint-knife-JK05CSTT-06.webp|tapetech-5-premium-carbon-steel-joint-knife-JK05CSTT-06.webp|tapetech-6-premium-carbon-steel-joint-knife-JK06CSTT-01.webp|tapetech-6-inch-premium-carbon-steel-joint-knife-JK06CSTT-02.webp|tapetech-6-premium-carbon-steel-joint-knife-JK06CSTT-02.webp|tapetech-6-inch-premium-carbon-steel-joint-knife-JK06CSTT-03.webp|tapetech-6-premium-carbon-steel-joint-knife-JK06CSTT-03.webp|tapetech-6-inch-premium-carbon-steel-joint-knife-JK06CSTT-04.webp|tapetech-6-premium-carbon-steel-joint-knife-JK06CSTT-04.webp|tapetech-6-inch-premium-carbon-steel-joint-knife-JK06CSTT-05.webp|tapetech-6-premium-carbon-steel-joint-knife-JK06CSTT-05.webp|tapetech-6-inch-premium-carbon-steel-joint-knife-JK06CSTT-06.webp|tapetech-6-premium-carbon-steel-joint-knife-JK06CSTT-06.webp
JK04CSTT,variation,11,tapetech-4-premium-carbon-steel-joint-knife-JK04CSTT-01.webp|tapetech-4-inch-premium-carbon-steel-joint-knife-JK04CSTT-02.webp|tapetech-4-premium-carbon-steel-joint-knife-JK04CSTT-02.webp|tapetech-4-inch-premium-carbon-steel-joint-knife-JK04CSTT-03.webp|tapetech-4-premium-carbon-steel-joint-knife-JK04CSTT-03.webp|tapetech-4-inch-premium-carbon-steel-joint-knife-JK04CSTT-04.webp|tapetech-4-premium-carbon-steel-joint-knife-JK04CSTT-04.webp|tapetech-4-inch-premium-carbon-steel-joint-knife-JK04CSTT-05.webp|tapetech-4-premium-carbon-steel-joint-knife-JK04CSTT-05.webp|tapetech-4-inch-premium-carbon-steel-joint-knife-JK04CSTT-06.webp|tapetech-4-premium-carbon-steel-joint-knife-JK04CSTT-06.webp
JK05CSTT,variation,11,tapetech-5-premium-carbon-steel-joint-knife-JK05CSTT-01.webp|tapetech-5-inch-premium-carbon-steel-joint-knife-JK05CSTT-02.webp|tapetech-5-premium-carbon-steel-joint-knife-JK05CSTT-02.webp|tapetech-5-inch-premium-carbon-steel-joint-knife-JK05CSTT-03.webp|tapetech-5-premium-carbon-steel-joint-knife-JK05CSTT-03.webp|tapetech-5-inch-premium-carbon-steel-joint-knife-JK05CSTT-04.webp|tapetech-5-premium-carbon-steel-joint-knife-JK05CSTT-04.webp|tapetech-5-inch-premium-carbon-steel-joint-knife-JK05CSTT-05.webp|tapetech-5-premium-carbon-steel-joint-knife-JK05CSTT-05.webp|tapetech-5-inch-premium-carbon-steel-joint-knife-JK05CSTT-06.webp|tapetech-5-premium-carbon-steel-joint-knife-JK05CSTT-06.webp
JK06CSTT,variation,11,tapetech-6-premium-carbon-steel-joint-knife-JK06CSTT-01.webp|tapetech-6-inch-premium-carbon-steel-joint-knife-JK06CSTT-02.webp|tapetech-6-premium-carbon-steel-joint-knife-JK06CSTT-02.webp|tapetech-6-inch-premium-carbon-steel-joint-knife-JK06CSTT-03.webp|tapetech-6-premium-carbon-steel-joint-knife-JK06CSTT-03.webp|tapetech-6-inch-premium-carbon-steel-joint-knife-JK06CSTT-04.webp|tapetech-6-premium-carbon-steel-joint-knife-JK06CSTT-04.webp|tapetech-6-inch-premium-carbon-steel-joint-knife-JK06CSTT-05.webp|tapetech-6-premium-carbon-steel-joint-knife-JK06CSTT-05.webp|tapetech-6-inch-premium-carbon-steel-joint-knife-JK06CSTT-06.webp|tapetech-6-premium-carbon-steel-joint-knife-JK06CSTT-06.webp
JKSS-TT,variable,0,
JKSS-TT-1,variation,0,
JKSS-TT-2,variation,0,
JKSS-TT-3,variation,0,
JKSS-TT-4,variation,0,
JKSS-TT-5,variation,0,
JKSS-TT-6,variation,0,
MAXXBOX-TT,variable,0,
MAXXBOX-TT-7,variation,0,
MAXXBOX-TT-10,variation,0,
MAXXBOX-TT-12,variation,0,
MP14TT,simple,2,tapetech-14-premium-mud-pan-MP14TT-01.webp|tapetech-14-premium-mud-pan-MP14TT-02.webp
MR01TT,simple,0,
MRCASE,simple,0,
MRX01TT,simple,0,
MWS-ACC,simple,0,
MWS-PK01,simple,0,
MWS01-LW,simple,0,
MWS01-TT,simple,0,
NS-TT,variable,0,
NS-TT-2,variation,0,
NS-TT-3,variation,0,
NSA-TT,simple,0,
NSW01,simple,0,
PFB-TT,variable,14,tapetech-pfk-replacement-blade-2-pk-12-PFB-TT-12-01.webp|tapetech-pfk-replacement-blade-2-pk-12-PFB-TT-12-02.webp|tapetech-pfk-replacement-blade-2-pk-14-PFB-TT-14-01.webp|tapetech-pfk-replacement-blade-2-pk-14-PFB-TT-14-02.webp|tapetech-pfk-replacement-blade-2-pk-18-PFB-TT-18-01.webp|tapetech-pfk-replacement-blade-2-pk-18-PFB-TT-18-02.webp|tapetech-pfk-replacement-blade-2-pk-24-PFB-TT-24-01.webp|tapetech-pfk-replacement-blade-2-pk-24-PFB-TT-24-02.webp|tapetech-pfk-replacement-blade-2-pk-32-PFB-TT-32-01.webp|tapetech-pfk-replacement-blade-2-pk-32-PFB-TT-32-02.webp|tapetech-pfk-replacement-blade-2-pk-40-PFB-TT-40-01.webp|tapetech-pfk-replacement-blade-2-pk-40-PFB-TT-40-02.webp|tapetech-pfk-replacement-blade-2-pk-48-PFB-TT-48-01.webp|tapetech-pfk-replacement-blade-2-pk-48-PFB-TT-48-02.webp
PFB-TT-7,variation,0,
PFB-TT-12,variation,2,tapetech-pfk-replacement-blade-2-pk-12-PFB-TT-12-01.webp|tapetech-pfk-replacement-blade-2-pk-12-PFB-TT-12-02.webp
PFB-TT-14,variation,2,tapetech-pfk-replacement-blade-2-pk-14-PFB-TT-14-01.webp|tapetech-pfk-replacement-blade-2-pk-14-PFB-TT-14-02.webp
PFB-TT-18,variation,2,tapetech-pfk-replacement-blade-2-pk-18-PFB-TT-18-01.webp|tapetech-pfk-replacement-blade-2-pk-18-PFB-TT-18-02.webp
PFB-TT-24,variation,2,tapetech-pfk-replacement-blade-2-pk-24-PFB-TT-24-01.webp|tapetech-pfk-replacement-blade-2-pk-24-PFB-TT-24-02.webp
PFB-TT-32,variation,2,tapetech-pfk-replacement-blade-2-pk-32-PFB-TT-32-01.webp|tapetech-pfk-replacement-blade-2-pk-32-PFB-TT-32-02.webp
PFB-TT-40,variation,2,tapetech-pfk-replacement-blade-2-pk-40-PFB-TT-40-01.webp|tapetech-pfk-replacement-blade-2-pk-40-PFB-TT-40-02.webp
PFB-TT-48,variation,2,tapetech-pfk-replacement-blade-2-pk-48-PFB-TT-48-01.webp|tapetech-pfk-replacement-blade-2-pk-48-PFB-TT-48-02.webp
PFK-TT,variable,16,tapetech-premium-finishing-knife-12-PFK-TT-12-01.webp|tapetech-premium-finishing-knife-12-PFK-TT-12-02.webp|tapetech-premium-finishing-knife-14-PFK-TT-14-01.webp|tapetech-premium-finishing-knife-14-PFK-TT-14-02.webp|tapetech-premium-finishing-knife-18-PFK-TT-18-01.webp|tapetech-premium-finishing-knife-18-PFK-TT-18-02.webp|tapetech-premium-finishing-knife-24-PFK-TT-24-01.webp|tapetech-premium-finishing-knife-24-PFK-TT-24-02.webp|tapetech-premium-finishing-knife-32-PFK-TT-32-01.webp|tapetech-premium-finishing-knife-32-PFK-TT-32-02.webp|tapetech-premium-finishing-knife-40-PFK-TT-40-01.webp|tapetech-premium-finishing-knife-40-PFK-TT-40-02.webp|tapetech-premium-finishing-knife-48-PFK-TT-48-01.webp|tapetech-premium-finishing-knife-48-PFK-TT-48-02.webp|tapetech-premium-finishing-knife-48-PFK-TT-48-03.webp|tapetech-premium-finishing-knife-48-PFK-TT-48-04.webp
PFK-TT-7,variation,0,
PFK-TT-12,variation,2,tapetech-premium-finishing-knife-12-PFK-TT-12-01.webp|tapetech-premium-finishing-knife-12-PFK-TT-12-02.webp
PFK-TT-14,variation,2,tapetech-premium-finishing-knife-14-PFK-TT-14-01.webp|tapetech-premium-finishing-knife-14-PFK-TT-14-02.webp
PFK-TT-18,variation,2,tapetech-premium-finishing-knife-18-PFK-TT-18-01.webp|tapetech-premium-finishing-knife-18-PFK-TT-18-02.webp
PFK-TT-24,variation,2,tapetech-premium-finishing-knife-24-PFK-TT-24-01.webp|tapetech-premium-finishing-knife-24-PFK-TT-24-02.webp
PFK-TT-32,variation,2,tapetech-premium-finishing-knife-32-PFK-TT-32-01.webp|tapetech-premium-finishing-knife-32-PFK-TT-32-02.webp
PFK-TT-40,variation,2,tapetech-premium-finishing-knife-40-PFK-TT-40-01.webp|tapetech-premium-finishing-knife-40-PFK-TT-40-02.webp
PFK-TT-48,variation,4,tapetech-premium-finishing-knife-48-PFK-TT-48-01.webp|tapetech-premium-finishing-knife-48-PFK-TT-48-02.webp|tapetech-premium-finishing-knife-48-PFK-TT-48-03.webp|tapetech-premium-finishing-knife-48-PFK-TT-48-04.webp
PK-AT01,simple,3,tapetech-taper-repair-kit-for-PK-AT01-01.webp|tapetech-taper-repair-kit-for-PK-AT01-02.webp|tapetech-taper-repair-kit-for-PK-AT01-03.webp
PK-AT02,simple,2,tapetech-taper-rebuild-kit-PK-AT02-01.webp|tapetech-taper-rebuild-kit-PK-AT02-02.webp
PK-PFK,simple,0,
PK35CSTT,simple,0,
QB-QSX,variable,6,tapetech-quickbox-qsx-8-5-QB-QSX-85-01.webp|tapetech-quickbox-qsx-8-5-QB-QSX-85-02.webp|tapetech-quickbox-qsx-8-5-QB-QSX-85-03.webp|tapetech-quickbox-qsx-8-5-QB-QSX-85-04.webp|tapetech-quickbox-qsx-8-5-QB-QSX-85-05.webp|tapetech-quickbox-qsx-8-5-QB-QSX-85-06.webp
QB-QSX-65,variation,0,
QB-QSX-85,variation,6,tapetech-quickbox-qsx-8-5-QB-QSX-85-01.webp|tapetech-quickbox-qsx-8-5-QB-QSX-85-02.webp|tapetech-quickbox-qsx-8-5-QB-QSX-85-03.webp|tapetech-quickbox-qsx-8-5-QB-QSX-85-04.webp|tapetech-quickbox-qsx-8-5-QB-QSX-85-05.webp|tapetech-quickbox-qsx-8-5-QB-QSX-85-06.webp
QCA-TT,simple,0,
RTTC-TT,simple,0,
T05CF,simple,0,
TC01TT,simple,0,
