normalized_sku,match_status,tsw_sku,tsw_brand,tsw_name,tsw_images,tsw_image_ok,wc_sku,wc_type,wc_parent_sku,wc_brand,wc_name,wc_categories,wc_price,wc_in_stock,wc_published,wc_slug,wc_images,wc_last_audited,flag_name_mismatch,flag_brand_mismatch,flag_tsw_bad_image,flag_wc_missing_image,flag_tsw_missing_image,flag_wc_not_published,flag_wc_no_price,flag_wc_out_of_stock,notes
722039,TSW_ONLY,722039,TapeTech,Discharge Tube,https://s3.amazonaws.com/tswfastcomfiles/product/TTT722039_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
7221,WC_ONLY,,,,,,7221,simple,,Level 5,Level5 Washer,Drywall Finishing Tools > Level 5 > Parts,3.14,1,1,level-5-washer,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7223,WC_ONLY,,,,,,7223,simple,,Level 5,Level5 Dial Adjustment Nut,Drywall Finishing Tools > Level 5 > Parts,4.0,1,1,level-5-dial-adjustment-nut,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7224,WC_ONLY,,,,,,7224,simple,,Level 5,Level5 Repair Clip,Drywall Finishing Tools > Level 5 > Parts,1.0,1,1,level-5-repair-clip,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7225,WC_ONLY,,,,,,7225,simple,,Level 5,Level5 Roller Wheel,Drywall Finishing Tools > Level 5 > Parts,13.94,1,1,level-5-roller-wheel,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7226,WC_ONLY,,,,,,7226,simple,,Level 5,Level5 7in Bottom Plate,Drywall Finishing Tools > Level 5 > Parts,65.0,1,1,level-5-7in-bottom-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7227,WC_ONLY,,,,,,7227,simple,,Level 5,Level5 10in Bottom Plate,Drywall Finishing Tools > Level 5 > Parts,75.0,1,1,level-5-10in-bottom-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7228,WC_ONLY,,,,,,7228,simple,,Level 5,Level5 12in Bottom Plate,Drywall Finishing Tools > Level 5 > Parts,85.0,1,1,level-5-12in-bottom-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7229,WC_ONLY,,,,,,7229,simple,,Level 5,Level5 14in Bottom Plate,Drywall Finishing Tools > Level 5 > Parts,95.0,1,1,level-5-14in-bottom-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7235,WC_ONLY,,,,,,7235,simple,,Level 5,Level5 Taper Band Screw,Drywall Finishing Tools > Level 5 > Parts,2.24,1,1,level-5-taper-band-screw-7235,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7239,WC_ONLY,,,,,,7239,simple,,Level 5,Level5 Skid Cover Left Side Universal,Drywall Finishing Tools > Level 5 > Parts,2.0,1,1,level-5-skid-cover-left-side-universal,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7241,WC_ONLY,,,,,,7241,simple,,Level 5,Level5 7in Front Plate,Drywall Finishing Tools > Level 5 > Parts,65.0,1,1,level-5-7in-front-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7242,WC_ONLY,,,,,,7242,simple,,Level 5,Level5 10in Front Plate,Drywall Finishing Tools > Level 5 > Parts,75.0,1,1,level-5-10in-front-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7243,WC_ONLY,,,,,,7243,simple,,Level 5,Level5 12in Front Plate,Drywall Finishing Tools > Level 5 > Parts,85.0,1,1,level-5-12in-front-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7244,WC_ONLY,,,,,,7244,simple,,Level 5,Level5 14in Front Plate,Drywall Finishing Tools > Level 5 > Parts,95.0,1,1,level-5-14in-front-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7248,WC_ONLY,,,,,,7248,simple,,Level 5,Level5 4 - 40 Lock Nut,Drywall Finishing Tools > Level 5 > Parts,1.79,1,1,level5-4-40-lock-nut-7248,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7251,WC_ONLY,,,,,,7251,simple,,Level 5,Level5 Dial Assembly,Drywall Finishing Tools > Level 5 > Parts,20.0,1,1,level-5-dial-assembly,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7254,WC_ONLY,,,,,,7254,simple,,Level 5,Level5 10in Flat Box Blade,Drywall Finishing Tools > Level 5 > Parts,5.25,1,1,level-5-10in-flat-box-blade,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7255,WC_ONLY,,,,,,7255,simple,,Level 5,Level5 Std Left Side Plate,Drywall Finishing Tools > Level 5 > Parts,65.0,1,1,level-5-std-left-side-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7256,WC_ONLY,,,,,,7256,simple,,Level 5,Level5 Stnd Right Side Plate,Drywall Finishing Tools > Level 5 > Parts,65.0,1,1,level-5-stnd-right-side-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7267,WC_ONLY,,,,,,7267,simple,,Level 5,Level5 10in Blade Holder Assembly,Drywall Finishing Tools > Level 5 > Parts,140.0,1,1,level-5-10in-blade-holder-assembly,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7269,WC_ONLY,,,,,,7269,simple,,Level 5,Level5 Drive Dog Body,Drywall Finishing Tools > Level 5 > Parts,,1,1,level-5-drive-dog-body-7269,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
7270,WC_ONLY,,,,,,7270,simple,,Level 5,Level5 12in Flat Box Blade,Drywall Finishing Tools > Level 5 > Parts,6.25,1,1,level-5-12in-flat-box-blade,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7273,WC_ONLY,,,,,,7273,simple,,Level 5,Level5 14in Flat Box Blade,Drywall Finishing Tools > Level 5 > Parts,7.25,1,1,level-5-14in-flat-box-blade,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7274,WC_ONLY,,,,,,7274,simple,,Level 5,Level5 14in Blade Holder Assembly,Drywall Finishing Tools > Level 5 > Parts,180.0,1,1,level-5-14in-blade-holder-assembly,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7275,WC_ONLY,,,,,,7275,simple,,Level 5,Level5 12/14in Crown Spring,Drywall Finishing Tools > Level 5 > Parts,10.0,1,1,level-5-12-14in-crown-spring,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7278,WC_ONLY,,,,,,7278,simple,,Level 5,Level5 14in Axle,Drywall Finishing Tools > Level 5 > Parts,45.0,1,1,level-5-14in-axle,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7280,WC_ONLY,,,,,,7280,simple,,Level 5,Level5 10in Flat Box Axle,Drywall Finishing Tools > Level 5 > Parts,35.0,1,1,level-5-10in-flat-box-axle,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7281,WC_ONLY,,,,,,7281,simple,,Level 5,Level5 7in Flat Box Axle,Drywall Finishing Tools > Level 5 > Parts,30.0,1,1,level-5-7in-flat-box-axle,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7282,WC_ONLY,,,,,,7282,simple,,Level 5,Level5 12in Flat Box Axle,Drywall Finishing Tools > Level 5 > Parts,40.0,1,1,level-5-12in-flat-box-axle,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7284,WC_ONLY,,,,,,7284,simple,,Level 5,Level5 12in Blade Holder Assembly,Drywall Finishing Tools > Level 5 > Parts,240.49,1,1,level-5-12in-blade-holder-assembly,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7287,WC_ONLY,,,,,,7287,simple,,Level 5,Level5 Control Tube Assembly,Drywall Finishing Tools > Level 5 > Parts,113.0,1,1,level5-control-tube-assembly-7287,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7290,WC_ONLY,,,,,,7290,simple,,Level 5,Level5 2in Nail Spotter Blade,Drywall Finishing Tools > Level 5 > Parts,16.64,1,1,level-5-2in-nail-spotter-blade,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
729009,TSW_ONLY,729009,TapeTech,"Wiper, U-Cup",https://s3.amazonaws.com/tswfastcomfiles/product/TTT729009_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
729060,TSW_ONLY,729060,TapeTech,TapeTech O-Ring Gasket - Large,https://s3.amazonaws.com/tswfastcomfiles/product/TTT729060_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
729072,TSW_ONLY,729072,TapeTech,TapeTech Head O-Ring,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT729072_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
7291,WC_ONLY,,,,,,7291,simple,,Level 5,Level5 Skid,Drywall Finishing Tools > Level 5 > Parts,9.0,1,1,level-5-skid,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7292,WC_ONLY,,,,,,7292,simple,,Level 5,"Level5 4 - 40 x 1/2 FH Screw, SST",Drywall Finishing Tools > Level 5 > Parts,1.0,1,1,level-5-4-40-x-1-2-fh-screw-sst,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7295,WC_ONLY,,,,,,7295,simple,,Level 5,"Level5 6 - 32 x 1/8 RH Screw, SST",Drywall Finishing Tools > Level 5 > Parts,1.0,1,1,level-5-6-32-x-1-8-rh-screw-sst,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7299,WC_ONLY,,,,,,7299,simple,,Level 5,Level5 #10 Plastic Washer,Drywall Finishing Tools > Level 5 > Parts,3.0,1,1,level-5-10-plastic-washer,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7302,WC_ONLY,,,,,,7302,simple,,Level 5,Level5 Connector,Drywall Finishing Tools > Level 5 > Parts,4.0,1,1,level-5-connector,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7303,WC_ONLY,,,,,,7303,simple,,Level 5,Level5 Spring,Drywall Finishing Tools > Level 5 > Parts,7.19,1,1,level-5-spring,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7306,WC_ONLY,,,,,,7306,simple,,Level 5,Level5 Special Rivet,Drywall Finishing Tools > Level 5 > Parts,4.0,1,1,level-5-special-rivet,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7310,WC_ONLY,,,,,,7310,simple,,Level 5,Level5 Adjustable Stop,Drywall Finishing Tools > Level 5 > Parts,4.0,1,1,level-5-adjustable-stop,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7311,WC_ONLY,,,,,,7311,simple,,Level 5,Level5 Blade Clamp Assembly,Drywall Finishing Tools > Level 5 > Parts,32.0,1,1,level-5-blade-clamp-assembly,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7312,WC_ONLY,,,,,,7312,simple,,Level 5,Level5 CF 6 - 32 X 1/4 Bind Head Screw SST,Drywall Finishing Tools > Level 5 > Parts,1.79,1,1,level-5-cf-6-32-x-1-4-bind-head-screw-sst,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7315,WC_ONLY,,,,,,7315,simple,,Level 5,Level5 Washer Retaining,Drywall Finishing Tools > Level 5 > Parts,1.79,1,1,level5-automatic-taper-washer-retaining-7315,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7317,WC_ONLY,,,,,,7317,simple,,Level 5,Level5 Special Washer,Drywall Finishing Tools > Level 5 > Parts,5.0,1,1,level-5-special-washer,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7321,WC_ONLY,,,,,,7321,simple,,Level 5,Level5 Piston Rod,Drywall Finishing Tools > Level 5 > Parts,58.49,1,1,level-5-piston-rod,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7322,WC_ONLY,,,,,,7322,simple,,Level 5,Level5 Bearing,Drywall Finishing Tools > Level 5 > Parts,3.14,1,1,level-5-bearing-7322,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7323,WC_ONLY,,,,,,7323,simple,,Level 5,Level5 Gland,Drywall Finishing Tools > Level 5 > Parts,32.84,1,1,level-5-gland,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7324,WC_ONLY,,,,,,7324,simple,,Level 5,Level5 U - Seal,Drywall Finishing Tools > Level 5 > Parts,4.49,1,1,level-5-u-seal,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7325,WC_ONLY,,,,,,7325,simple,,Level 5,Level5 1/4 - 20 x 5/8 Socket Head Screw,Drywall Finishing Tools > Level 5 > Parts,1.79,1,1,level-5-1-4-20-x-5-8-socket-head-screw,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7326,WC_ONLY,,,,,,7326,simple,,Level 5,Level5 5/16 - 24 Hex Head,Drywall Finishing Tools > Level 5 > Parts,1.79,1,1,level-5-5-16-24-hex-head,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7327,WC_ONLY,,,,,,7327,simple,,Level 5,"Level5 Retainer, Large",Drywall Finishing Tools > Level 5 > Parts,13.94,1,1,level-5-retainer-large,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7328,WC_ONLY,,,,,,7328,simple,,Level 5,Level5 Piston Cups,Drywall Finishing Tools > Level 5 > Parts,12.59,1,1,level-5-piston-cups,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7329,WC_ONLY,,,,,,7329,simple,,Level 5,Level5 Valve Disc,Drywall Finishing Tools > Level 5 > Parts,8.54,1,1,level-5-valve-disc,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7332,WC_ONLY,,,,,,7332,simple,,Level 5,Level5 Cutter Chain without Spring,Drywall Finishing Tools > Level 5 > Parts,88.19,1,1,level5-automatic-taper-parts-7332,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7339,WC_ONLY,,,,,,7339,simple,,Level 5,Level5 Pump Handle Nut,Drywall Finishing Tools > Level 5 > Parts,,1,1,level-5-pump-handle-nut,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
7341,WC_ONLY,,,,,,7341,simple,,Level 5,Level5 5/16 - 18 x 7/8 Hex Head Screw,Drywall Finishing Tools > Level 5 > Parts,3.0,1,1,level-5-5-16-18-x-7-8-hex-head-screw,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7342,WC_ONLY,,,,,,7342,simple,,Level 5,Level5 5/16 Lockwasher,Drywall Finishing Tools > Level 5 > Parts,1.0,1,1,level-5-5-16-lockwasher,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7343,WC_ONLY,,,,,,7343,simple,,Level 5,Level5 3/8 - 16 Lock Nut,Drywall Finishing Tools > Level 5 > Parts,1.79,1,1,level-5-3-8-16-lock-nut,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7344,WC_ONLY,,,,,,7344,simple,,Level 5,Level5 Taper Head Assembly,Drywall Finishing Tools > Level 5 > Parts,600.0,1,1,level5-taper-head-assembly-7344,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7345,WC_ONLY,,,,,,7345,simple,,Level 5,Level5 Bushing Liner,Drywall Finishing Tools > Level 5 > Parts,3.14,1,1,level-5-bushing-liner,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7347,WC_ONLY,,,,,,7347,simple,,Level 5,Level5 Handle Ball,Drywall Finishing Tools > Level 5 > Parts,23.39,1,1,level-5-handle-ball,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7349,WC_ONLY,,,,,,7349,simple,,Level 5,Level5 Hinged Flat Box Screw,Drywall Finishing Tools > Level 5 > Parts,1.0,1,1,level-5-hinged-flat-box-screw,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7350,WC_ONLY,,,,,,7350,simple,,Level 5,Level5 Filler O'Ring,Drywall Finishing Tools > Level 5 > Parts,1.79,1,1,level-5-filler-o-ring,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7352,WC_ONLY,,,,,,7352,simple,,Level 5,Level5 5 - 16 - 24 x 1 7/16 Std Screw,Drywall Finishing Tools > Level 5 > Parts,11.24,1,1,level-5-5-16-24-x-1-7-16-std-screw,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7353,WC_ONLY,,,,,,7353,simple,,Level 5,Level5 Special Nut,Drywall Finishing Tools > Level 5 > Parts,11.24,1,1,level-5-special-nut,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7355,WC_ONLY,,,,,,7355,simple,,Level 5,Level5 Filler Body,Drywall Finishing Tools > Level 5 > Parts,54.44,1,1,level-5-filler-body,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7356,WC_ONLY,,,,,,7356,simple,,Level 5,Level5 Discharge Tube,Drywall Finishing Tools > Level 5 > Parts,27.44,1,1,level-5-discharge-tube,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7358,WC_ONLY,,,,,,7358,simple,,Level 5,Level5 Chain Assembly (W/ 1 S Hook),Drywall Finishing Tools > Level 5 > Parts,20.24,1,1,level-5-chain-assembly-w-1-s-hook,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7359,WC_ONLY,,,,,,7359,simple,,Level 5,Level5 Retainer,Drywall Finishing Tools > Level 5 > Parts,9.89,1,1,level-5-retainer,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7360,WC_ONLY,,,,,,7360,simple,,Level 5,Level5 Lock Clip,Drywall Finishing Tools > Level 5 > Parts,4.49,1,1,level-5-lock-clip,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7362,WC_ONLY,,,,,,7362,simple,,Level 5,Level5 Gasket,Drywall Finishing Tools > Level 5 > Parts,5.84,1,1,level-5-gasket,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7363,WC_ONLY,,,,,,7363,simple,,Level 5,Level5 1/4 - 20x2 Hex Head Screw,Drywall Finishing Tools > Level 5 > Parts,4.49,1,1,level-5-1-4-20x2-hex-head-screw,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7364,WC_ONLY,,,,,,7364,simple,,Level 5,Level5 1/4 - 20 Lock Nut,Drywall Finishing Tools > Level 5 > Parts,1.79,1,1,level-5-1-4-20-lock-nut,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7378,WC_ONLY,,,,,,7378,simple,,Level 5,"Level5 5/16 - 18 3/4 Thumbscrew, SS",Drywall Finishing Tools > Level 5 > Parts,7.19,1,1,level-5-5-16-18-3-4-thumbscrew-ss,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7379,WC_ONLY,,,,,,7379,simple,,Level 5,Level5 Small Thumb Screw,Drywall Finishing Tools > Level 5 > Parts,2.24,1,1,level-5-small-thumb-screw,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7380,WC_ONLY,,,,,,7380,simple,,Level 5,Level5 7in Rubber Hinge Pin Shim,Drywall Finishing Tools > Level 5 > Parts,5.0,1,1,level-5-7in-rubber-hinge-pin-shim,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7381,WC_ONLY,,,,,,7381,simple,,Level 5,Level5 10in Rubber Hinge Pin Shim,Drywall Finishing Tools > Level 5 > Parts,5.5,1,1,level-5-10in-rubber-hinge-pin-shim,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7382,WC_ONLY,,,,,,7382,simple,,Level 5,Level5 12in Rubber Hing Pin Shim,Drywall Finishing Tools > Level 5 > Parts,6.0,1,1,level-5-12in-rubber-hing-pin-shim,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7383,WC_ONLY,,,,,,7383,simple,,Level 5,Level5 14in Rubber Hinge Pin Sham,Drywall Finishing Tools > Level 5 > Parts,6.5,1,1,level-5-14in-rubber-hinge-pin-sham,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7388,WC_ONLY,,,,,,7388,simple,,Level 5,Level5 Pivot for Box Plate Hinge,Drywall Finishing Tools > Level 5 > Parts,8.0,1,1,level-5-pivot-for-box-plate-hinge,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7390,WC_ONLY,,,,,,7390,simple,,Level 5,Level5 7in Hinged Flat Box Gasket,Drywall Finishing Tools > Level 5 > Parts,25.0,1,1,level-5-7in-hinged-flat-box-gasket,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7391,WC_ONLY,,,,,,7391,simple,,Level 5,Level5 10in Hinged Flat Box Gasket,Drywall Finishing Tools > Level 5 > Parts,30.0,1,1,level-5-10in-hinged-flat-box-gasket,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7392,WC_ONLY,,,,,,7392,simple,,Level 5,Level5 12in Hinged Flat Box Gasket,Drywall Finishing Tools > Level 5 > Parts,35.0,1,1,level-5-12in-hinged-flat-box-gasket,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7393,WC_ONLY,,,,,,7393,simple,,Level 5,Level5 14in Hinged Flat Box Gasket,Drywall Finishing Tools > Level 5 > Parts,40.0,1,1,level-5-14in-hinged-flat-box-gasket,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7394,WC_ONLY,,,,,,7394,simple,,Level 5,Level5 7in Hinged Pressure Plate,Drywall Finishing Tools > Level 5 > Parts,75.0,1,1,level-5-7in-hinged-pressure-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7395,WC_ONLY,,,,,,7395,simple,,Level 5,Level5 10in HInged Pressure Plate,Drywall Finishing Tools > Level 5 > Parts,80.0,1,1,level-5-10in-hinged-pressure-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7396,WC_ONLY,,,,,,7396,simple,,Level 5,Level5 12in Hinged Pressure Plate,Drywall Finishing Tools > Level 5 > Parts,85.0,1,1,level-5-12in-hinged-pressure-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7397,WC_ONLY,,,,,,7397,simple,,Level 5,Level5 14in Hinged Pressure Plate,Drywall Finishing Tools > Level 5 > Parts,90.0,1,1,level-5-14in-hinged-pressure-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7399,WC_ONLY,,,,,,7399,simple,,Level 5,"Level5 4 - 40 X 8mm FH Screw, Philips",Drywall Finishing Tools > Level 5 > Parts,1.79,1,1,level-5-automatic-taper-screw-4-40-8mm-7399,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7409,WC_ONLY,,,,,,7409,simple,,Level 5,"Level5 Bearing, 5L7D - 642",Drywall Finishing Tools > Level 5 > Parts,3.14,1,1,level-5-bearing-5l7d-642,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7414,WC_ONLY,,,,,,7414,simple,,Level 5,Level5 Valve Sleeve,Drywall Finishing Tools > Level 5 > Parts,20.0,1,1,level-5-valve-sleeve,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7421,WC_ONLY,,,,,,7421,simple,,Level 5,Level5 Corner Roller Body,Drywall Finishing Tools > Level 5 > Parts,,1,1,level-5-corner-roller-body,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
7444,WC_ONLY,,,,,,7444,simple,,Level 5,Level5 Screw,Drywall Finishing Tools > Level 5 > Parts,,1,1,level5-screw-7444,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
7445,WC_ONLY,,,,,,7445,simple,,Level 5,Level5 Screw,Drywall Finishing Tools > Level 5 > Parts,,1,1,level5-screw-7445,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
7446,WC_ONLY,,,,,,7446,simple,,Level 5,Level5 Screw,Drywall Finishing Tools > Level 5 > Parts,,1,1,level5-screw-7446-automatic-taper-part,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
7447,WC_ONLY,,,,,,7447,simple,,Level 5,Level5 Main Cutter Chain Roller (white) Taper,Drywall Finishing Tools > Level 5 > Parts,1.5,1,1,level5-main-cutter-chain-roller-white-taper-7447,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7448,WC_ONLY,,,,,,7448,simple,,Level 5,Level5 Block,Drywall Finishing Tools > Level 5 > Parts,,1,1,level-5-automatic-taper-block-7448,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
7464,WC_ONLY,,,,,,7464,simple,,Level 5,Level5 Triangle Washer,Drywall Finishing Tools > Level 5 > Parts,1.0,1,1,level-5-triangle-washer,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7469,WC_ONLY,,,,,,7469,simple,,Level 5,Level5 Handle End,Drywall Finishing Tools > Level 5 > Parts,19.0,1,1,level-5-handle-end,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7470,WC_ONLY,,,,,,7470,simple,,Level 5,Level5 Handle Connector,Drywall Finishing Tools > Level 5 > Parts,31.0,1,1,level-5-handle-connector,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7471,WC_ONLY,,,,,,7471,simple,,Level 5,Level5 Support Bracket,Drywall Finishing Tools > Level 5 > Parts,2.0,1,1,level-5-support-bracket,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7520,WC_ONLY,,,,,,7520,simple,,Level 5,Level5 02 Rubber,Drywall Finishing Tools > Level 5 > Parts,3.14,1,1,level-5-02-rubber,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7521,WC_ONLY,,,,,,7521,simple,,Level 5,Level5 10 Rubber,Drywall Finishing Tools > Level 5 > Parts,0.89,1,1,level-5-10-rubber,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7522,WC_ONLY,,,,,,7522,simple,,Level 5,Level5 Flat Black Rubber,Drywall Finishing Tools > Level 5 > Parts,8.54,1,1,level-5-flat-black-rubber,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
7523,WC_ONLY,,,,,,7523,simple,,Level 5,Level5 Mega Box Left Side Plate,Drywall Finishing Tools > Level 5 > Parts,70.0,1,1,level-5-mega-box-left-side-plate,,2026-05-07,False,False,False,True,False,False,False,False,WC has no image; not in TSW catalog
