brand,type,sku,product_name,match_type,confidence,image_path
TapeTech,variation,AT148,TapeTech Premium Finishing Knife (New Style),name_slug,0.5,products\scraped_results\fresh_images\tapetech\151005-roller-new-style\tapetech-roller-new-style-151005-01.webp
TapeTech,simple,AT151,TapeTech TC01TT Tool Caddy,name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-atf-tool-kit-14576\tapetech-atf-tool-kit-14576-01.webp
TapeTech,variation,CCAGE04,TapeTech Compound Roller Frame,name_slug,0.5,products\scraped_results\fresh_images\tapetech\050128-chain-roller-bushing\tapetech-chain-roller-bushing-050128-01.webp
TapeTech,variation,CCAGE09,TapeTech Compound Roller Frame,name_slug,0.5,products\scraped_results\fresh_images\tapetech\050128-chain-roller-bushing\tapetech-chain-roller-bushing-050128-01.webp
TapeTech,variation,CCAGE12,TapeTech Compound Roller Frame,name_slug,0.5,products\scraped_results\fresh_images\tapetech\050128-chain-roller-bushing\tapetech-chain-roller-bushing-050128-01.webp
TapeTech,simple,CNA-TT,TapeTech Cleaning Nozzle Adapter,name_slug,0.5,products\scraped_results\fresh_images\tapetech\140004-tapetech-mudrunner-tube-adapter\tapetech-mudrunner-tube-adapter-140004-01.webp
TapeTech,variable,JKSS-TT,TapeTech Premium Stainless Steel Joint Knife,name_slug,0.5,products\scraped_results\fresh_images\tapetech\480015-stainless-steel-frame-left\tapetech-stainless-steel-frame-left-480015-01.webp
TapeTech,variation,PFB07,TapeTech Replacement Finishing Knife Blade (2 pack),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-replacement-10-blade\tapetech-replacement-10-blade-01.webp
TapeTech,variation,PFB12,TapeTech Replacement Finishing Knife Blade (2 pack),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-replacement-10-blade\tapetech-replacement-10-blade-01.webp
TapeTech,variation,PFB14,TapeTech Replacement Finishing Knife Blade (2 pack),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-replacement-10-blade\tapetech-replacement-10-blade-01.webp
TapeTech,variation,PFB18,TapeTech Replacement Finishing Knife Blade (2 pack),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-replacement-10-blade\tapetech-replacement-10-blade-01.webp
TapeTech,variation,PFB24,TapeTech Replacement Finishing Knife Blade (2 pack),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-replacement-10-blade\tapetech-replacement-10-blade-01.webp
TapeTech,variation,PFB32,TapeTech Replacement Finishing Knife Blade (2 pack),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-replacement-10-blade\tapetech-replacement-10-blade-01.webp
TapeTech,variation,PFB40,TapeTech Replacement Finishing Knife Blade (2 pack),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-replacement-10-blade\tapetech-replacement-10-blade-01.webp
TapeTech,variation,PFB48,TapeTech Replacement Finishing Knife Blade (2 pack),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-replacement-10-blade\tapetech-replacement-10-blade-01.webp
TapeTech,simple,PIP335,TapeTech Piston Assembly Kit,name_slug,0.5,products\scraped_results\fresh_images\tapetech\054048-baffle-plate-assembly\tapetech-baffle-plate-assembly-054048-01.webp
TapeTech,variation,PIP501F25A,TapeTech Corner Finisher Repair Kit (No Wheels),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-roller-wheel-repair-kit\tapetech-roller-wheel-repair-kit-01.webp
TapeTech,variation,PIP501F2A,TapeTech Corner Finisher Repair Kit (No Wheels),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-roller-wheel-repair-kit\tapetech-roller-wheel-repair-kit-01.webp
TapeTech,variation,PIP501F3A,TapeTech Corner Finisher Repair Kit (No Wheels),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-roller-wheel-repair-kit\tapetech-roller-wheel-repair-kit-01.webp
TapeTech,simple,PIP857355,TapeTech Gooseneck Cleaning Brush,name_slug,0.5,products\scraped_results\fresh_images\tapetech\861014-gooseneck-spacer\tapetech-gooseneck-spacer-861014-01.webp
TapeTech,variable,TKSS-TT,TapeTech Premium Stainless Steel Taping Knife,name_slug,0.5,products\scraped_results\fresh_images\tapetech\480015-stainless-steel-frame-left\tapetech-stainless-steel-frame-left-480015-01.webp
TapeTech,variable,TT-CORNER-FIN-REPAIR-KIT,TapeTech Corner Finisher Repair Kit (No Wheels),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-roller-wheel-repair-kit\tapetech-roller-wheel-repair-kit-01.webp
TapeTech,variable,TT-CRF,TapeTech Compound Roller Frames,name_slug,0.5,products\scraped_results\fresh_images\tapetech\050128-chain-roller-bushing\tapetech-chain-roller-bushing-050128-01.webp
TapeTech,variable,TT-PREM-SPECIALTY-KNIFE,TapeTech Premium Specialty Knife,name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-premium-handle-pfkhatt\tapetech-premium-handle-pfkhatt-01.webp
TapeTech,variable,TT-REPL-FIN-KNIFE-BLADE,TapeTech Replacement Finishing Knife Blade (2 pack),name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-replacement-10-blade\tapetech-replacement-10-blade-01.webp
Asgard,variable,AH-AD,Asgard Angle Head,no_match,0.0,
Asgard,variable,ASG-MAXXBOX-FIN-BOX,Asgard MAXXBOX Finishing Box,no_match,0.0,
Asgard,variable,EZFB-AD,Asgard Flat Box,no_match,0.0,
Asgard,simple,FH-AD,Asgard Fiberglass Handle (FH-AD),no_match,0.0,
Asgard,variable,PAFB-AD,Asgard Power Assist Finishing Box,no_match,0.0,
Asgard,simple,TTBDL9,Asgard Classic Finishing Set,no_match,0.0,
Asgard,simple,XH-AD,Asgard Extendable Support Handle (XH-AD),no_match,0.0,
TapeTech,simple,AT017,TapeTech CAA-TT Corner Applicator Adapter for FHTT/XHTT Support Handle,no_match,0.0,
TapeTech,simple,AT018,TapeTech CFA-TT Corner Finisher Adapter for FHTT/XHTT Support Handle,no_match,0.0,
TapeTech,variation,AT026,TapeTech QuickBox™ QSX Finishing Box (Fast Set Compound),no_match,0.0,
TapeTech,variation,AT026A,TapeTech QuickBox™ QSX Finishing Box (Fast Set Compound),no_match,0.0,
TapeTech,variation,AT030,TapeTech MAXXBOX® Extra High Capacity Flat Boxes w/EasyRoll Wheels,no_match,0.0,
TapeTech,variation,AT031,TapeTech MAXXBOX® Extra High Capacity Flat Boxes w/EasyRoll Wheels,no_match,0.0,
TapeTech,variation,AT032,TapeTech MAXXBOX® Extra High Capacity Flat Boxes w/EasyRoll Wheels,no_match,0.0,
TapeTech,variation,AT046EZ,TapeTech EasyClean Finishing Box w/ EasyRoll Wheels,no_match,0.0,
TapeTech,variation,AT049EZ,TapeTech EasyClean Finishing Box w/ EasyRoll Wheels,no_match,0.0,
TapeTech,variation,AT052EZ,TapeTech EasyClean Finishing Box w/ EasyRoll Wheels,no_match,0.0,
TapeTech,variation,AT053EZ,TapeTech EasyClean Finishing Box w/ EasyRoll Wheels,no_match,0.0,
TapeTech,variation,AT064,TapeTech Finishing Box Handles (Fixed Length),no_match,0.0,
TapeTech,variation,AT065,TapeTech Finishing Box Handles (Fixed Length),no_match,0.0,
TapeTech,variation,AT066,TapeTech Finishing Box Handles (Fixed Length),no_match,0.0,
TapeTech,variation,AT067,TapeTech Finishing Box Handles (Fixed Length),no_match,0.0,
TapeTech,simple,AT086,TapeTech 76TT-CA EasyClean™ Loading Pump for Canada,no_match,0.0,
TapeTech,simple,AT165,TapeTech MWS01-TT Mobile Wash Station - 110V,no_match,0.0,
TapeTech,simple,BAN001-TT,TapeTech MudDog™ Premium Banjo Taper,no_match,0.0,
TapeTech,simple,CN-TT,TapeTech Cleaning Nozzle,no_match,0.0,
TapeTech,simple,PIP056707,TapeTech Bazooka Oil,no_match,0.0,
TapeTech,simple,PIP057356,TapeTech Pump Tube Cleaning Brush - Head Only,no_match,0.0,
TapeTech,variation,PIP501F4A,TapeTech EZ Roll Adjustable Corner Finisher Kit,no_match,0.0,
TapeTech,variation,PIP501F4AX,TapeTech EZ Roll Adjustable Corner Finisher Kit,no_match,0.0,
TapeTech,variation,PIP502F2,TapeTech Corner Finisher Blade Kit,no_match,0.0,
TapeTech,variation,PIP502F25,TapeTech Corner Finisher Blade Kit,no_match,0.0,
TapeTech,variation,PIP502F3,TapeTech Corner Finisher Blade Kit,no_match,0.0,
TapeTech,variation,PIP502F4,TapeTech Corner Finisher Blade Kit,no_match,0.0,
TapeTech,variation,PIP502F4X,TapeTech Corner Finisher Blade Kit,no_match,0.0,
TapeTech,simple,PIPGSR-TT,TapeTech Gooseneck Riser for 76TT-CA,no_match,0.0,
TapeTech,simple,PIPRTTC-TT,TapeTech Taper Cable Repair Tool,no_match,0.0,
TapeTech,variable,TG-PS-TT,TapeTech Premium Gold Stainless Steel Finishing Trowel,no_match,0.0,
TapeTech,variation,TG110565-PS,TapeTech Gold Stainless Steel FLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG12053-PS,TapeTech Gold Stainless Steel MAXFLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG12054-PS,TapeTech Gold Stainless Steel MIDFLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG120565-PS,TapeTech Gold Stainless Steel FLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG120565-PSCU,TapeTech Premium Gold Stainless Steel FLEXX Curved Finishing Trowel,no_match,0.0,
TapeTech,variation,TG14053-PS,TapeTech Gold Stainless Steel MAXFLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG14054-PS,TapeTech Gold Stainless Steel MIDFLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG140565-PS,TapeTech Gold Stainless Steel FLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG140565-PSCU,TapeTech Premium Gold Stainless Steel FLEXX Curved Finishing Trowel,no_match,0.0,
TapeTech,variation,TG16053-PS,TapeTech Gold Stainless Steel MAXFLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG16054-PS,TapeTech Gold Stainless Steel MIDFLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG160565-PS,TapeTech Gold Stainless Steel FLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG160565-PSCU,TapeTech Premium Gold Stainless Steel FLEXX Curved Finishing Trowel,no_match,0.0,
TapeTech,variation,TG18053-PS,TapeTech Gold Stainless Steel MAXFLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG18054-PS,TapeTech Gold Stainless Steel MIDFLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG180565-PS,TapeTech Gold Stainless Steel FLEXX Finishing Trowel,no_match,0.0,
TapeTech,variation,TG180565-PSCU,TapeTech Premium Gold Stainless Steel FLEXX Curved Finishing Trowel,no_match,0.0,
TapeTech,variable,TGCU-PS-TT,TapeTech Premium Gold Stainless Steel Curved Finishing Trowel,no_match,0.0,
TapeTech,variable,TGP-PS-TT,TapeTech Premium Gold Stainless Steel Rounded Front Pool Trowel,no_match,0.0,
TapeTech,variation,TGP120565-PS,TapeTech Premium Gold FLEXX Rounded Front Pool Trowel,no_match,0.0,
TapeTech,variation,TGP140565-PS,TapeTech Premium Gold FLEXX Rounded Front Pool Trowel,no_match,0.0,
TapeTech,variation,TGP160565-PS,TapeTech Premium Gold FLEXX Rounded Front Pool Trowel,no_match,0.0,
TapeTech,variation,TGP180565-PS,TapeTech Premium Gold FLEXX Rounded Front Pool Trowel,no_match,0.0,
TapeTech,variable,TKBS-TT,TapeTech Premium Blue Steel Taping Knife,no_match,0.0,
TapeTech,variable,TT-CORNER-FIN-BLADE-KIT,TapeTech Corner Finisher Blade Kit,no_match,0.0,
TapeTech,variable,TT-EASYCLEAN-FIN-BOX-EASYROLL-WHEELS,TapeTech EasyClean Finishing Box w/ EasyRoll Wheels,no_match,0.0,
TapeTech,variable,TT-EZCF,TapeTech EasyRoll® Adjustable Corner Finisher,no_match,0.0,
TapeTech,variable,TT-GOLD-SS-MAXFLEXX-FIN-TROWEL,TapeTech Gold Stainless Steel MAXFLEXX Finishing Trowel,no_match,0.0,
TapeTech,variable,TT-GOLD-SS-MIDFLEXX-FIN-TROWEL,TapeTech Gold Stainless Steel MIDFLEXX Finishing Trowel,no_match,0.0,
TapeTech,variable,TT-JKCS,TapeTech Premium Carbon Steel Joint Knives,no_match,0.0,
TapeTech,variable,TT-MAXXBOX-EXTRA-HIGH-CAPACITY-FLAT-BOXES,TapeTech MAXXBOX® Extra High Capacity Flat Boxes w/EasyRoll Wheels,no_match,0.0,
TapeTech,variable,TT-PREM-MUD-ROLLER,TapeTech Premium Drywall Compound Roller (Cover Only),no_match,0.0,
TapeTech,variable,TT-QUICKBOX-QSX-FIN-BOX,TapeTech QuickBox™ QSX Finishing Box (Fast Set Compound),no_match,0.0,
TapeTech,variable,TT-TROWEL-WALLET,TapeTech Trowel Wallet,no_match,0.0,
TapeTech,simple,TTBDL1,TapeTech Premium Gold Finishing Trowel & Hawk Set,no_match,0.0,
TapeTech,simple,TTBDL2,TapeTech Premium Finishing Knife Set with Hard Case,no_match,0.0,
TapeTech,simple,TTBDL3,TapeTech Premium Stainless Steel Taping Knife and Sanding Set,no_match,0.0,
TapeTech,simple,TTBDL4,TapeTech Mud Dog Premium Taping Banjo Kit,no_match,0.0,
TapeTech,simple,TTBDL7,TapeTech Full Taping Set with Carbon Fiber Taper,no_match,0.0,
TapeTech,variation,TTCASE0810TT,TapeTech Trowel Wallet,no_match,0.0,
TapeTech,variation,TTCASE1012TT,TapeTech Trowel Wallet,no_match,0.0,
TapeTech,variation,TTCASE1214TT,TapeTech Trowel Wallet,no_match,0.0,
TapeTech,variation,TTCASE1416TT,TapeTech Trowel Wallet,no_match,0.0,
TapeTech,variation,TTCASE1618TT,TapeTech Trowel Wallet,no_match,0.0,
TapeTech,simple,TTCASE46H,TapeTech 46” Hard Utility Case,no_match,0.0,
TapeTech,simple,TTGMCASE22,"TapeTech 22"" Gate Mouth Utility Bag",no_match,0.0,
