"Brands","Type","SKU","MPN","Name","Short description","Description","Weight (lbs)","Length (in)","Width (in)","Height (in)","Categories","Tags","Images","Parent","Attribute 1 name","Attribute 1 value(s)","Attribute 2 name","Attribute 2 value(s)"
"Columbia Taping Tools","variation","SSB16","SSB16","Columbia 16"" Sabre Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, SSB16, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttssb16.webp","COL-SSB","Brand","Columbia Taping Tools","Size","16"""
"Columbia Taping Tools","variation","SSB18","SSB18","Columbia 18"" Sabre Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, SSB18, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttssb18.webp","COL-SSB","Brand","Columbia Taping Tools","Size","18"""
"Columbia Taping Tools","variation","SSB24","SSB24","Columbia 24"" Sabre Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, SSB24, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttssb24.webp","COL-SSB","Brand","Columbia Taping Tools","Size","24"""
"Columbia Taping Tools","simple","SSB32","SSB32","Columbia 32"" Sabre Smoothing Blade","Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades.","<p>Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk&rsquo;s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk&rsquo;s but is made from high quality plastic rather than billet aluminum.</p>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, SSB32, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttssb32.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","variation","SSB40","SSB40","Columbia 40"" Sabre Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, SSB40, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttssb40.webp","COL-SSB","Brand","Columbia Taping Tools","Size","40"""
"Columbia Taping Tools","variation","SSB48","SSB48","Columbia 48"" Sabre Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, SSB48, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttssb48.webp","COL-SSB","Brand","Columbia Taping Tools","Size","48"""
"Columbia Taping Tools","variation","SSB7","SSB7","Columbia 7"" Sabre Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, SSB7, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttssb7.webp","COL-SSB","Brand","Columbia Taping Tools","Size","7"""
"Columbia Taping Tools","simple","STANDARDCORNERFLUSHER","STANDARDCORNERFLUSHER","Standard Corner Flusher","(2.5SF, 3SF, 3.5SF, 4SF, 3WTSF) Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a&hellip;","<p>(2.5SF, 3SF, 3.5SF, 4SF, 3WTSF)</p> <p>Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p> <h4>FEATURES:</h4> <ul> <li>Precision hand ground and set</li> <li>5 designs: 2.5&quot;, 3&quot;, 3.5&quot;, 4&quot; and wide track</li> <li>Wheels come standard</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul> <p>DOWNLOAD:</p> <p></p>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools","Columbia Tools, STANDARDCORNERFLUSHER, Standard, Corner, Flusher, Corner Flushers","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/corner-flushers/standardcornerflusher_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/corner-flushers/standardcornerflusher_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/corner-flushers/standardcornerflusher_03.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","STAPER","STAPER","Columbia Sawed Off Mini Automatic Taper","The Columbia Automatic Taper is a precision built tool that is back by popular demand.","<p>The Columbia Automatic Taper is a precision built tool that is back by popular demand. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to any easy to remove cap for cleaning, this tool will not let you down. A hard anodized tube eliminates the track lines that occur on so many other tools. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. Every taper comes standard with an adjustable brake and quick release for tape changing. At 39&Prime;, this taper is perfect for tight spaces such as stairwells, closets, scaffold and low ceilings. If you are serious about taping and care how a taper feels and performs this is the one for you.</p>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers","Columbia Tools, STAPER, drywall taping tool, finishing tool, columbia, SPTAPER, Sawed, Taper, Automatic Tapers","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/automatic-tapers/staper_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/automatic-tapers/staper_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/automatic-tapers/staper_03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/automatic-tapers/staper_04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/automatic-tapers/staper_05.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttstaper.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","TAPER","TAPER","Columbia Automatic Taper","The Columbia Automatic Taper is a precision built tool that has been perfected over 40 years.","<p>The Columbia Automatic Taper is a precision built tool that has been perfected over 40 years. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to any easy to remove cap for cleaning, this tool will not let you down. A hard anodized tube eliminates the track lines that occur on so many other tools. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. The NEW Patent Pending Pump Action Sleeve gives the operator the smoothest cut on the market and the pull ring is great for higher ceilings. Every taper comes standard with an adjustable brake and quick release for tape changing. If you are serious about taping and care how a taper feels and performs this is the one for you.</p> <h4>FEATURES:</h4> <ul> <li>Handmade from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> <li>Now with NEW Pump Action Sleeve &ndash; smoothest cutting sleeve on the market</li> <li>Adjustable Brake</li> <li>Quick release for tape changing</li> <li>Zero Drag system for corners</li> <li>Hard anodized tube</li> <li>Stainless steel side plates, creaser arms and cable drum</li> <li>Quick release cap</li> </ul> <h4>DOWNLOADS:</h4> <p><br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> <br /> </p>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers","Columbia Tools, TAPER, drywall taping tool, finishing tool, columbia, Automatic, Automatic Tapers","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/automatic-tapers/taper_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/automatic-tapers/taper_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/automatic-tapers/taper_03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/automatic-tapers/taper_04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/automatic-tapers/taper_05.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/automatic-tapers/taper_06.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttaper.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","TBBF","TBBF","Columbia Tall Boy Box Filler","Available for both our regular and Tallboy pumps, these aluminum and stainless steel attachments are tough and effective.","<p>Available for both our regular and Tallboy pumps, these aluminum and stainless steel attachments are tough and effective. The Box Filler makes filling your Flat Boxes, Nail Spotters and Corner Boxes a dream.</p>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories","Columbia Tools, TBBF, drywall taping tool, finishing tool, columbia, BF, Filler, Pumps","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/pumps/bf_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/pumps/bf_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttbbf.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","variation","TBGN","TBGN","Columbia Tall Boy Gooseneck","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories","Columbia Tools, TBGN, drywall taping tool, finishing tool, columbia, GN, Gooseneck, Pumps","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/pumps/gn_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/pumps/gn_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttbgn.webp","COL-GN","Brand","Columbia Taping Tools","Style","Tall Boy"
"Columbia Taping Tools","simple","TBMP","TBMP","Columbia Tall Boy Mud Pump","We are very proud to offer this tool. After using it, people agree they would never go back to the standard pump again.","<p>We are very proud to offer this tool. After using it, people agree they would never go back to the standard pump again. The Tallboy is a mud pump that will allow you to stand upright while filling your tools. The extra height also allows for use in a 30 gallon pale for those who want to cut down on mixing time.</p> <h4>FEATURES:</h4> <ul> <li>Ergonomically superior</li> <li>20 degree angled handle makes pumping easier and more comfortable</li> <li>User can see when taper is full when using goose neck</li> <li>Saves physical stress and energy</li> <li>Moveable bracket to fit all 5 gallon pails</li> </ul> <h4>DOWNLOADS:</h4> <p><br /> <br /> <br /> <br /> <br /> </p>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories","Columbia Tools, TBMP, drywall taping tool, finishing tool, columbia, Tall, Pump, Pumps","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/pumps/tbmp_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/pumps/tbmp_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttbmp.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","TBPTAPER","TBPTAPER","Columbia Tall Boy Predator Automatic Taper","Our Carbon Fiber Predator Automatic Taper is one of the latest innovations out of the Columbia workshop.","<p>Our Carbon Fiber Predator Automatic Taper is one of the latest innovations out of the Columbia workshop. The first carbon fiber taper on the market, the Predator is also the lightest and most durable. We are proud to offer our customers the next generation in top notch drywall taping tools. </p>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers","Columbia Tools, TBPTAPER, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttbptaper.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","TCS","TCS","Columbia Semi Automatic Tool Case","Lightweight, but extremely durable, Columbia&rsquo;s Semi-Automatic case can accommodate a complete semi-automatic set of tools.","<p>Lightweight, but extremely durable, Columbia&rsquo;s Semi-Automatic case can accommodate a complete semi-automatic set of tools. With the egg-shell foam inside, the case secures the tools in place when it is latched closed. The Semi-Automatic case is also useful for storage of the Columbia Tomahawk Smoothing Blades (up to 40&quot;). Not intended for automatic tools.</p> <h4>FEATURES:</h4> <ul> <li>Fits a full set of Columbia Semi Automatic Tools</li> <li>Eggshell foam for support</li> <li>4 lock latches</li> <li>Combination of piano-style and brass hinges for storage safety when locked</li> <li>Measurements: 53.4&quot; x 16.5&quot; x 4.5&quot;</li> <li>Made in North America</li> </ul>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, TCS, drywall taping tool, finishing tool, columbia, SemiAutomatic, Case, Tool Cases","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/tool-cases/tcs_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/tool-cases/tcs_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttcs.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","THREEWAYKNIVESCOPY","THREEWAYKNIVESCOPY","Bucket Scoops","Columbia Tools is proud to introduce our new line of Bucket Scoops &ndash; built for durability, comfort, and convenience on the job. Three Handle Options: One-Piece Stainless Steel: A welded, full tang&hellip;","<p>Columbia Tools is proud to introduce our <strong>new line of Bucket Scoops</strong> &ndash; built for durability, comfort, and convenience on the job.</p> <h3>Three Handle Options:</h3> <ul class=""last-child""> <li><strong>One-Piece Stainless Steel:</strong> A welded, full tang scoop built tough with all-stainless durability.</li> <li><strong>Rubberized Comfort Grip:</strong> Our signature ergonomic handle for all-day comfort and control.</li> <li><strong>Cork Handle:</strong> A lightweight, natural grip designed to sit securely on the top of your bucket when not in use. <p>Whether you prefer rugged one-piece strength, the comfort of rubber, or the balance of cork, Columbia Bucket Scoops give you the perfect option for your finishing style.</li> </ul> <h3 class=""mcePastedContent"">Available Sizes &amp; Part #:</h3> <p class="">6&rdquo; One Piece Bucket Scoop (stainless steel) &ndash; OPBS</p> <p class="">6&rdquo; Comfort Grip Bucket Scoop (stainless steel) &ndash; CBS2K</p> <p class="""">6&quot; Cork Handle Bucket Scoop (stainless steel) &ndash; BCNC</p>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, THREEWAYKNIVESCOPY, Bucket, Scoops, Hand Tools","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/threewayknivescopy_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/threewayknivescopy_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/threewayknivescopy_03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/threewayknivescopy_04.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","TL38","TL38","Columbia Twist Lock Extendable Handle 3' - 8'","Our popular Twist Lock Handle is a three stage pole with a brass thread that allows users to easily adjust where the seam falls, creating a more comfortable grip.","<p>Our popular Twist Lock Handle is a three stage pole with a brass thread that allows users to easily adjust where the seam falls, creating a more comfortable grip. This handle extends from 3&prime; to 8&prime; and is used with the Nail Spotters, all Rollers and the Angle Head Adaptor.</p> <h4>Features:</h4> <ul> <li>This handle extends 3&prime; -8&prime;</li> <li>Handmade from U.S. billet aluminum and<br /> steel components</li> <li>Machined in our state of the art facility in Canada</li> <li>Hard anodized tube</li> </ul>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions","Columbia Tools, TL38, drywall taping tool, finishing tool, columbia, TL3-8, Twist, Lock, Handle, Handles","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/handles/tl3_8_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/handles/tl3_8_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttl38.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","TS","TS","Columbia Tactical Set","The NEW Tactical Set makes moving to Automatic Taping Tools easy!","<p>The NEW Tactical Set makes moving to Automatic Taping Tools easy! Every taping tool you will need to completely finish a house comes packaged inside our durable, rugged Road Case. This set takes the guess work out of choosing the perfect drywall taping tools kit.</p> <p>Note: Columbia Automatic boxes do not fit in Road Case.</p> <h4>SET INCLUDES:</h4> <ul> <li>Road Case</li> <li>Automatic Taper</li> <li>10&quot; Flat Box</li> <li>12&quot; Flat Box</li> <li>Matrix Handle</li> <li>7&quot; Tomahawk</li> <li>24&quot; Tomahawk</li> <li>8&quot; Throttle Box</li> <li>3&quot; Anglehead</li> <li>Hot Mud Pump</li> <li>Box Filler &amp; Gooseneck</li> <li>Corner Roller</li> <li>AHA</li> <li>3&quot; Nail Spotter</li> <li>Columbia One Handle and Columbia One EXT</li> <li>Sander Head</li> <li>Twist Lock Handle</li> <li>Tomalock Adapter</li> <li>Repair Kits: AH-RK, FFBR9-10, FFBR9-12, FFBR7-7A, CTR-1</li> </ul>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, TS, drywall taping tool, finishing tool, columbia, Tactical, The Tool Sets","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/tool-sets/ts_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/tool-sets/ts_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttts.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","TSB-SIZE","TSB-SIZE","Tomahawk Smoothing Blades","The Columbia Tomahawk set of Smoothing Blades is the most durable set on the market today. With no plastic pieces, the Tomahawk doesn&rsquo;t snap under pressure. And because the blades use a Flat Box&hellip;","<p>The Columbia Tomahawk set of Smoothing Blades is the most durable set on the market today. With no plastic pieces, the Tomahawk doesn&rsquo;t snap under pressure. And because the blades use a Flat Box handle, there are no plastic adaptors that will break with the weight of the larger blades. This also increases the stability and your ability to adjust the angle of attack while in motion. The Columbia Tomahawk will change what the industry expects from a professional grade Smoothing Blade.</p> <h4>FEATURES:</h4> <ul> <li>9 sizes: 7&quot;, 10&quot;, 12&quot;, 14&quot;, 18&quot;, 24&quot;, 32&quot;, 40&quot; &amp; 48&quot;</li> <li>Works with a Flat Box handle or use the CLTHA adaptor for the Columbia One handle</li> <li>Interchangeable blades &ndash; keep the body, switch out blade when damaged or worn</li> <li>Billet machined in our state of the art facility in Canada</li> </ul> <h4></h4>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, TSB-SIZE, Tomahawk, Smoothing, Blades, Smoothing Blades","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/smoothing-blades/tsb_size_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/smoothing-blades/tsb_size_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/smoothing-blades/tsb_size_03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/smoothing-blades/tsb_size_04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/smoothing-blades/tsb_size_05.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","variation","TSB10","TSB10","Columbia 10"" Tomahawk Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, TSB10, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb10.webp","COL-TSB","Brand","Columbia Taping Tools","Size","10"""
"Columbia Taping Tools","variation","TSB12","TSB12","Columbia 12"" Tomahawk Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, TSB12, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb12.webp","COL-TSB","Brand","Columbia Taping Tools","Size","12"""
"Columbia Taping Tools","variation","TSB18","TSB18","Columbia 18"" Tomahawk Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, TSB18, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb18.webp","COL-TSB","Brand","Columbia Taping Tools","Size","18"""
"Columbia Taping Tools","variation","TSB24","TSB24","Columbia 24"" Tomahawk Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, TSB24, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb24.webp","COL-TSB","Brand","Columbia Taping Tools","Size","24"""
"Columbia Taping Tools","variation","TSB32","TSB32","Columbia 32"" Tomahawk Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, TSB32, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb32.webp","COL-TSB","Brand","Columbia Taping Tools","Size","32"""
"Columbia Taping Tools","variation","TSB40","TSB40","Columbia 40"" Tomahawk Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, TSB40, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb40.webp","COL-TSB","Brand","Columbia Taping Tools","Size","40"""
"Columbia Taping Tools","variation","TSB7","TSB7","Columbia 7"" Tomahawk Smoothing Blade","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, TSB7, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb7.webp","COL-TSB","Brand","Columbia Taping Tools","Size","7"""
"Columbia Taping Tools","simple","TWS","TWS","Columbia Tomahawk Warrior Set","The New Columbia Warrior set takes the guess work out of starting off with Smoothing Blades.","<p>The New Columbia Warrior set takes the guess work out of starting off with Smoothing Blades. This set contains a variety of sizes that will help you complete most every smoothing blade job. From wiping down tapes, to fully coating walls and ceilings, and everything in between, this kit will have you covered.<br /> The Warrior Set comes with the Tomahawk essentials, as well as a convenient case to protect your investment. The case also makes it easy to get your set onto the job site. Columbia Tomahawk Smoothing Blades make easy work out of sanding and finishing.</p> <h4>SET INCLUDES:</h4> <ul> <li>Gun Case</li> <li>7&quot; Tomahawk</li> <li>12&quot; Tomahawk</li> <li>18&quot; Tomahawk</li> <li>32&quot; Tomahawk</li> <li>Tomalock Adaptor</li> <li>Columbia One EXT Handle</li> </ul>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, TWS, drywall taping tool, finishing tool, columbia, Warrior, The Tool Sets","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/tool-sets/tws_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/tool-sets/tws_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/tool-sets/tws_03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttws.webp","","Brand","Columbia Taping Tools","",""
"Platinum Drywall Tools","variation","PT-10FB","PT-10FB","Platinum 10"" Flat Finishing Box (PT-10FB)","","","","","","","Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes","Platinum Drywall Tools, PT-10FB, flat finishing box, drywall joint finishing, drywall compound tool","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-10fb_7316520b.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-10fb_2fef317f.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-10fb_3468df21.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-10fb_d42e7147.webp","PT-FB","Brand","Platinum Drywall Tools","Size","10"""
"Platinum Drywall Tools","variation","PT-14FB","PT-14FB","Platinum 14"" Flat Finishing Box (PT-14FB)","","","","","","","Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes","Platinum Drywall Tools, PT-14FB, 14 inch flat box, drywall finishing tool, automatic drywall tools, joint compound applicator","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-14fb_35056475.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-14fb_9633c392.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-14fb_02ea571f.webp","PT-FB","Brand","Platinum Drywall Tools","Size","14"""
"Platinum Drywall Tools","simple","PT-2.5CF","PT-2.5CF","Platinum Corner Flusher 2.5"" (PT-2.5CF)","Platinum 2.5"" Corner Flusher constructed from surgical-grade stainless spring steel for precise internal corner finishing. Compatible with all major industry handles.","<p><strong>Platinum Corner Flusher 2.5"" (PT-2.5CF)</strong> delivers precise, consistent results when finishing internal 90-degree drywall corners. This tool embeds tape and feathers joint compound in a single pass, minimizing the need for manual sanding or extensive touch-up work. Its compact 2.5-inch profile is specifically engineered for tight architectural spaces, including areas around windows and door frames where larger tools cannot maneuver.</p><p>Built from surgical-grade stainless spring steel, this flusher resists corrosion and maintains its tension for reliable, long-term performance on demanding job sites. The universal design ensures seamless integration with standard angle head and flusher handles from all major industry manufacturers.</p><p><strong>Features:</strong></p><ul><li><strong>Surgical Stainless Steel:</strong> High-performance material provides lasting durability and consistent compound distribution.</li><li><strong>Efficient Finishing:</strong> Optimized for both base and final coats to accelerate the drywall finishing workflow.</li><li><strong>Universal Compatibility:</strong> Fits securely onto standard-issue handles from all major industry brands.</li><li><strong>Compact Profile:</strong> 2.5-inch width is ideal for tight corners and detailed architectural work.</li></ul><p><strong>Specifications:</strong></p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum</td></tr><tr><td>SKU</td><td>PT-2.5CF</td></tr><tr><td>Tool Type</td><td>Corner Flusher</td></tr><tr><td>Size</td><td>2.5 inches</td></tr><tr><td>Material</td><td>Surgical Stainless Spring Steel</td></tr><tr><td>Compatibility</td><td>Universal (Major Brand Handles)</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools","Platinum Drywall Tools, corner flusher, drywall finishing, PT-2.5CF, joint compound tool, stainless steel flusher","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-2.5cf_ba37654f.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-2.5cf_62cfb233.webp","","Brand","Platinum Drywall Tools","",""
"Platinum Drywall Tools","variation","PT-2NS","PT-2NS","Platinum 2"" Nail Spotter (PT-2NS)","","","","","","","Drywall Finishing Tools > Platinum Drywall Tools > Spotters","Platinum Drywall Tools, PT-2NS, nail spotter, drywall finishing tool, screw spotter, drywall compound applicator","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-2ns_f1a9da8a.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-2ns_336a91aa.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-2ns_39c39b4c.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/pt-2ns_8760b44f.webp","PT-NS","Brand","Platinum Drywall Tools","Size","2"""
