Brands,SKU,MPN,Name,Description,Short description,Categories
Platinum Drywall Tools,PT-CF,PT-CF,Platinum Angle Head Corner Finisher with Wheels,"<p><strong>Platinum 2.5"" Angle Head with Wheels (PT-CF2.5)</strong> streamlines the drywall finishing process by simultaneously applying and feathering joint compound on both sides of internal 90-degree corners. This tool eliminates the need for repetitive manual passes, providing a sharp, uniform edge that requires minimal sanding before final surface preparation.</p><p>Constructed from high-grade cast aluminum, this unit is engineered to withstand the rigors of daily job site use while maintaining structural integrity. The integrated wheel system ensures fluid, consistent movement across the wall, significantly reducing drag and operator fatigue during high-volume finishing tasks.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Finishing:</strong> Coats and feathers both sides of an inside corner in one pass for a clean, professional edge.</li><li><strong>Durable Construction:</strong> Cast aluminum body provides long-term reliability and resistance to job site wear.</li><li><strong>Fluid Operation:</strong> Integrated wheels minimize surface drag and improve control for consistent results.</li><li><strong>System Compatibility:</strong> Designed to integrate with standard corner rollers, corner boxes, and angle head handles.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum | | SKU | PT-CF2.5 | | Tool Type | Angle Head / Corner Finisher | | Size | 2.5 inches | | Material | Cast Aluminum |</p>","Platinum 2.5"" Angle Head with Wheels provides a consistent, feathered finish on 90-degree inside corners. Features a durable cast aluminum body and integrated wheels for smooth, low-drag operation.",Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools
Platinum Drywall Tools,PT-CFH50,PT-CFH50,"Platinum 50"" Angle Head Handle (PT-CFH50)","<p><strong>Platinum 50"" Angle Head Handle (PT-CFH50)</strong> provides the essential reach and leverage required for professional drywall contractors to achieve consistent, high-quality corner finishes. Engineered for the rigors of daily job-site use, this handle is constructed from high-strength, anodized aluminum, offering a robust yet lightweight solution that minimizes operator fatigue during extended finishing sessions.</p><p>This tool is designed for seamless integration with standard angle heads and corner finishers. The inclusion of an adjustable ball grip allows for precise tension control, ensuring the angle head maintains optimal contact with the wall surface for a smooth, feathered finish. The ergonomic rubber grip at the base provides a secure, comfortable hold, enhancing maneuverability when working on high ceilings or challenging corner angles.</p><p><strong>Features:</strong></p><ul><li><strong>Durable Construction:</strong> Manufactured from premium anodized aluminum to ensure long-term resistance to corrosion and job-site wear.</li><li><strong>Extended Reach:</strong> The 50-inch length offers superior access to high-wall corners and ceilings without the need for additional scaffolding.</li><li><strong>Ergonomic Design:</strong> Features a high-traction rubber grip to improve comfort and reduce hand strain during repetitive tasks.</li><li><strong>Adjustable Ball Grip:</strong> Enables fine-tuned tension and control, allowing for precise operation of the attached angle head.</li><li><strong>Universal Compatibility:</strong> Designed to fit most major brands of automatic drywall corner finishers and angle heads.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum Drywall Tools | | SKU | PT-CFH50 | | Material | Anodized Aluminum | | Length | 50 inches | | Grip Type | Rubber / Adjustable Ball Grip | | Category | Drywall Finishing Tools |</p>","The Platinum 50"" Angle Head Handle is a professional-grade, anodized aluminum tool featuring an ergonomic rubber grip and adjustable ball tension for precise, efficient corner finishing.",Drywall Finishing Tools > Platinum Drywall Tools > Handles & Extensions
Platinum Drywall Tools,PT-CP,PT-CP,Platinum Drywall Pump w/Filler (PT-CP),"<p><strong>Platinum Drywall Pump w/Filler (PT-CP)</strong> provides a high-capacity solution for transferring joint compound into finishing tools with speed and consistency. This pump minimizes manual labor by streamlining the loading process, allowing contractors to maintain a steady pace throughout the workday.</p><p>Constructed from anodized aluminum, the unit is built to withstand the rigors of daily job site use while resisting corrosion. The design prioritizes ease of maintenance and reliable performance, ensuring long-term utility for professional finishing applications.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Engineering:</strong> Machined components ensure smooth operation and consistent material flow during every cycle.</li><li><strong>Durable Housing:</strong> Anodized aluminum construction provides superior protection against wear and environmental exposure.</li><li><strong>Versatile Integration:</strong> Includes a standard box filler attachment compatible with most major brands of flat boxes, corner boxes, and nail spotters.</li><li><strong>Efficiency Gains:</strong> Significantly reduces loading time and operator fatigue, optimizing overall site productivity.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum | | SKU | PT-CP | | Material | Anodized Aluminum | | Includes | Box Filler Attachment | | Compatibility | Standard Flat Boxes, Corner Boxes, Nail Spotters |</p>","The Platinum Drywall Pump w/Filler (PT-CP) is a precision-machined, anodized aluminum loading pump designed for durability and efficiency. It includes a universal box filler attachment for seamless integration with standard drywall finishing tools.",Drywall Finishing Tools > Platinum Drywall Tools > Pumps & Accessories
Platinum Drywall Tools,PT-CR,PT-CR,Platinum Inside Corner Roller (PT-CR),"<p><strong>Platinum Inside Corner Roller (PT-CR)</strong> is a professional-grade tool engineered to seat paper tape firmly into 90-degree drywall corners. By applying uniform pressure, this roller forces out excess joint compound and eliminates trapped air, ensuring a clean, sharp profile that requires minimal sanding before subsequent coats.</p><p>This tool is designed to integrate into high-efficiency finishing workflows, replacing manual hand-tooling with a rapid, consistent rolling motion. Its robust construction provides the durability required for daily use on residential and commercial job sites, helping to achieve professional-grade, bubble-free seams with every pass.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Calibration:</strong> Specifically engineered for 90-degree inside corners to ensure accurate tape alignment and a sharp finish.</li><li><strong>Optimized Adhesion:</strong> Effectively removes air pockets and excess compound to create a secure, durable bond between the tape and substrate.</li><li><strong>Workflow Efficiency:</strong> Accelerates the taping process by replacing time-consuming manual work with a single, consistent rolling pass.</li><li><strong>System Compatibility:</strong> Designed to work seamlessly with standard corner finishing systems and angle heads to finalize corner geometry.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum | | SKU | PT-CR | | Product Type | Inside Corner Roller | | Application | Drywall Taping and Finishing | | Corner Angle | 90 Degrees | | Price | $79.99 |</p>","The Platinum Inside Corner Roller (PT-CR) is a professional-grade tool designed to firmly embed paper tape into 90-degree inside corners. It efficiently removes air pockets and excess compound, creating a sharp, clean, and durable corner foundation.",Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools
Platinum Drywall Tools,PT-CRE,PT-CRE,Platinum ECO Inside Corner Roller (PT-CRE),"<p><strong>Platinum ECO Inside Corner Roller (PT-CRE)</strong> streamlines the process of embedding drywall tape into 90-degree interior angles. This tool applies uniform pressure to force tape into the corner, effectively eliminating air pockets and excess joint compound for a clean, professional finish.</p><p>Designed for high-volume finishing, the roller features specialized nylon wheels that protect tape and corner beads from surface damage. Its lightweight construction minimizes fatigue during extended use, while the universal threaded mount allows for quick attachment to standard extension poles for high-reach applications.</p><p><strong>Features:</strong></p><ul><li><strong>Non-Marring Nylon Rollers:</strong> Applies consistent pressure without damaging tape or corner beads.</li><li><strong>Universal Threaded Connection:</strong> Fits standard coarse-thread painter’s poles and broom handles.</li><li><strong>Ergonomic Build:</strong> Lightweight design reduces wrist and arm strain during repetitive tasks.</li><li><strong>Job Site Durability:</strong> Engineered to withstand the rigors of daily professional drywall finishing.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum | | SKU | PT-CRE | | Tool Type | Inside Corner Roller | | Material | Nylon Rollers | | Compatibility | Standard Coarse Thread Poles |</p>",The Platinum ECO Inside Corner Roller uses non-marring nylon wheels to embed tape into 90-degree corners. Features a universal threaded connection for use with standard extension poles.,Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools
Platinum Drywall Tools,PT-CRH50,PT-CRH50,"Platinum 50"" Corner Roller Handle (PT-CRH50)","<p><strong>Platinum 50"" Corner Roller Handle (PT-CRH50)</strong> provides the necessary reach and leverage for professional drywall finishing, specifically designed to embed tape into internal corners and ceilings. This tool is built to withstand the demanding conditions of active job sites, ensuring consistent performance when paired with standard corner roller heads.</p><p>The handle is manufactured from high-grade anodized aluminum, offering a rigid, lightweight structure that resists corrosion and daily wear. Its 50-inch length allows for extended reach, reducing the need for ladders or awkward positioning during high-wall applications. The design focuses on operator control, featuring a high-traction rubber grip for a secure hold and an adjustable ball grip that enables precise pressure application for a clean, professional finish.</p><p><strong>Features:</strong></p><ul><li><strong>Anodized Aluminum Construction:</strong> Provides a durable, corrosion-resistant frame that maintains structural integrity under heavy, daily use.</li><li><strong>Extended 50-inch Reach:</strong> Optimized for accessing high corners and ceilings, improving productivity and safety on the job site.</li><li><strong>Dual-Grip System:</strong> Includes a primary high-traction rubber grip and a secondary adjustable ball grip for superior maneuverability and pressure control.</li><li><strong>Universal Compatibility:</strong> Engineered to integrate seamlessly with standard corner roller heads for versatile use in any finishing kit.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum | | SKU | PT-CRH50 | | Material | Anodized Aluminum | | Length | 50 inches | | Grip Type | Rubberized / Adjustable Ball Grip |</p>","The Platinum 50"" Corner Roller Handle is a durable, anodized aluminum tool designed for professional drywall finishing. It features an extended reach, a high-traction rubber grip, and an adjustable ball grip for precise control in high corners and ceilings.",Drywall Finishing Tools > Platinum Drywall Tools > Handles & Extensions
Platinum Drywall Tools,PT-CT,PT-CT,Platinum Compound Tube,"<p><strong>Platinum 24"" Compound Tube (PT-CT24)</strong> streamlines joint compound application by providing a semi-automatic, high-capacity delivery system for drywall seams and corners. This tool functions as a precision syringe, enabling rapid loading directly from compound buckets to eliminate manual pan-and-knife labor while ensuring uniform material distribution.</p><p>The 24-inch length offers a balance of capacity and maneuverability, making it ideal for tight architectural spaces and detailed finishing work where larger equipment is impractical. Its robust build quality stands up to the rigors of daily job site use, providing consistent performance across various finishing tasks when paired with compatible applicator heads.</p><p><strong>Features:</strong></p><ul><li><strong>Compact Maneuverability:</strong> The 24-inch frame provides superior control in confined areas and intricate corners.</li><li><strong>Rapid Loading:</strong> Syringe-style suction system allows for quick, clean refills directly from the compound container.</li><li><strong>Modular Compatibility:</strong> Accepts a wide range of applicator heads to handle both flat joints and corner finishing.</li><li><strong>Durable Build:</strong> Constructed from high-grade materials to ensure long-term reliability under heavy-duty conditions.</li><li><strong>Increased Efficiency:</strong> Delivers a consistent ribbon of compound to reduce physical strain and accelerate project timelines.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum | | SKU | PT-CT24 | | Tool Type | Compound Tube | | Length | 24 inches | | Category | Drywall Finishing Tools |</p>","The Platinum 24"" Compound Tube is a compact, semi-automatic tool for rapid, precise application of joint compound to corners and flat seams. Compatible with various applicator heads to increase job site efficiency.",Drywall Finishing Tools > Platinum Drywall Tools > Repair Kits & Parts
Platinum Drywall Tools,PT-EBH,PT-EBH,"Platinum Extendable Flat Box Handle 40"" – 64"" (PT-EBH)","<p><strong>Platinum Extendable Flat Box Handle 40"" – 64"" (PT-EBH)</strong> provides the necessary reach and leverage for efficient drywall finishing across varying wall and ceiling heights. This tool eliminates the need for constant ladder repositioning, allowing for consistent compound application and a professional finish in less time. Engineered for durability, it stands up to the daily demands of active job sites while maintaining a lightweight profile that minimizes operator fatigue.</p><p>Constructed from high-grade anodized aluminum, this handle is built to resist corrosion and provide long-term reliability. The integrated telescopic mechanism allows for rapid, secure length adjustments, while the high-tension locking system prevents slippage during use, ensuring steady pressure for streak-free results. It is designed to integrate with standard flat finishing boxes, making it a versatile addition to any professional taping and finishing kit.</p><p><strong>Features:</strong></p><ul><li><strong>Telescopic Versatility:</strong> Adjustable length from 40 to 64 inches enables seamless transitions between standard wall work and elevated ceiling applications.</li><li><strong>Durable Construction:</strong> Manufactured from anodized aluminum to withstand rigorous daily use while remaining lightweight for reduced physical strain.</li><li><strong>Secure Locking Mechanism:</strong> A high-tension lock keeps the handle firmly at the selected length, ensuring consistent pressure and preventing unwanted movement.</li><li><strong>Ergonomic Control:</strong> Designed for superior leverage and tactile feedback, facilitating precise handling and professional-grade finishing results.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum | | SKU | PT-EBH | | Product Type | Extendable Flat Box Handle | | Material | Anodized Aluminum | | Adjustable Length | 40"" – 64"" | | Category | Drywall Finishing Tools |</p>","The Platinum Extendable Flat Box Handle offers a 40"" to 64"" telescopic range and a secure locking system. Built from lightweight, corrosion-resistant anodized aluminum, it provides the leverage and control needed for consistent, professional-grade drywall finishing.",Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes
Platinum Drywall Tools,PT-EXT3IN1-1,PT-EXT3IN1-1,Platinum Extendable Angle Head Handle (PT-EXT3IN1-1),"<p><strong>Platinum Extendable Angle Head Handle (PT-EXT3IN1-1)</strong> provides the reach and leverage necessary for professional drywall finishing in high-ceiling or vaulted environments. By eliminating the need for ladders or scaffolding, this tool enables contractors to maintain consistent pressure and precision across elevated surfaces, significantly increasing job site efficiency.</p><p>Constructed from high-grade aluminum, the handle balances structural rigidity with a lightweight profile to reduce operator fatigue during extended use. The telescoping mechanism allows for rapid, secure adjustments between 45 and 70 inches, ensuring compatibility with a wide range of ceiling heights and complex corner configurations.</p><p><strong>Features:</strong></p><ul><li><strong>Telescoping Adjustment:</strong> Quickly locks at any length between 45 and 70 inches to accommodate varying ceiling heights and tight spaces.</li><li><strong>Durable Construction:</strong> Engineered from high-grade aluminum for a corrosion-resistant, long-lasting build that remains lightweight for daily production.</li><li><strong>Ergonomic Design:</strong> Outfitted with non-slip grips to enhance handling control and minimize hand strain during repetitive finishing tasks.</li><li><strong>Universal Compatibility:</strong> Designed to integrate seamlessly with standard industry angle heads and corner finishing tools.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum Drywall Tools | | SKU | PT-EXT3IN1-1 | | Material | High-grade Aluminum | | Adjustable Length | 45"" - 70"" | | Compatibility | Standard Angle Heads & Corner Finishers |</p>","Platinum Extendable Angle Head Handle features a 45–70"" telescoping range for high-reach drywall finishing. Built from lightweight, durable aluminum with ergonomic grips for professional control.",Drywall Finishing Tools > Platinum Drywall Tools > Handles & Extensions
Platinum Drywall Tools,PT-FA,PT-FA,"Platinum 4"" Flat Applicator (PT-FA)","<p><strong>Platinum 4"" Flat Applicator (PT-FA)</strong> delivers precise, consistent joint compound distribution for professional drywall finishing. Engineered for efficiency, this 4-inch tool is specifically optimized for coating seams, butt joints, and fastener rows, while its compact profile allows for effortless navigation in tight spaces and detailed pre-fill applications.</p><p>Constructed from lightweight, anodized aluminum, this applicator balances long-term durability with reduced operator fatigue during high-volume work. It is designed for seamless integration into existing professional tool kits, offering broad compatibility with compound tubes, angle boxes, and MudRunners from major industry manufacturers.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Application:</strong> Ensures a uniform, even layer of joint compound to minimize sanding and rework.</li><li><strong>Universal Compatibility:</strong> Fits standard compound tubes, angle boxes, and MudRunners from leading brands including TapeTech, Columbia, and Level5.</li><li><strong>Compact Design:</strong> Optimized 4-inch width for detailed work and tight-access areas.</li><li><strong>Durable Build:</strong> Lightweight, anodized aluminum construction withstands the rigors of daily job site use.</li><li><strong>Warranty Protection:</strong> Includes a 5-year manufacturer's warranty for long-term reliability.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum Drywall Tools | | SKU | PT-FA | | Tool Type | Flat Applicator | | Size | 4 Inches | | Material | Anodized Aluminum | | Warranty | 5-Year Limited Warranty |</p>","Platinum 4"" Flat Applicator (PT-FA) provides precise joint compound application for seams and butt joints. Features a durable, lightweight anodized aluminum body compatible with major industry compound tubes and angle boxes.",Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools
Platinum Drywall Tools,PT-FB,PT-FB,Platinum Flat Finishing Box,"<p><strong>Platinum 8"" Flat Finishing Box (PT-8FB)</strong> delivers consistent, high-volume joint compound application for professional drywall finishing. This tool streamlines the workflow by simultaneously dispensing compound and feathering edges in a single pass, effectively eliminating the need for repetitive manual troweling and excessive sanding. Designed for high-output environments, it ensures a uniform crown on both flat and butt joints, providing a ready-to-finish surface with minimal effort.</p><p>Engineered for reliability, the unit features a pivoting axle that maintains constant contact with the wall, even across minor surface irregularities. The integrated crown adjustment dial provides precise control over compound thickness, allowing contractors to calibrate the tool to specific site conditions. Its robust construction resists the wear of daily job site use, ensuring long-term performance and reduced operator fatigue.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Application:</strong> Simultaneously dispenses and feathers compound for a uniform, professional finish.</li><li><strong>Adjustable Crown Control:</strong> Dedicated dial allows for exact thickness regulation based on project requirements.</li><li><strong>Pivoting Axle:</strong> Ensures consistent wall contact and smooth operation on uneven surfaces.</li><li><strong>Durable Construction:</strong> Built with high-grade materials to withstand rigorous professional use.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum | | SKU | PT-8FB | | Tool Type | Flat Finishing Box | | Size | 8 Inches | | Category | Drywall Finishing Tools |</p>","The Platinum 8"" Flat Finishing Box (PT-8FB) automates joint compound application and feathering in one pass. Featuring a pivoting axle and adjustable crown dial, it provides consistent, professional-grade results while significantly reducing manual labor.",Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes
Platinum Drywall Tools,PT-FIN,PT-FIN,Platinum Drywall Starter Finishing Set (PT-FIN),"<p><strong>Platinum Drywall Starter Finishing Set (PT-FIN)</strong> provides a comprehensive suite of professional-grade tools engineered for contractors who require consistent, high-output performance on the job site. This kit bridges the gap between manual hand-tooling and automated systems, offering a reliable foundation for taping and finishing drywall joints with precision. By streamlining the application and feathering process, these tools help maintain tight project timelines while ensuring a smooth, paint-ready finish on both walls and ceilings.</p><p>Each component in this set is manufactured to withstand the demands of daily professional use. The tools feature ergonomic designs that prioritize operator comfort, effectively reducing fatigue during extended shifts. Constructed from durable, corrosion-resistant materials, this equipment is built to provide long-term reliability for both seasoned professionals needing a dependable secondary set and contractors looking to upgrade their current finishing capabilities.</p><p><strong>Features:</strong></p><ul><li><strong>Operational Efficiency:</strong> Significantly accelerates the finishing process compared to traditional hand-tooling methods, allowing for faster project completion.</li><li><strong>Ergonomic Construction:</strong> Balanced weight distribution minimizes strain on the wrists and arms, supporting sustained productivity throughout the workday.</li><li><strong>Durable Build Quality:</strong> Fabricated from premium, corrosion-resistant materials to ensure longevity and consistent performance in rugged job site environments.</li><li><strong>Precision Application:</strong> Engineered for uniform mud distribution and smooth feathering, resulting in professional-grade joints with minimal sanding required.</li><li><strong>Versatile Utility:</strong> Perfectly suited for a wide range of applications, from residential renovations to large-scale commercial installations.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum Drywall Tools | | SKU | PT-FIN | | Product Type | Drywall Finishing Set | | Price | $1,399.00 | | Set Includes | 10"" Flat Box, 12"" Flat Box, Compound Pump, Box Filler Valve, 42"" Flat Box Handle, 3"" Corner Finisher, 50"" Corner Finisher Handle, 8"" Corner Applicator Box, 50"" Corner Applicator Handle, Inside Corner Roller, 50"" Corner Roller Handle |</p>",Platinum Drywall Starter Finishing Set (PT-FIN) is a professional-grade kit designed to increase efficiency and precision in drywall taping and finishing tasks.,Drywall Finishing Tools > Platinum Drywall Tools > Tool Sets & Bundles
Platinum Drywall Tools,PT-ICA,PT-ICA,Platinum Inside 90 Degree Applicator (PT-ICA),"<p><strong>Platinum Inside 90 Degree Applicator (PT-ICA)</strong> is a specialized tool engineered to deliver a consistent, uniform bead of joint compound to interior 90-degree corners. By automating the application process, this applicator significantly reduces the time spent on manual taping and smoothing, allowing for a more efficient workflow on both residential and commercial drywall projects.</p><p>Designed for durability and ease of use, this applicator head integrates seamlessly with standard compound tubes and corner applicator boxes. Its robust construction ensures it maintains performance under demanding job site conditions, providing the precision required for high-quality finishes while minimizing material waste.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Application:</strong> Engineered specifically for 90-degree interior angles to ensure accurate compound distribution and optimal tape adhesion.</li><li><strong>Workflow Efficiency:</strong> Dramatically accelerates the taping process, reducing manual labor and speeding up project timelines.</li><li><strong>Universal Compatibility:</strong> Designed to fit most standard drywall finishing equipment, including compound tubes and corner boxes from major manufacturers.</li><li><strong>Durable Construction:</strong> Built with high-grade materials to withstand daily professional use and maintain structural integrity over time.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum Drywall Tools | | SKU | PT-ICA | | Product Type | Inside 90 Degree Applicator | | Category | Drywall Finishing Tools | | Price | $59.00 |</p>","The Platinum Inside 90 Degree Applicator (PT-ICA) is a professional-grade tool designed for fast, uniform joint compound application in interior corners, compatible with standard industry finishing equipment.",Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools
Platinum Drywall Tools,PT-MNBH,PT-MNBH,Platinum Mini Box Handle (PT-MNBH),"<p><strong>Platinum Mini Box Handle (PT-MNBH)</strong> provides the necessary control for professional drywall finishing in confined areas. Engineered for contractors navigating tight closets, narrow hallways, and restricted work zones, this 13-inch handle eliminates the cumbersome length of standard tools, allowing for precise, agile maneuverability without compromising the quality of the finish.</p><p>Constructed from premium-grade anodized aluminum, this handle balances a lightweight profile with the rugged durability required for daily job site demands. The anodized finish provides a robust, corrosion-resistant barrier that withstands moisture and prevents compound buildup, ensuring a long service life and simplified cleanup. Its secure, stable connection to your flat box ensures consistent pressure and smooth operation, making it a reliable addition to any professional finishing kit.</p><p><strong>Features:</strong></p><ul><li><strong>Compact 13-Inch Reach:</strong> Optimized for tight spaces where standard-length handles are impractical, providing superior control in cramped environments.</li><li><strong>Anodized Aluminum Construction:</strong> Engineered for a high strength-to-weight ratio, reducing operator fatigue while offering exceptional resistance to wear and corrosion.</li><li><strong>Professional-Grade Stability:</strong> Designed to maintain a secure, rigid connection to flat boxes, facilitating precise mud application and consistent results.</li><li><strong>System Versatility:</strong> Seamlessly integrates with existing flat box setups, allowing for quick transitions between standard and mini handles based on project-specific requirements.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum Drywall Tools | | SKU | PT-MNBH | | Product Type | Mini Flat Box Handle | | Material | Anodized Aluminum | | Length | 13 inches | | Category | Drywall Finishing Tools |</p>","The Platinum Mini Box Handle (13"") is engineered for precision in tight spaces like closets and narrow hallways. Built from durable, corrosion-resistant anodized aluminum, it offers a lightweight, stable solution for professional drywall finishing.",Drywall Finishing Tools > Platinum Drywall Tools > Handles & Extensions
Platinum Drywall Tools,PT-NS,PT-NS,Platinum Nail Spotter,"<p><strong>Platinum 2"" Nail Spotter (PT-2NS)</strong> is a professional-grade finishing tool engineered to automate the application of joint compound over fastener indentations. By enabling the rapid, single-pass coverage of entire rows of screw or nail heads, this tool eliminates the tedious manual labor associated with traditional spot-finishing. It is designed to deliver a uniform, paint-ready surface that significantly reduces the requirement for subsequent sanding.</p><p>Constructed from high-grade anodized aluminum, the tool provides a lightweight yet durable frame capable of withstanding the rigors of high-volume job sites. The assembly features a precision-hardened steel blade for clean, flush results and a high-performance urethane door seal that maintains consistent internal pressure while preventing compound leakage. A smooth-glide wheel system ensures steady, controlled tracking across wall and ceiling surfaces.</p><p><strong>Features:</strong></p><ul><li><strong>Operational Efficiency:</strong> Enables rapid, single-pass coating of fastener heads, drastically reducing manual labor time on large-scale installations.</li><li><strong>Robust Build:</strong> Manufactured from high-grade anodized aluminum for excellent corrosion resistance and long-term durability.</li><li><strong>Precision Finishing:</strong> Features a hardened steel blade engineered to produce a clean, flush finish on every pass.</li><li><strong>Leak-Resistant Design:</strong> Utilizes a high-performance urethane door seal to maintain consistent pressure and prevent compound waste.</li><li><strong>Fluid Movement:</strong> Equipped with a precision-glide wheel system that ensures steady, consistent tracking across drywall surfaces.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum Drywall Tools | | SKU | PT-2NS | | Tool Type | 2"" Nail Spotter | | Material | Anodized Aluminum / Hardened Steel | | Category | Drywall Finishing Tools |</p>","The Platinum 2"" Nail Spotter (PT-2NS) streamlines drywall finishing by applying a consistent, uniform coat over fastener heads in a single pass. Built with durable anodized aluminum, a precision steel blade, and a reliable urethane seal for professional-grade efficiency.",Drywall Finishing Tools > Platinum Drywall Tools > Spotters
Platinum Drywall Tools,PT-OCA,PT-OCA,Platinum Outside 90 Degree Applicator (PT-OCA),"<p><strong>Platinum Outside 90 Degree Applicator (PT-OCA)</strong> streamlines the process of finishing external drywall corners by delivering a precise, uniform ribbon of joint compound to both sides simultaneously. This specialized tool eliminates the manual labor of pre-filling corner beads, ensuring consistent coverage and significantly reducing the time required for secondary passes or cleanup. Engineered for high-volume job sites, it integrates seamlessly into existing finishing workflows to improve overall efficiency.</p><p>Built for versatility, this applicator features universal compatibility with most major brands of compound tubes and corner boxes. Its robust construction is designed to withstand the rigors of daily professional use, providing a reliable solution for contractors focused on speed and quality in mud-set corner bead installation.</p><p><strong>Features:</strong></p><ul><li><strong>Dual-Sided Application:</strong> Simultaneously deposits compound on both sides of an outside 90-degree corner for balanced, professional results.</li><li><strong>Universal Compatibility:</strong> Designed to attach easily to standard industry compound tubes and corner boxes from most major manufacturers.</li><li><strong>Operational Efficiency:</strong> Accelerates the installation of mud-set corner beads by automating the application process.</li><li><strong>Consistent Output:</strong> Delivers a uniform layer of compound, minimizing the need for rework and manual smoothing.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum Drywall Tools | | SKU | PT-OCA | | Product Type | Outside 90 Degree Applicator | | Application | Drywall Corner Bead Finishing | | Compatibility | Universal (Standard Tubes/Boxes) | | Price | $59.00 |</p>","The Platinum Outside 90 Degree Applicator (PT-OCA) provides a fast, uniform method for applying joint compound to external 90-degree corners. Compatible with most standard compound tubes and corner boxes, it significantly speeds up mud-set corner bead installation.",Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools
Platinum Drywall Tools,PT-OCR,PT-OCR,Platinum Outside 90 Degree Corner Roller (PT-OCR),"<p><strong>Platinum Outside 90 Degree Corner Roller (PT-OCR)</strong> is a professional-grade tool engineered to secure paper-faced corner beads on external drywall corners. By applying consistent, uniform pressure along the length of the bead, this roller effectively eliminates trapped air and excess joint compound, ensuring a clean, bubble-free bond that stands up to rigorous job site demands.</p><p>Designed for efficiency and precision, the tool utilizes high-grade nylon rollers that glide smoothly across the bead surface. This construction minimizes the risk of scuffing or tearing the paper, resulting in a sharp, professional 90-degree finish that is ready for final coating. It is an essential addition for finishers aiming to maintain high-quality standards across both residential and commercial applications.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Adhesion:</strong> Expertly removes excess compound and air pockets to create a solid, long-lasting bond.</li><li><strong>Smooth-Glide Nylon Rollers:</strong> Engineered for fluid movement to reduce operator fatigue during repetitive, high-volume tasks.</li><li><strong>Professional 90-Degree Geometry:</strong> Specifically calibrated to produce crisp, sharp outside corners ready for final finishing.</li><li><strong>Optimized for Paper-Faced Bead:</strong> Designed to handle the specific requirements of modern paper-faced corner bead systems.</li><li><strong>Job Site Durability:</strong> Built to withstand the demands of daily professional use while maintaining performance consistency.</li></ul><p><strong>Specifications:</strong></p><p>| Specification | Detail | | :--- | :--- | | Brand | Platinum Drywall Tools | | SKU | PT-OCR | | Product Type | Outside 90 Degree Corner Roller | | Material | Nylon Rollers | | Application | Paper-faced corner bead installation |</p>","The Platinum Outside 90 Degree Corner Roller ensures a secure, bubble-free bond for paper-faced corner beads by removing excess compound and air with smooth-gliding nylon rollers.",Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools
