Brands,Type,SKU,MPN,Name,Description,Short description,Categories
Columbia Taping Tools,variable,COL-FBB,COL-FBB,Columbia Fat Boy Flat Box,"<p>The Columbia Fat Boy Flat Box is the ultimate high-capacity tool for professional drywall finishers, designed to hold up to 30% more joint compound than standard boxes. Available in 5.5"", 8"", 10"", and 12"" widths, these boxes are overbuilt for extreme durability and smooth performance. Featuring a bead wheel that protects the axle from wear when running on corner bead and a precision metering system, Fat Boy boxes deliver flawless flat joints with fewer trips to the loading pump. Hand-made from U.S. billet aluminum and steel, they are engineered to be the highest capacity and smoothest finishing boxes on the market.</p><ul><li><strong>High-Capacity Reservoir:</strong> Holds 30% more mud, increasing productivity and reducing refill downtime.</li><li><strong>Bead Wheel Protection:</strong> Integrated wheel protects the axle from abrasion when coating corner bead.</li><li><strong>Professional Finish:</strong> Fine-tuned for the smoothest compound application on flat and butt joints.</li><li><strong>Rugged Billet Build:</strong> Manufactured from premium materials in Canada for long-term job site reliability.</li><li><strong>Available Sizes:</strong> 5.5"" (55FBB), 8"" (8FBB), 10"" (10FBB), and 12"" (12FBB).</li></ul>","Columbia Fat Boy Flat Box (5.5""–12"") offers 30% more capacity for high-volume drywall finishing. Billet aluminum construction for professional reliability.",Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,10FBB,10FBB,"Columbia 10"" Fat Boy Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,12FBB,12FBB,"Columbia 12"" Fat Boy Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,55FBB,55FBB,"Columbia 5.5"" Fat Boy Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,8FBB,8FBB,"Columbia 8"" Fat Boy Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variable,COL-FBBA,COL-FBBA,Columbia Fat Boy Automatic Assist Drywall Flat Box,"<p>The Columbia Fat Boy Automatic Assist Flat Box combines extreme capacity with effortless operation. Designed for high-volume production, these boxes feature an engaging axle that puts pressure on the compound chamber, making them over 50% easier to push than standard boxes. Available in 8"", 10"", and 12"" sizes, the Fat Boy Automatic Assist holds 30% more mud, significantly reducing trips to the pump. Built from premium U.S. billet aluminum and steel, these boxes are fine-tuned for professional results on flat and vertical joints while minimizing operator fatigue.</p><ul><li><strong>Automatic Assist:</strong> Axle-driven spring pressure makes the box 50% easier to push.</li><li><strong>Maximized Capacity:</strong> Fat Boy design holds 30% more compound for longer runs.</li><li><strong>Superior Finish:</strong> Precision-metered output for flawless, paint-ready flat joints.</li><li><strong>Heavy-Duty Construction:</strong> Hand-made billet aluminum build for maximum job site longevity.</li><li><strong>Available Sizes:</strong> 8"" (8FBBA), 10"" (10FBBA), and 12"" (12FBBA).</li></ul>","Columbia Fat Boy Automatic Assist Flat Box (8""–12"") features 50% easier pushing and 30% more mud capacity for high-efficiency drywall finishing.",Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,10FBBA,10FBBA,"Columbia 10"" Fat Boy Automatic Assist Drywall Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,12FBBA,12FBBA,"Columbia 12"" Fat Boy Automatic Assist Drywall Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,8FBBA,8FBBA,"Columbia 8"" Fat Boy Automatic Assist Drywall Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variable,COL-FFB,COL-FFB,Columbia Flat Finishing Box,"<p>Columbia Flat Finishing Boxes are professional-grade tools designed to deliver the smoothest finish on flat and butt joints. Available in a full range of sizes including 5.5"", 7"", 8"", 10"", 12"", and 14"", these boxes are meticulously built and fine-tuned for years of reliable performance. Featuring a manual sweeping grip for tight spaces and a bead wheel to protect the axle from wear, Columbia Flat Boxes are widely recognized as the easiest to push in the industry. Hand-made from U.S. billet aluminum and steel, they offer unmatched durability and precision for professional drywall contractors.</p><ul><li><strong>Industry-Leading Smoothness:</strong> Renowned for being the easiest-to-push finishing boxes on the market.</li><li><strong>Precision Metering:</strong> Delivers flawless, consistent compound application for paint-ready joints.</li><li><strong>Maneuverability:</strong> Features a manual sweeping grip for high performance in confined spaces.</li><li><strong>Durable Billet Construction:</strong> Built from premium materials in Canada for extreme job site longevity.</li><li><strong>Full Size Range:</strong> Available in 5.5"", 7"", 8"", 10"", 12"", and 14"" widths.</li></ul>","Professional Columbia Flat Finishing Box (5.5""–14"") engineered for the smoothest application and extreme durability. Hand-made billet aluminum construction.",Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,10FFB,10FFB,"Columbia 10"" Flat Finishing Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,12FFB,12FFB,"Columbia 12"" Flat Finishing Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,14FFB,14FFB,"Columbia 14"" Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,55FFB,55FFB,"Columbia 5.5"" Flat Finishing Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,7FFB,7FFB,"Columbia 7"" Flat Finishing Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,8FFB,8FFB,"Columbia 8"" Flat Finishing Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variable,COL-FFBA,COL-FFBA,Columbia Automatic Flat Box,"<p>The Columbia Automatic Assist Flat Box is engineered to maximize efficiency and reduce operator fatigue. Available in 8"", 10"", 12"", and 14"" sizes, these boxes feature an integrated axle and pressure plate system that automates mud application, requiring only a light push to operate. Precision metering adjustments ensure a top-quality finish on butt joints and flat seams. Built from handcrafted U.S. billet aluminum and steel, these boxes include an ultra-reliable door plate wiper and a bead wheel for axle protection, ensuring long-term reliability and a flawless finish every time.</p><ul><li><strong>Automatic Assist:</strong> Engaging axle reduces push effort by 50%, ideal for vertical joints and long shifts.</li><li><strong>Precision Metering:</strong> Adjustable compound regulation for consistent, high-quality finishing.</li><li><strong>Rugged Billet Build:</strong> Hand-made construction with premium materials for extreme job site durability.</li><li><strong>Enhanced Reliability:</strong> New door plate wiper resists expansion and deterioration for longer service intervals.</li><li><strong>Available Sizes:</strong> 8"" (8FFBA), 10"" (10FFBA), 12"" (12FFBA), and 14"" (14FFBA).</li></ul>","Columbia Automatic Assist Flat Box (8""–14"") for effortless, professional drywall finishing. Reduces push effort by 50% with precision mud metering.",Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,10FFBA,10FFBA,"Columbia 10"" Automatic Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,12FFBA,12FFBA,"Columbia 12"" Automatic Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,14FFBA,14FFBA,"Columbia 14"" Automatic Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,8FFBA,8FFBA,"Columbia 8"" Automatic Assist Drywall Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variable,COL-GN,COL-GN,Columbia Gooseneck,"<p>The Columbia Gooseneck is a professional-grade stainless steel attachment designed for efficient compound transfer from your loading pump to an automatic taper. Available in standard and Tallboy configurations, these goosenecks feature rubber covers on the horseshoe to protect your taper's finish during filling. Engineered for high-volume production, they provide a secure, leak-free connection and long-term resistance to corrosion.</p><ul><li><strong>Taper Protection:</strong> Integrated rubber horseshoe covers prevent damage to automatic tapers during refills.</li><li><strong>Heavy-Duty Stainless Steel:</strong> Built for extreme durability and long-term rust resistance.</li><li><strong>High-Flow Design:</strong> Optimized for rapid, mess-free compound transfer.</li><li><strong>Available Models:</strong> Standard Gooseneck (GN) and Tall Boy Gooseneck (TBGN).</li><li><strong>Canadian Quality:</strong> Machined in Canada using premium U.S. materials.</li></ul>","Columbia Stainless Steel Gooseneck (Standard or Tall Boy) for efficient, protective automatic taper filling. Features rubber horseshoe covers.",Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,variation,GN,GN,Columbia Gooseneck,,,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,variation,TBGN,TBGN,Columbia Tall Boy Gooseneck,,,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,variable,COL-ITFB,COL-ITFB,Columbia Inside Track Fat Boy Flat Box,"<p>The Columbia Inside Track Fat Boy Flat Box is a high-capacity tool engineered for specialized finishing in tight areas, such as corner bead, butt joints, and around ceiling pot lights. Available in 8"", 10"", and 12"" widths, the Inside Track design holds 30% more compound than standard boxes, reducing trips to the pump. These boxes are compatible with all leading flat box brake handles and feature a quick-clean design that allows access to the interior without removing the pressure plate. Hand-made from U.S. billet aluminum and steel, they are the professional choice for tricky architectural areas.</p><ul><li><strong>Specialized Geometry:</strong> Inside Track design makes finishing bead and pot light areas simpler and faster.</li><li><strong>30% More Capacity:</strong> Fat Boy reservoir reduces refill downtime and increases daily output.</li><li><strong>Quick Clean:</strong> Convenient access for easy cleaning without full disassembly.</li><li><strong>Universal Handle Fit:</strong> Compatible with all major drywall flat box finisher brake handles.</li><li><strong>Available Sizes:</strong> 8"" (8ITFB), 10"" (10ITFB), and 12"" (12ITFB).</li></ul>","Columbia Inside Track Fat Boy Flat Box (8""–12"") with 30% more capacity. Optimized for bead, pot lights, and tricky finishing areas.",Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,10ITFB,10ITFB,"Columbia 10"" Inside Track Fat Boy Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,12ITFB,12ITFB,"Columbia 12"" Inside Track Fat Boy Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variation,8ITFB,8ITFB,"Columbia 8"" Inside Track Fat Boy Flat Box",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,variable,COL-NS,COL-NS,Columbia Nailspotter,"<p>The Columbia Nailspotter is a professional-grade tool designed to automate the finishing of fastener heads with speed and precision. Available in 2"" and 3"" widths, these spotters feature a lightweight billet aluminum construction and an adjustable thumb screw for fine-tuning swivel tension. Unique to the Columbia design is the option to utilize wheels for smooth tracking or the traditional skid plate for standard operation. Engineered for high-volume production, the Columbia Nailspotter is widely regarded as the most efficient and versatile spotter on the market.</p><ul><li><strong>Dual Tracking Options:</strong> Choose between wheels for low-friction movement or a traditional skid plate.</li><li><strong>Swivel Control:</strong> Easy-to-adjust thumb screw allows for precise tensioning of the tool head.</li><li><strong>Lightweight Billet:</strong> Constructed from premium aluminum for reduced operator fatigue and extreme durability.</li><li><strong>Professional Finish:</strong> Fills and wipes fastener heads in a single, clean pass.</li><li><strong>Available Sizes:</strong> 2"" (2NS) and 3"" (3NS).</li></ul>","Premium Columbia Nailspotter (2"" or 3"") with optional wheel tracking and adjustable swivel tension. Professional-grade billet aluminum construction.",Drywall Finishing Tools > Columbia Taping Tools > Spotters
Columbia Taping Tools,variation,2NS,2NS,"Columbia 2"" Nailspotter",,,Drywall Finishing Tools > Columbia Taping Tools > Spotters
Columbia Taping Tools,variation,3NS,3NS,"Columbia 3"" Nailspotter",,,Drywall Finishing Tools > Columbia Taping Tools > Spotters
Columbia Taping Tools,variable,COL-SB2,COL-SB2,Columbia Replacement Blade for Tomahawk Smoothing Blade,"<p>The Columbia Replacement Blade for Tomahawk Smoothing Blades ensures your premium skimming tools maintain factory-standard performance. These interchangeable blades are crafted from professional-grade stainless steel, providing the perfect flex for wiping down tape or achieving high-quality wall and ceiling finishes. Available in a full range of widths from 7"" to 32"", these blades allow you to keep the durable Tomahawk body and simply replace the blade when it becomes worn or damaged.</p><ul><li><strong>Stainless Steel Performance:</strong> High-grade steel provides optimal flex and resistance to abrasion.</li><li><strong>Interchangeable Design:</strong> Easily switch out blades to maintain a sharp, clean finish.</li><li><strong>Cost-Efficient:</strong> Keep the premium billet aluminum body and only replace the wearing component.</li><li><strong>Available Sizes:</strong> 7"" (SB27), 12"" (SB212), 14"" (SB214), 18"" (SB218), 24"" (SB224), and 32"" (SB232).</li><li><strong>Precision Machined:</strong> Manufactured in Canada to match the exact specifications of the Tomahawk series.</li></ul>","Premium Stainless Steel replacement blades for Columbia Tomahawk Smoothing Blades. Available in widths from 7"" to 32"".",Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SB212,SB212,"Columbia Replacement 12"" Blade for Tomahawk",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SB214,SB214,"Columbia Replacement 14"" Blade for Tomahawk",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SB218,SB218,"Columbia Replacement 18"" Blade for Tomahawk",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SB224,SB224,"Columbia Replacement 24"" Blade for Tomahawk",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SB232,SB232,"Columbia Replacement 32"" Blade for Tomahawk",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SB27,SB27,"Columbia Replacement 7"" Blade for Tomahawk",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variable,COL-SF,COL-SF,Columbia Standard Corner Flusher,"<p>Columbia Standard Corner Flushers represent a professional advancement in angle finishing, designed to deliver a flawless, ready-to-paint finish. Available in 2.5"", 3"", and 3.5"" widths, each unit is hand-ground and checked on a granite plate to ensure absolute precision. These flushers are built from high-grade U.S. aluminum and steel, offering extreme durability for daily use. Every unit comes standard with wheels for low-friction movement and includes an Allen key for those who prefer to operate without them.</p><ul><li><strong>Precision Hand-Ground:</strong> Individually verified on a granite plate for perfect corner geometry.</li><li><strong>Ready-to-Paint Finish:</strong> Engineered to smooth joint compound with zero drag for professional results.</li><li><strong>Fluid Movement:</strong> Integrated wheels provide a smooth glide across walls and ceilings.</li><li><strong>Rugged Build:</strong> Hand-made from U.S. billet aluminum and steel, machined in Canada.</li><li><strong>Available Sizes:</strong> 2.5"" (25SF), 3"" (3SF), and 3.5"" (35SF).</li></ul>","Columbia Standard Corner Flusher (2.5""–3.5"") hand-ground for precision. Features integrated wheels for a smooth, ready-to-paint internal corner finish.",Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,variation,25SF,25SF,"Columbia 2.5"" Standard Corner Flusher",,,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,variation,35SF,35SF,"Columbia 3.5"" Standard Corner Flusher",,,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,variation,3SF,3SF,"Columbia 3"" Standard Corner Flusher",,,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,variable,COL-SSB,COL-SSB,Columbia Sabre Smoothing Blade,"<p>The Columbia Sabre Smoothing Blade is a lightweight, high-performance skimming tool designed for professional drywall finishers. Featuring a high-quality plastic body that is approximately 60% lighter than traditional billet aluminum models, the Sabre offers superior maneuverability and control without compromising on finish quality. Available in a comprehensive range of sizes from 7"" to 48"", it utilizes a hardened stainless steel blade with rounded anti-trace edges to deliver flawlessly smooth surfaces. Whether used by hand or with an extension pole via the Sabre Claw adapter, the Sabre provides an ergonomic and affordable solution for large-scale finishing projects.</p><ul><li><strong>Ultra-Lightweight Design:</strong> 60% lighter than aluminum blades to significantly reduce operator fatigue.</li><li><strong>Precision Finish:</strong> Hardened stainless steel blade with Bi-Flex technology for enhanced control.</li><li><strong>Anti-Trace Edges:</strong> Rounded corners minimize lines and imperfections during skimming.</li><li><strong>Versatile Range:</strong> Available in 10 sizes: 7"", 10"", 12"", 14"", 16"", 18"", 24"", 32"", 40"", and 48"".</li><li><strong>Flexible Use:</strong> Compatible with manual use or extension poles via the Sabre Claw (SBC) adapter.</li></ul>","Lightweight Columbia Sabre Smoothing Blade (7""–48"") with hardened stainless steel and anti-trace edges for professional, fatigue-free skimming.",Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SSB10,SSB10,"Columbia 10"" Sabre Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SSB12,SSB12,"Columbia 12"" Sabre Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SSB14,SSB14,"Columbia 14"" Sabre Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SSB16,SSB16,"Columbia 16"" Sabre Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SSB18,SSB18,"Columbia 18"" Sabre Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SSB24,SSB24,"Columbia 24"" Sabre Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SSB40,SSB40,"Columbia 40"" Sabre Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SSB48,SSB48,"Columbia 48"" Sabre Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,SSB7,SSB7,"Columbia 7"" Sabre Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variable,COL-TSB,COL-TSB,Columbia Tomahawk Smoothing Blade,"<p>The Columbia Tomahawk Smoothing Blade is the most durable skimming tool on the market, engineered for professional contractors who demand stability and precision. Machined from solid U.S. billet aluminum, the Tomahawk features an interchangeable stainless steel blade system that eliminates the risk of snapping under pressure. Available in 9 sizes from 7"" to 48"", these blades integrate with standard flat box handles or the Columbia One handle via the Tomalock adapter. This system provides unmatched stability and allows for precise adjustments to the angle of attack while in motion, delivering a superior, paint-ready finish.</p><ul><li><strong>Billet Aluminum Body:</strong> Solid construction for maximum stability and long-term durability.</li><li><strong>Interchangeable Blades:</strong> Replace only the stainless steel blade when worn, extending the life of the tool body.</li><li><strong>High-Stability Control:</strong> Compatible with flat box handles for superior leverage and angle adjustment.</li><li><strong>Versatile Range:</strong> Available in sizes: 7"", 10"", 12"", 14"", 18"", 24"", 32"", 40"", and 48"".</li><li><strong>Canadian Precision:</strong> Machined in Columbia's state-of-the-art facility for guaranteed performance.</li></ul>","Professional Columbia Tomahawk Smoothing Blade (7""–48"") featuring a solid billet aluminum body and interchangeable stainless steel blades for superior skimming.",Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,TSB10,TSB10,"Columbia 10"" Tomahawk Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,TSB12,TSB12,"Columbia 12"" Tomahawk Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,TSB18,TSB18,"Columbia 18"" Tomahawk Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,TSB24,TSB24,"Columbia 24"" Tomahawk Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,TSB32,TSB32,"Columbia 32"" Tomahawk Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,TSB40,TSB40,"Columbia 40"" Tomahawk Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,variation,TSB7,TSB7,"Columbia 7"" Tomahawk Smoothing Blade",,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Platinum Drywall Tools,variable,PT-BH,PT-BH,Platinum Flat Box Handle,"<p>The Platinum Flat Box Handle series delivers precise control and leverage for professional drywall finishing. Constructed from high-strength, lightweight anodized aluminum, these handles are optimized for a variety of tasks including wall work, closets, and ceiling applications. The integrated braking system provides responsive, consistent adjustment of the box angle, ensuring uniform compound application and clean joints. Available in fixed lengths of 34"", 42"", and 54"", these handles are designed for universal compatibility with most major industry flat boxes.</p><ul><li><strong>Lightweight Aluminum:</strong> High-strength anodized frame reduces operator fatigue during long shifts.</li><li><strong>Responsive Braking:</strong> Precise control over flat box positioning for consistent mud application.</li><li><strong>Ergonomic Grip:</strong> Adjustable handle grip accommodates various hand sizes for improved leverage.</li><li><strong>Universal Compatibility:</strong> Fits seamlessly with all major industry-standard flat finishing boxes.</li><li><strong>Available Lengths:</strong> 34"" (PT-BH34), 42"" (PT-BH42), and 54"" (PT-BH54).</li></ul>","Professional Platinum Flat Box Handle (34""–54"") with responsive braking and lightweight anodized aluminum construction for superior control.",Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes
Platinum Drywall Tools,variation,PT-BH34,PT-BH34,"Platinum 34"" Flat Box Handle (PT-BH34)",,,Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes
Platinum Drywall Tools,variation,PT-BH42,PT-BH42,"Platinum 42"" Flat Box Handle (PT-BH42)",,,Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes
Platinum Drywall Tools,variation,PT-BH54,PT-BH54,"Platinum 54"" Flat Box Handle (PT-BH54)",,,Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes
Platinum Drywall Tools,variable,PT-CF,PT-CF,Platinum Angle Head Corner Finisher with Wheels,"<p>The Platinum Angle Head Corner Finisher streamlines internal corner finishing by simultaneously applying and feathering joint compound on both sides of a 90-degree corner. Available in 2.5"", 3"", and 3.5"" widths, these finishers feature a durable high-grade cast aluminum body and an integrated wheel system that ensures fluid, low-drag movement. Engineered for high-volume job sites, they eliminate repetitive manual passes and provide a sharp, uniform edge that requires minimal sanding. These units integrate seamlessly with standard corner rollers, boxes, and angle head handles.</p><ul><li><strong>Precision Corner Finishing:</strong> Simultaneously coats and feathers both sides for a clean, professional edge.</li><li><strong>Low-Friction Wheels:</strong> Integrated wheel system ensures smooth operation and reduces operator fatigue.</li><li><strong>Cast Aluminum Body:</strong> High-grade construction provides long-term site reliability and durability.</li><li><strong>System Compatibility:</strong> Works with standard industry corner rollers and applicator handles.</li><li><strong>Available Sizes:</strong> 2.5"" (PT-CF2.5), 3"" (PT-3CF), and 3.5"" (PT-CF3.5).</li></ul>","Platinum Angle Head Corner Finisher (2.5""–3.5"") with integrated wheels for smooth, single-pass internal corner feathering. Durable cast aluminum build.",Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools
Platinum Drywall Tools,variation,PT-3CF,PT-3CF,"Platinum 3"" Angle Head Corner Finisher with Wheels (PT-3CF)",,,Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools
Platinum Drywall Tools,variation,PT-CF2.5,PT-CF2.5,"Platinum 2.5"" Angle Head with Wheels (PT-CF2.5)",,,Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools
Platinum Drywall Tools,variation,PT-CF3.5,PT-CF3.5,"Platinum 3.5"" Angle Head Corner Finisher with Wheels (PT-CF3.5)",,,Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools
Platinum Drywall Tools,variable,PT-CT,PT-CT,Platinum Compound Tube,"<p>The Platinum Compound Tube series offers a high-capacity, semi-automatic delivery system for joint compound on drywall seams and corners. Functioning as a precision syringe, these tubes enable rapid loading directly from compound buckets, eliminating manual pan-and-knife labor while ensuring uniform material distribution. Available in 24"", 36"", and 42"" lengths, they provide the perfect balance of mud capacity and maneuverability for various job site conditions. Constructed from high-grade materials for daily professional use, they accept a wide range of applicator heads for both flat and corner finishing.</p><ul><li><strong>Rapid Loading:</strong> Efficient suction system allows for fast, clean refills directly from compound containers.</li><li><strong>High-Efficiency Output:</strong> Delivers a consistent ribbon of compound to accelerate finishing workflows.</li><li><strong>Modular Design:</strong> Compatible with various applicator heads for maximum job site versatility.</li><li><strong>Durable Construction:</strong> Engineered to withstand heavy-duty use in professional environments.</li><li><strong>Available Lengths:</strong> 24"" (PT-CT24), 36"" (PT-CT36), and 42"" (PT-CT42).</li></ul>","High-capacity Platinum Compound Tube (24""–42"") for rapid, precise mud application. Semi-automatic syringe-style design compatible with multiple applicator heads.",Drywall Finishing Tools > Platinum Drywall Tools > Repair Kits & Parts
Platinum Drywall Tools,variation,PT-CT24,PT-CT24,"Platinum 24"" Compound Tube (PT-CT24)",,,Drywall Finishing Tools > Platinum Drywall Tools > Repair Kits & Parts
Platinum Drywall Tools,variation,PT-CT36,PT-CT36,"Platinum 36"" Compound Tube (PT-CT36)",,,Drywall Finishing Tools > Platinum Drywall Tools > Repair Kits & Parts
Platinum Drywall Tools,variation,PT-CT42,PT-CT42,"Platinum 42"" Compound Tube (PT-CT42)",,,Drywall Finishing Tools > Platinum Drywall Tools > Repair Kits & Parts
Platinum Drywall Tools,variable,PT-FB,PT-FB,Platinum Flat Finishing Box,"<p>The Platinum Flat Finishing Box series automates joint compound application and edge feathering on flat and butt joints in a single pass. Available in 8"", 10"", 12"", and 14"" widths, these boxes are designed for high-output professional environments. Featuring a pivoting axle that maintains constant contact with the wall and an integrated crown adjustment dial, they provide a uniform, paint-ready surface with minimal effort. Built with high-grade materials to withstand the rigors of daily job site use, Platinum Flat Boxes significantly reduce manual labor and sanding time.</p><ul><li><strong>One-Pass Finishing:</strong> Simultaneously dispenses compound and feathers edges for professional results.</li><li><strong>Adjustable Crown Control:</strong> Dedicated dial allows for precise thickness regulation based on coat requirements.</li><li><strong>Pivoting Axle:</strong> Ensures smooth operation and consistent mud flow on uneven drywall surfaces.</li><li><strong>Rugged Construction:</strong> Built for long-term durability in high-volume professional settings.</li><li><strong>Available Sizes:</strong> 8"" (PT-8FB), 10"" (PT-10FB), 12"" (PT-FB12), and 14"" (PT-14FB).</li></ul>","Professional Platinum Flat Finishing Box (8""–14"") with pivoting axle and adjustable crown control for efficient, paint-ready joint finishing.",Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes
Platinum Drywall Tools,variation,PT-10FB,PT-10FB,"Platinum 10"" Flat Finishing Box (PT-10FB)",,,Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes
Platinum Drywall Tools,variation,PT-14FB,PT-14FB,"Platinum 14"" Flat Finishing Box (PT-14FB)",,,Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes
Platinum Drywall Tools,variation,PT-8FB,PT-8FB,"Platinum 8"" Flat Finishing Box (PT-8FB)",,,Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes
Platinum Drywall Tools,variation,PT-FB12,PT-FB12,"Platinum 12"" Flat Finishing Box (PT-FB12)",,,Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes
