"sku","name","brand","description","features","price","image"
"CFB77","Columbia 7"" Angle Box Door Gasket","Columbia Tools","Columbia 7"" Angle Box Door Gasket","Columbia 7"" Angle Box Door Gasket","","scraped_results\images\CFB77_0.webp"
"14FFBA","Columbia 14"" Automatic Assist Drywall Flat Box","Columbia Taping Tools","The Columbia 14"" Automatic Assist Drywall Flat Box features a precision spring-loaded compound chamber that actively reduces operator effort while delivering consistent, flawless finishes on wide flat joints. The widest automatic-assist flat box available, it is built for maximum productivity on high-volume projects and backed by a 5-year manufacturer warranty.","Columbia Taping Tools 8"" Automatic Assist Drywall Flat Finisher Box features precision joint compound metering adjustment for top quality finish surfaces on drywall butt joints and flat seams. Integrated door axle and pressure plate system allows smooth, easy operation and quick access for easy cleanup! New, ultra-reliable door plate wiper resists expansion or deterioration, for long-term ease of operation and greater reliability. | 8"" Automatic Assist Drywall Flat Finisher Box by Columbia Taping Tools has a new and improved spring pressure assist that requires far less manual pushing to dispense compound. Save time and reduce fatigue by letting the tool do more of the work. | Spring assisted with an improved wiper on the pressure plate, combined with a smooth pivoting hinge axle, making this one of the easiest drywall flat finisher boxes to operate. Columbia features a handy finger pull on the pressure door that makes fill-ups quicker and easier","438.01","https://drywalltoolbox.com/brands/Columbia/14ffba.webp"
"8FBBA","Columbia 8"" Fat Boy Automatic Assist Drywall Flat Box","Columbia Taping Tools","The Columbia Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamberrequiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations.","Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamber requiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations. | Features: | Available in 8″, 10″, 12″ & 14″ regular and 8″, 10″ & 12″ Fat Boy sizes | Engaging axel creates pressure on mud release | Over 50% easier to push | Great for vertical flats | Bead wheel protects axel from wear while running box on bead | Hand made from U.S. billet aluminum and steel components | Machined in our state of the art facility in Canada","481.27","https://drywalltoolbox.com/brands/Columbia/8fbba.webp"
"IA90","Columbia Inside 90 Degree Mud Head","Columbia Taping Tools","Columbia's Inside 90 Degree Mud Headhas proportionate grooves give you a consistent mud distribution on the wall and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes this Mud Heads the best on the market. Comes with a nozzle that will fit Better-Than-Ever compound tubes.","Proportionate grooves give you a consistent mud distribution on the 90 degree inside angle and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market. | Features: | Available in Inside 90° angle | Quick release clip | Channeled grooves for evenly dispersed mud and controlled flow | Long lasting, durable and strong | Machined using top quality Ultra High Molecular Weight materials | Machined in our state of the art facility in Canada","91.93","https://drywalltoolbox.com/brands/Columbia/ia90.webp"
"AHA","Columbia Angle Head Ball Adapter","Columbia Taping Tools","The Columbia AHA Ball Adaptor fits onto the Columbia One Handle to allow it to be used as a glazing handle.","Columbia Angle Head Ball Holder Release Clip","24.87","https://drywalltoolbox.com/brands/Columbia/aha.webp"
"AH4","Angle Head Side Blade","Columbia Taping Tools","AH4 - Angle Head Side Blade","Columbia Angle Head Side Blade","","https://drywalltoolbox.com/brands/Columbia/ah4.webp"
"BH4","Flat Box Handle Lower Brake Lever","Columbia Taping Tools","Flat Box Handle Lower Brake Lever - BH4","Columbia Lower Brake Lever","","https://drywalltoolbox.com/brands/Columbia/bh4.webp"
"CBNCR","Columbia Outside Bullnose Corner Roller","Columbia Taping Tools","Columbia Outside Bullnose Drywall Bead Corner Roller is used to imbed outside bullnose corner bead. It fits on your standard corner roller handle.","Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster. | Features: | Available in Standard, Bullnose, Wide and Micro (European) | Hand made from U.S. aluminum and steel components | Machined in our state of the art facility in Canada","86.52","https://drywalltoolbox.com/brands/Columbia/cbncr.webp"
"PDDM","Columbia Phantom Dustless Pole Sander","Columbia Taping Tools","The Columbia Phantom DDM Sander incorporates all of the industries preferred functionality in a beautifully machine billet body. This commercial grade dustless sander works with any vacuum with a 1.5"" inlet and collects 99% of dust! The Phantom comes with the all billet aluminum sanding head, the 30 ft hose, and the extendible (26"" to 46"") pole.","The Columbia Phantom DDM Sander incorporates all of the industries preferred functionality in a beautifully machine billet body. This commercial grade dustless sander works with any vacuum with a 1.5″ inlet and collects 99% of dust! The Phantom comes with the all billet aluminum sanding head, the 30 ft hose, and the extendible (26″ to 46″) pole. | Features: | All billet aluminum head | Handle adaptor rotates 360 | Comes with 30 ft hose | Comes with extendible (26″ to 46″) handle | Billet machined in our state of the art facility in Canada","410.97","https://drywalltoolbox.com/brands/Columbia/pddm.webp"
"CTA107","Columbia Piston Assembly for Taper","Columbia Tools","Columbia Piston Assembly for Taper","Columbia Piston Assembly for Taper","","scraped_results\images\CTA107_0.webp"
"HMP","Columbia Hot Mud Pump","Columbia Taping Tools","The Columbia Loading Pump is designed to be cleaned out very easily. There are 2 stainless buckles that hold the main cylinder to the head of the head of the pump that allow you to remove it quickly for easy cleanup. This allows you to run fast setting joint compound through this pump.","Columbia Predator Hot Mud Pump","410.97","https://drywalltoolbox.com/brands/Columbia/hmp.webp"
"CT-99","Removable Cover Plate Pin","Columbia Taping Tools","Removable Cover Plate Pin - CT99","Columbia Removable Cover Plate Pin","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"SAT","Columbia Semi Auto Taper Drywall Taping Tool","Columbia Taping Tools","Columbia Semi Auto Taperor ""Bucket Taper"" allows you to apply a specific amount of compound to a large volume of tape. No additional tools needed. Simply attach the Columbia Semi-Automatic Taper to a 5-Gallon bucket of compound and pull the tape through it. Very simple to use and even a beginner can use it with very little effort. It’s a great little tool for even the professionals that are doing smaller jobs and do not want to pull out their automatic taper.","The Semi-Automatic Taper or “Bucket Taper” allows users to apply a specific amount of compound to a large volume of tape. It has a tape spool with brake to cut down on operator fatigue. Columbia’s semi automatic taper is easy to use, durable and has laser engraved instruction on the door. | Features: | Tape spool with brake to control tape dispensing | Hand made from U.S. billet aluminum and steel components | Machined in our state of the art facility in Canada","243.34","https://drywalltoolbox.com/brands/Columbia/sat.webp"
"CT-119","Spool Retaining Spring","Columbia Taping Tools","Spool Retaining Spring - CT119","Columbia Spool Retaining Spring","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"TBGN","Columbia Tall Boy Gooseneck","Columbia Taping Tools","The Columbia Tall Boy Gooseneck works with the Columbia Tall Boy Pump and the TapeTech Extra Long Pump's. It is used to fill the automatic taper.","Available in our regular and Tallboy, these stainless steel attachments are tough and effective. Rubber covers on the horseshoe protect your taper while being filled. | Features: | Tig welded stainless steel | Rubber coated horseshoe | Hand made from U.S. billet aluminum and steel components | Machined in our state of the art facility in Canada","146.00","https://drywalltoolbox.com/brands/Columbia/tbgn.webp"
"50163-A","Taper Chain Tension & Guide Bracket","Columbia Taping Tools","Taper Chain Tension & Guide Bracket - CT31","Columbia Taper Chain Tension & Guide Bracket","","https://drywalltoolbox.com/brands/Columbia/50163-a.webp"
"CT-88","Taper Clutch Release Rod","Columbia Taping Tools","Taper Clutch Release Rod - CT88","Columbia Taper Clutch Release Rod","","https://drywalltoolbox.com/brands/Columbia/ct-88.webp"
"CT-085","Taper Clutch Release Shaft","Columbia Taping Tools","Taper Clutch Release Shaft - CT85","Columbia Taper Clutch Release Shaft","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT47","Columbia Taper Crimping Wheel","Columbia Tools","Columbia Taper Crimping Wheel","Columbia Taper Crimping Wheel","","scraped_results\images\CT47_0.webp"
"CT-5","Taper Right Wafer Bushing - CT5","Columbia Taping Tools","Taper Right Wafer Bushing - CT5","Columbia Taper Crimping Wheel Bushing","","https://drywalltoolbox.com/brands/Columbia/ct-5.webp"
"058126F-A","Columbia Taper Drive Chain","Columbia Taping Tools","Columbia Taper Drive Chain - CT78","Columbia Taper Drive Chain","","https://drywalltoolbox.com/brands/Columbia/058126f-a.webp"
"CT-77","Taper Drive Sprocket Large","Columbia Taping Tools","Taper Drive Sprocket Large - CT77","Columbia Taper Drive Sprocket Large","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT-3A","Columbia Taper Left Insert Bushing - CT3A","Columbia Taping Tools","Columbia Taper Left Insert Bushing - CT3A","Columbia Taper Insert Bushing","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT39","Taper Knife Return Spring","Columbia Taping Tools","Taper Knife Return Spring - CT39","Columbia Taper Knife Return Spring","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT-92A","Taper L Clip","Columbia Taping Tools","Taper L Clip - CT92A","Columbia Taper L Clip","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT-6","Taper Side Plate Right - CT6","Columbia Taping Tools","Taper Side Plate Right - CT6","Columbia Taper Mud Shut Off Gasket","","https://drywalltoolbox.com/brands/Columbia/ct-6.webp"
"CT-29","Taper Nylatron Chain Roller","Columbia Taping Tools","Taper Nylatron Chain Roller - CT29","Columbia Taper Nylatron Chain Roller (Left)","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT-67","Columbia Taper Ratchet Gear","Columbia Taping Tools","Columbia Taper Ratchet Gear - CT67","Columbia Taper Ratchet Gear","","https://drywalltoolbox.com/brands/Columbia/ct-67.webp"
"CT89","Columbia Taper Release Rod Sleeve","Columbia Tools","Columbia Taper Release Rod Sleeve","Columbia Taper Release Rod Sleeve","","scraped_results\images\CT89_0.webp"
"CT-5","Taper Right Wafer Bushing - CT5","Columbia Taping Tools","Taper Right Wafer Bushing - CT5","Columbia Taper Right Wafer Bushing","","https://drywalltoolbox.com/brands/Columbia/ct-5.webp"
"CT-28","CT28 - Taper Roller Bushing","Columbia Taping Tools","CT28 - Taper Roller Bushing","Columbia Taper Roller Bushing","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT-53","Taper Toe Kicker","Columbia Taping Tools","Taper Toe Kicker - CT53","Columbia Taper Toe Kicker","","https://drywalltoolbox.com/brands/Columbia/ct-53.webp"
"CLTHA","Columbia Tomalock Smoothing Blade Adaptor Tomahawk Handle","Columbia Taping Tools","The Columbia Tomalock is a handle adapter used with the Tomahawk set of Smoothing Blades. With no plastic pieces, the Tomalock doesn't snap under pressure or the weight of the larger blades. This also increases stability. The quick-release allows you to easily and steadily adjust the angle of attack. The ColumbiaTomahawk combined the Tomalock and the Columbia One Handle (Sold separately)will change what the industry expects from a professional grade Smoothing Blade.","The Columbia Tomalock is a handle adapter used with the Tomahawk set of Smoothing Blades. With no plastic pieces, the Tomalock doesn’t snap under pressure or the weight of the larger blades. This also increases the stability. The quick release allows you to easily and steadily adjust the angle of attack. The Columbia Tomahawk, combined the Tomalock and the Columbia One Handle, will change what the industry expects from a professional grade Smoothing Blade. | Features: | Handle adaptor that allows the user to utilize the Columbia One Handle system with the Tomahawk Smoothing Blades | No plastic parts | Quick release allows ease of angle adjustment | Billet machined in our state of the art facility in Canada","86.52","https://drywalltoolbox.com/brands/Columbia/cltha.webp"
"C1TBPTAPER","Columbia One Predator Taper 77"" Tall Boy","Columbia Taping Tools","Tall Boy 77""Columbia One Predator Taper","Our Carbon Fiber Predator Automatic Taper is one of the latest innovations out of the Columbia workshop. The first carbon fiber taper on the market, the Predator is also the lightest and most durable. We are proud to offer our customers the next generation in top notch drywall taping tools.","1968.02","https://drywalltoolbox.com/brands/Columbia/c1tbptaper.webp"
"BH-5","Box Handle Upper Mounting Bracket - BH5","Columbia Taping Tools","Box Handle Upper Mounting Bracket - BH5","Columbia Upper Mounting Bracket (180 Grip)","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"219064-A","Columbia #10 Belleville Washer","Columbia Taping Tools","Columbia #10 Belleville Washer - FA280","Columbia #10 Belleville Washer","","https://drywalltoolbox.com/brands/Columbia/219064-a.webp"
"FA268","Columbia #10 Flat Washer","Columbia Tools","Columbia #10 Flat Washer","Columbia #10 Flat Washer","","scraped_results\images\FA268_0.webp"
"FA270","Columbia #10 X 3/4"" Fender Washer","Columbia Tools","Columbia #10 X 3/4"" Fender Washer","Columbia #10 X 3/4"" Fender Washer","","scraped_results\images\FA270_0.webp"
"FA231","Columbia #6 X 3/8"" Hex Bolt","Columbia Tools","Columbia #6 X 3/8"" Hex Bolt","Columbia #6 X 3/8"" Hex Bolt","","scraped_results\images\FA231_0.webp"
"219064-A","Columbia #10 Belleville Washer","Columbia Taping Tools","Columbia #10 Belleville Washer - FA280","Columbia #8 Belleville Washer","","https://drywalltoolbox.com/brands/Columbia/219064-a.webp"
"FA253","Columbia Taping Tools #8 Flat Washer","Columbia Taping Tools","#8 Flat Washer - FA253","Columbia #8 Flat Washer","","https://drywalltoolbox.com/brands/Columbia/fa253.webp"
"FA252","Columbia #8 Star Washer","Columbia Tools","Columbia #8 Star Washer","Columbia #8 Star Washer","","scraped_results\images\FA252_0.webp"
"FA201","Columbia 1/16"" X 3/8"" Split Pin","Columbia Tools","Columbia 1/16"" X 3/8"" Split Pin","Columbia 1/16"" X 3/8"" Split Pin","","scraped_results\images\FA201_0.webp"
"FA379","Columbia 1/4"" E-Clip for Matrix Handle","Columbia Tools","Columbia 1/4"" E-Clip for Matrix Handle","Columbia 1/4"" E-Clip for Matrix Handle","","scraped_results\images\FA379_0.webp"
"FA285","Columbia 1/4"" Plastic Washer","Columbia Tools","Columbia 1/4"" Plastic Washer","Columbia 1/4"" Plastic Washer","","scraped_results\images\FA285_0.webp"
"FA292","Columbia 1/4-20 Nyloc Jam Nut","Columbia Tools","Columbia 1/4-20 Nyloc Jam Nut","Columbia 1/4-20 Nyloc Jam Nut","","scraped_results\images\FA292_0.webp"
"FA290","Columbia 1/4-20 Nyloc Nut","Columbia Tools","Columbia 1/4-20 Nyloc Nut","Columbia 1/4-20 Nyloc Nut","","scraped_results\images\FA290_0.webp"
"FA295","Columbia 1/4-20 X 1/2"" Flat Socket","Columbia Tools","Columbia 1/4-20 X 1/2"" Flat Socket","Columbia 1/4-20 X 1/2"" Flat Socket","","scraped_results\images\FA295_0.webp"
"FA296","Columbia 1/4-20 X 1/2"" Hex Bolt","Columbia Tools","Columbia 1/4-20 X 1/2"" Hex Bolt","Columbia 1/4-20 X 1/2"" Hex Bolt","","scraped_results\images\FA296_0.webp"
"FA300","Columbia 1/4-20 X 2"" Hex Bolt","Columbia Tools","Columbia 1/4-20 X 2"" Hex Bolt","Columbia 1/4-20 X 2"" Hex Bolt","","scraped_results\images\FA300_0.webp"
"FA294","Columbia 1/4-20 X 3/8"" Socket Hd Screw","Columbia Tools","Columbia 1/4-20 X 3/8"" Socket Hd Screw","Columbia 1/4-20 X 3/8"" Socket Hd Screw","","scraped_results\images\FA294_0.webp"
"FA-298","1/4-20 X 7/8in Flat Socket","Columbia Taping Tools","1/4-20 X 7/8in Flat Socket - FA298","Columbia 1/4-20 X 7/8"" Flat Socket","","https://drywalltoolbox.com/brands/Columbia/fa-298.webp"
"FA302","1/4-28 X 1/4in Set Screw","Columbia Taping Tools","1/4-28 X 1/4in Set Screw - FA302","Columbia 1/4-28 X 1/4"" Set Screw","","https://drywalltoolbox.com/brands/Columbia/fa302.webp"
"FA380","Columbia 1/8"" E-Clip for Matrix Handle","Columbia Tools","Columbia 1/8"" E-Clip for Matrix Handle","Columbia 1/8"" E-Clip for Matrix Handle","","scraped_results\images\FA380_0.webp"
"FA225","Columbia 1/8"" X 3/8"" Special Washer","Columbia Tools","Columbia 1/8"" X 3/8"" Special Washer","Columbia 1/8"" X 3/8"" Special Washer","","scraped_results\images\FA225_0.webp"
"FA224","Columbia 1/8"" X 3/8"" Split Pin","Columbia Tools","Columbia 1/8"" X 3/8"" Split Pin","Columbia 1/8"" X 3/8"" Split Pin","","scraped_results\images\FA224_0.webp"
"10FFB","Columbia 10"" Drywall Flat Finishing Box","Columbia Taping Tools","The Columbia 10"" Drywall Flat Finishing Box is the professional standard for first-coat flat joint finishing. Featuring an easy-open door plate for fast cleanup and universal compatibility with all major handle brands, this durable, precision-built box delivers consistent, smooth compound application — backed by a 5-year manufacturer warranty.","Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamber requiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations. | Features: | Available in 8″, 10″, 12″ & 14″ regular and 8″, 10″ & 12″ Fat Boy sizes | Engaging axel creates pressure on mud release | Over 50% easier to push | Great for vertical flats | Bead wheel protects axel from wear while running box on bead | Hand made from U.S. billet aluminum and steel components | Machined in our state of the art facility in Canada","400.16","https://drywalltoolbox.com/brands/Columbia/10ffb.webp"
"10FBBA","Columbia 10"" Automatic Assist Drywall Tool Flat Box","Columbia Taping Tools","The Columbia 10"" Automatic Assist Drywall Flat Box uses a precision spring-loaded mechanism to actively assist compound delivery, significantly reducing operator effort while delivering consistent, professional-grade flat joint finishes. Built for high-volume work, it pairs with all major flat box handles and is backed by a 5-year manufacturer warranty.","Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamber requiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations. | Features: | Available in 8″, 10″, 12″ & 14″ regular and 8″, 10″ & 12″ Fat Boy sizes | Engaging axel creates pressure on mud release | Over 50% easier to push | Great for vertical flats | Bead wheel protects axel from wear while running box on bead | Hand made from U.S. billet aluminum and steel components | Machined in our state of the art facility in Canada","492.08","https://drywalltoolbox.com/brands/Columbia/10fbba.webp"
"10ITFB","Columbia 10"" Inside Track Fat Boy Flat Box","Columbia Taping Tools","The Columbia 10"" Inside Track Fat Boy Flat Box combines 30% higher mud capacity with a specialized inside-track wheel design optimized for precision butt joint finishing. Compatible with all major flat box handles and backed by a 5-year manufacturer warranty for professional-grade reliability.","High capacity Inside Track FatBoy box holds 30% more mud compound than standard flat box, for less trips back to the loading pump. Compatible with all leading brands of drywall flat box finisher brake handles, and quick clean feature allows convenient access to clean without removing pressure plate. 10"" box is excellent for applying the base coat of mud to drywall flat seams and is super effective when finishing butt joints. | Columbia Inside Track Fat Boy boxes can be run with or without springs, due to combined axle and door plate design. ""Commercial Grade"" rubber wiper resists corrosion or expansion for long, reliable service life. Columbia Fat Boys are extremely popular high capacity, top performance drywall flat finishers, and are a great choice for professional drywallers or contractors who prefer the high volume style. | Features: | Columbia 10"" Inside Track Fat Boy box is excellent for first coats on drywall flat seams and butt joints. | Wheels mounted inside side plates makes butt joint finishing easier | Perfect for the Premier/Blue user looking for a box with better quality and a similar feel | Quick, easy cleanup is possible without disassembly- no more disconnected door plates to re-position after cleaning! | Increase production and profits due additional 30% capacity for fewer trips to the pump for refilling. | Operate smoothly with or without springs, due to new combined pivot axle and door plate design. | Fits all leading drywall flat finisher box handles. | Top quality anodized finish aluminum avoids corrosion and increases reliable service time.","448.82","https://drywalltoolbox.com/brands/Columbia/10itfb.webp"
"SSB10","Columbia Sabre Smoothing Blade 10""","Columbia Taping Tools","SABRE SMOOTHING BLADE 10''","Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. | One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. | Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. | FEATURES: | 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ | Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) | Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. | Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. | High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control.","29.99","https://drywalltoolbox.com/brands/Columbia/ssb10.webp"
"CT10","Taper Crimping Arm Bushing Right","Columbia Taping Tools","Taper Crimping Arm Bushing Right - CT10","Columbia Tools is proud to launch our all-new | Columbia Taping Knives | – crafted for professionals who demand speed, precision, comfort, and durability on every job. | Stainless for the price of Carbon | Competitively priced, these stainless steel knives offer unbeatable value—comparable to the cost of carbon steel. | Key Features: | Our medium-flex | stainless steel blades | glide smoothly across the surface, delivering consistent coats and faster finishing with less fatigue. | Rubberized | comfort grip handle | is shaped to give you maximum control and minimal strain, with the most comfort. | Each handle is double-riveted to a heavy-gauge aluminum back plate | , then over molded for rugged strength and a clean, professional look. | Built with high-performance materials and field-tested design – these knives are ready to handle the toughest sites and the longest days.","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"FA273","Columbia 10-24 X 1"" Hex Bolt","Columbia Tools","Columbia 10-24 X 1"" Hex Bolt","Columbia 10-24 X 1"" Hex Bolt","","scraped_results\images\FA273_0.webp"
"FA314","Columbia 10-24 X 1-1/2 Pan Slot","Columbia Tools","Columbia 10-24 X 1-1/2 Pan Slot","Columbia 10-24 X 1-1/2 Pan Slot","","scraped_results\images\FA314_0.webp"
"FA279","Columbia 10-24 X 1-1/4in Hex Bolt","Columbia Tools","Columbia 10-24 X 1-1/4in Hex Bolt","Columbia 10-24 X 1-1/4in Hex Bolt","","scraped_results\images\FA279_0.webp"
"FA312","Columbia 10-24 X 1/4"" Set Screw","Columbia Tools","Columbia 10-24 X 1/4"" Set Screw","Columbia 10-24 X 1/4"" Set Screw","","scraped_results\images\FA312_0.webp"
"FA275","Columbia 10-24 X 3/4"" Hex Bolt","Columbia Tools","Columbia 10-24 X 3/4"" Hex Bolt","Columbia 10-24 X 3/4"" Hex Bolt","","scraped_results\images\FA275_0.webp"
"FA274","Columbia 10-24 X 3/8"" Socket Hd Screw","Columbia Tools","Columbia 10-24 X 3/8"" Socket Hd Screw","Columbia 10-24 X 3/8"" Socket Hd Screw","","scraped_results\images\FA274_0.webp"
"FA276","Columbia 10-24 X 7/8 Pan Head Screw","Columbia Tools","Columbia 10-24 X 7/8 Pan Head Screw","Columbia 10-24 X 7/8 Pan Head Screw","","scraped_results\images\FA276_0.webp"
"FA281","Columbia 10-32 X Nyloc Jam Nut-2 per pack","Columbia Tools","Columbia 10-32 X Nyloc Jam Nut-2 per pack","Columbia 10-32 X Nyloc Jam Nut-2 per pack","","scraped_results\images\FA281_0.webp"
"10ITFB","Columbia 10"" Inside Track Fat Boy Flat Box","Columbia Taping Tools","The Columbia 10"" Inside Track Fat Boy Flat Box combines 30% higher mud capacity with a specialized inside-track wheel design optimized for precision butt joint finishing. Compatible with all major flat box handles and backed by a 5-year manufacturer warranty for professional-grade reliability.","Premier/Blue flat box users have long known the advantage of inside wheels for quickly finishing butt joints. The inside wheels allow for quick multi-coating of butts because the wheels do not track into the split finish. The Inside Track boxes are ideal for any contractor looking for an advantage on butt joints, or anyone converting from Premier/Blue style tools. | High capacity Inside Track FatBoy box holds 30% more mud compound than standard flat box, for less trips back to the loading pump. Compatible with all leading brands of drywall flat box finisher brake handles, and quick clean feature allows convenient access to clean without removing pressure plate. 12"" box is excellent for applying finish coat of mud to drywall flat seams and is super effective when finishing butt joints. | Columbia Inside Track Fat Boy boxes can be run with or without springs, due to combined axle and door plate design. ""Commercial Grade"" rubber wiper resists corrosion or expansion for long, reliable service life. Columbia Fat Boys are extremely popular high capacity, top performance drywall flat finishers, and are a great choice for professional drywallers or contractors who prefer the high volume style. | Features: | Columbia 12"" Inside Track Fat Boy box is excellent for finish coats on drywall flat seams and butt joints. | Increase production and profits due additional 30% capacity for fewer trips to the pump for refilling. | Wheels mounted inside side plates make finishing butt joints quicker and easier | Fits all leading drywall flat finisher box handles. | Quick, easy cleanup is possible without disassembly- no more disconnected door plates to re-position after cleaning! | Operate smoothly with or without springs, due to new combined pivot axle and door plate design. | Top quality anodized finish aluminum avoids corrosion and increases reliable service time. | 5-Year Columbia Taping Tool Manufacturer's Warranty","448.82","https://drywalltoolbox.com/brands/Columbia/10itfb.webp"
"SSB12","Columbia Sabre Smoothing Blade 12""","Columbia Taping Tools","SABRE SMOOTHING BLADE 12""","Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. | One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. | Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. | FEATURES: | 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ | Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) | Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. | Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. | High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control.","31.99","https://drywalltoolbox.com/brands/Columbia/ssb12.webp"
