brand,wc_row_number,wc_type,wc_sku,wc_mpn,wc_parent,wc_name,wc_short_description_empty,wc_description_empty,wc_categories,wc_images_count,reference_match_status,reference_model,reference_name,reference_section,reference_page,reference_source,reference_url,reference_category,part_reference_name,part_reference_price,proposed_name,proposed_short_description,proposed_description,proposed_categories,proposed_images,can_update_name,can_update_short_description,can_update_description,can_update_categories,can_update_images,priority,optimization_reasons,notes
Columbia Taping Tools,116,variation,6BH,6BH,COL-BH,"Columbia 180-Grip Flat Box Handle - Columbia Taping Tools, 72",1,1,,1,matched_by_embedded_model,FLAT-BOX-HANDLE,Columbia Flat Box Handle,,,Columbia catalog structure / columbiatools.com source pages,,,,,,,,,,0,0,0,0,0,matched_no_auto_update,,"Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page; reference match is family/context level, not an exact SKU/MPN row match; Embedded model code is evidence only; no automatic parent/family rewrite applied"
Columbia Taping Tools,117,variation,7CFB,7CFB,COL-CFB,"Columbia Throttle Box - Columbia Taping Tools, 7",1,1,,1,matched_by_mpn,7CFB,"Columbia 7"" Throttle Box (7CFB)",Corner Tools,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/corner-boxes/7-inch-throttle-box/,Drywall Finishing Tools > Columbia Taping Tools > Corner Tools > Corner Tools > Throttle Box,,,"Columbia 7"" Throttle Box (7CFB)",,,Drywall Finishing Tools > Columbia Taping Tools > Corner Tools > Corner Tools > Throttle Box,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-7-inch-throttle-box-7CFB-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-7-inch-throttle-box-7CFB-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-7-inch-throttle-box-7CFB-03.webp",0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,118,variation,8CFB,8CFB,COL-CFB,"Columbia Throttle Box - Columbia Taping Tools, 8",1,1,,1,matched_by_mpn,8CFB,"Columbia 8"" Throttle Box (8CFB)",Corner Tools,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/corner-boxes/8-throttle-box/,Drywall Finishing Tools > Columbia Taping Tools > Corner Tools > Corner Tools > Throttle Box,,,"Columbia 8"" Throttle Box (8CFB)",,,Drywall Finishing Tools > Columbia Taping Tools > Corner Tools > Corner Tools > Throttle Box,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-8-inch-throttle-box-8CFB-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-8-inch-throttle-box-8CFB-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-8-inch-throttle-box-8CFB-03.webp",0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,119,variation,CLT24,CLT24,COL-CLT,"Columbia Cam Lock Tube - Columbia Taping Tools, 24",1,1,,1,matched_by_mpn,CLT24,"Columbia Cam Lock Tube 24"" (CLT24)",Compound Tubes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube/,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Cam Lock Tube,,,"Columbia Cam Lock Tube 24"" (CLT24)",,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Cam Lock Tube,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-02.webp",0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,120,variation,CLT32,CLT32,COL-CLT,"Columbia Cam Lock Tube - Columbia Taping Tools, 32",1,1,,1,matched_by_mpn,CLT32,"Columbia Cam Lock Tube 32"" (CLT32)",Compound Tubes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube/,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Cam Lock Tube,,,"Columbia Cam Lock Tube 32"" (CLT32)",,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Cam Lock Tube,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-04.webp",0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,121,variation,CLT42,CLT42,COL-CLT,"Columbia Cam Lock Tube - Columbia Taping Tools, 42",1,1,,1,matched_by_mpn,CLT42,"Columbia Cam Lock Tube 42"" (CLT42)",Compound Tubes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube/,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Cam Lock Tube,,,"Columbia Cam Lock Tube 42"" (CLT42)",,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Cam Lock Tube,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-04.webp",0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,122,variation,CLT55,CLT55,COL-CLT,"Columbia Cam Lock Tube - Columbia Taping Tools, 55",1,1,,1,matched_by_mpn,CLT55,"Columbia Cam Lock Tube 55"" (CLT55)",Compound Tubes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube/,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Cam Lock Tube,,,"Columbia Cam Lock Tube 55"" (CLT55)",,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Cam Lock Tube,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-04.webp",0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,123,variation,C12MPX6,C12MPX6,COL-CMPX6,"Columbia Stainless Steel Mud Pan - Columbia Taping Tools, 12",1,1,,1,matched_by_family_name,TROWELS,Columbia Trowels,,,Columbia catalog structure / columbiatools.com source pages,,,,,,,,,,0,0,0,0,0,matched_no_auto_update,,"Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page; reference match is family/context level, not an exact SKU/MPN row match"
Columbia Taping Tools,124,variation,C14MPX6,C14MPX6,COL-CMPX6,"Columbia Stainless Steel Mud Pan - Columbia Taping Tools, 14",1,1,,1,matched_by_family_name,TROWELS,Columbia Trowels,,,Columbia catalog structure / columbiatools.com source pages,,,,,,,,,,0,0,0,0,0,matched_no_auto_update,,"Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page; reference match is family/context level, not an exact SKU/MPN row match"
Columbia Taping Tools,125,variation,C16MPX6,C16MPX6,COL-CMPX6,"Columbia Stainless Steel Mud Pan - Columbia Taping Tools, 16",1,1,,1,matched_by_family_name,TROWELS,Columbia Trowels,,,Columbia catalog structure / columbiatools.com source pages,,,,,,,,,,0,0,0,0,0,matched_no_auto_update,,"Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page; reference match is family/context level, not an exact SKU/MPN row match"
Columbia Taping Tools,126,variable,COL-CMT,COL-CMT,,Columbia Compound Mud Tube,0,0,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,4,matched_by_embedded_model,CMT55,"Columbia Compound Tubes 55"" (CMT55)",Compound Tubes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/compound-tubes/compound-tubes/,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Compound Tubes,,,,,,,,0,0,0,0,0,matched_no_auto_update,,"Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page; reference match is family/context level, not an exact SKU/MPN row match; Embedded model code is evidence only; no automatic parent/family rewrite applied"
Columbia Taping Tools,127,variable,COL-CSF,COL-CSF,,Columbia Combo Flusher,0,0,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,3,matched_by_embedded_model,3CSF,"Columbia Combo Flusher 3"" (3CSF)",Corner Flushers,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/corner-flushers/combo-flusher/,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Combo Flusher,,,,,,,,0,0,0,0,0,matched_no_auto_update,,"Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page; reference match is family/context level, not an exact SKU/MPN row match; Embedded model code is evidence only; no automatic parent/family rewrite applied"
Columbia Taping Tools,128,variable,COL-CTK,COL-CTK,,Columbia Stainless Steel Comfort Grip Taping Knife,0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,8,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,129,variable,COL-DF,COL-DF,,Columbia Direct Corner Flusher,0,0,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,4,matched_by_embedded_model,3DF,"Columbia Direct Corner Flusher 3"" (3DF)",Corner Flushers,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/corner-flushers/direct-corner-flusher/,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Direct Corner Flusher,,,,,,,,0,0,0,0,0,matched_no_auto_update,,"Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page; reference match is family/context level, not an exact SKU/MPN row match; Embedded model code is evidence only; no automatic parent/family rewrite applied"
Columbia Taping Tools,130,variable,COL-FBB,COL-FBB,,Columbia Fat Boy Flat Box,0,0,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes,6,matched_by_embedded_model,12FBB,"Columbia Fat Boy Boxes 12"" (12FBB)",Finishing Boxes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/finishing-boxes/fat-boy-boxes/,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes > Fat Boy Boxes > Fat Boy Boxes,,,,,,,,0,0,0,0,0,matched_no_auto_update,,"Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page; reference match is family/context level, not an exact SKU/MPN row match; Embedded model code is evidence only; no automatic parent/family rewrite applied"
Columbia Taping Tools,131,variable,COL-FBBA,COL-FBBA,,Columbia Fat Boy Automatic Assist Drywall Flat Box,0,0,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes,8,matched_by_family_name,TROWELS,Columbia Trowels,,,Columbia catalog structure / columbiatools.com source pages,,,,,,,,,,0,0,0,0,0,matched_no_auto_update,,"Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page; reference match is family/context level, not an exact SKU/MPN row match"
Columbia Taping Tools,132,variation,CMT24,CMT24,COL-CMT,"Columbia Compound Mud Tube - Columbia Taping Tools, 24",1,1,,1,matched_by_mpn,CMT24,"Columbia Compound Tubes 24"" (CMT24)",Compound Tubes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/compound-tubes/compound-tubes/,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Compound Tubes,,,"Columbia Compound Tubes 24"" (CMT24)",,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Compound Tubes,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-compound-tubes-24-inch-CMT24-01.webp,0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,133,variation,CMT32,CMT32,COL-CMT,"Columbia Compound Mud Tube - Columbia Taping Tools, 32",1,1,,1,matched_by_mpn,CMT32,"Columbia Compound Tubes 32"" (CMT32)",Compound Tubes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/compound-tubes/compound-tubes/,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Compound Tubes,,,"Columbia Compound Tubes 32"" (CMT32)",,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Compound Tubes,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-compound-tubes-24-inch-CMT24-01.webp,0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,134,variation,CMT42,CMT42,COL-CMT,"Columbia Compound Mud Tube - Columbia Taping Tools, 42",1,1,,1,matched_by_mpn,CMT42,"Columbia Compound Tubes 42"" (CMT42)",Compound Tubes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/compound-tubes/compound-tubes/,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Compound Tubes,,,"Columbia Compound Tubes 42"" (CMT42)",,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Compound Tubes,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-compound-tubes-24-inch-CMT24-01.webp,0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,135,variation,CMT55,CMT55,COL-CMT,"Columbia Compound Mud Tube - Columbia Taping Tools, 55",1,1,,1,matched_by_mpn,CMT55,"Columbia Compound Tubes 55"" (CMT55)",Compound Tubes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/compound-tubes/compound-tubes/,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Compound Tubes,,,"Columbia Compound Tubes 55"" (CMT55)",,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Compound Tubes,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-compound-tubes-24-inch-CMT24-01.webp,0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,136,variation,25CSF,25CSF,COL-CSF,"Columbia Combo Flusher - Columbia Taping Tools, 2-5",1,1,,1,matched_by_mpn,2.5CSF,"Columbia Combo Flusher 2.5"" (2.5CSF)",Corner Flushers,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/corner-flushers/combo-flusher/,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Combo Flusher,,,"Columbia Combo Flusher 2.5"" (2.5CSF)",,,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Combo Flusher,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-combo-flusher-2-5-inch-2.5CSF-01.webp,0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,137,variation,35CSF,35CSF,COL-CSF,"Columbia Combo Flusher - Columbia Taping Tools, 3-5",1,1,,1,matched_by_mpn,3.5CSF,"Columbia Combo Flusher 3.5"" (3.5CSF)",Corner Flushers,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/corner-flushers/combo-flusher/,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Combo Flusher,,,"Columbia Combo Flusher 3.5"" (3.5CSF)",,,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Combo Flusher,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-combo-flusher-2-5-inch-2.5CSF-01.webp,0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,138,variation,3CSF,3CSF,COL-CSF,"Columbia Combo Flusher - Columbia Taping Tools, 3",1,1,,1,matched_by_mpn,3CSF,"Columbia Combo Flusher 3"" (3CSF)",Corner Flushers,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/corner-flushers/combo-flusher/,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Combo Flusher,,,"Columbia Combo Flusher 3"" (3CSF)",,,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Combo Flusher,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-combo-flusher-2-5-inch-2.5CSF-01.webp,0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,139,variation,CTK10,CTK10,COL-CTK,"Columbia Stainless Steel Comfort Grip Taping Knife - Columbia Taping Tools, 10",1,1,,1,matched_by_mpn,CTK10,"Columbia Taping Knives 10"" (CTK10)",Hand Tools,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/hand-tools/one-piece-putty-knives-copy/,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Taping Knives > Taping Knives,,,"Columbia Taping Knives 10"" (CTK10)",,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Taping Knives > Taping Knives,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taping-knives-10-inch-CTK10-01.webp,0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,140,variation,CTK12,CTK12,COL-CTK,"Columbia Stainless Steel Comfort Grip Taping Knife - Columbia Taping Tools, 12",1,1,,1,matched_by_mpn,CTK12,"Columbia Taping Knives 12"" (CTK12)",Hand Tools,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/hand-tools/one-piece-putty-knives-copy/,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Taping Knives > Taping Knives,,,"Columbia Taping Knives 12"" (CTK12)",,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Taping Knives > Taping Knives,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taping-knives-12-inch-CTK12-01.webp,0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,141,variation,CTK14,CTK14,COL-CTK,"Columbia Stainless Steel Comfort Grip Taping Knife - Columbia Taping Tools, 14",1,1,,1,matched_by_mpn,CTK14,"Columbia Taping Knives 14"" (CTK14)",Hand Tools,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/hand-tools/one-piece-putty-knives-copy/,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Taping Knives > Taping Knives,,,"Columbia Taping Knives 14"" (CTK14)",,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Taping Knives > Taping Knives,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taping-knives-14-inch-CTK14-01.webp,0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,142,variation,CTK8,CTK8,COL-CTK,"Columbia Stainless Steel Comfort Grip Taping Knife - Columbia Taping Tools, 8",1,1,,1,matched_by_mpn,CTK8,"Columbia Taping Knives 8"" (CTK8)",Hand Tools,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/hand-tools/one-piece-putty-knives-copy/,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Taping Knives > Taping Knives,,,"Columbia Taping Knives 8"" (CTK8)",,,Drywall Finishing Tools > Columbia Taping Tools > Hand Tools > Taping Knives > Taping Knives,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taping-knives-8-inch-CTK8-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taping-knives-8-inch-CTK8-02.webp",0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,143,variation,25DF,25DF,COL-DF,"Columbia Direct Corner Flusher - Columbia Taping Tools, 2-5",1,1,,1,matched_by_mpn,2.5DF,"Columbia Direct Corner Flusher 2.5"" (2.5DF)",Corner Flushers,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/corner-flushers/direct-corner-flusher/,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Direct Corner Flusher,,,"Columbia Direct Corner Flusher 2.5"" (2.5DF)",,,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Direct Corner Flusher,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-2-5-inch-2.5DF-01.webp,0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,144,variation,35DF,35DF,COL-DF,"Columbia Direct Corner Flusher - Columbia Taping Tools, 3-5",1,1,,1,matched_by_mpn,3.5DF,"Columbia Direct Corner Flusher 3.5"" (3.5DF)",Corner Flushers,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/corner-flushers/direct-corner-flusher/,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Direct Corner Flusher,,,"Columbia Direct Corner Flusher 3.5"" (3.5DF)",,,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Direct Corner Flusher,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-2-5-inch-2.5DF-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp",0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,145,variation,3DF,3DF,COL-DF,"Columbia Direct Corner Flusher - Columbia Taping Tools, 3",1,1,,1,matched_by_mpn,3DF,"Columbia Direct Corner Flusher 3"" (3DF)",Corner Flushers,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/corner-flushers/direct-corner-flusher/,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Direct Corner Flusher,,,"Columbia Direct Corner Flusher 3"" (3DF)",,,Drywall Finishing Tools > Columbia Taping Tools > Corner Flushers > Corner Flushers > Direct Corner Flusher,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-2-5-inch-2.5DF-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp",0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,146,variation,10FBB,10FBB,COL-FBB,"Columbia Fat Boy Flat Box - Columbia Taping Tools, 10",1,1,,1,matched_by_mpn,10FBB,"Columbia Fat Boy Boxes 10"" (10FBB)",Finishing Boxes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/finishing-boxes/fat-boy-boxes/,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes > Fat Boy Boxes > Fat Boy Boxes,,,"Columbia Fat Boy Boxes 10"" (10FBB)",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes > Fat Boy Boxes > Fat Boy Boxes,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-boxes-8-inch-8FBB-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-boxes-8-inch-8FBB-02.webp",0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,147,variation,12FBB,12FBB,COL-FBB,"Columbia Fat Boy Flat Box - Columbia Taping Tools, 12",1,1,,1,matched_by_mpn,12FBB,"Columbia Fat Boy Boxes 12"" (12FBB)",Finishing Boxes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/finishing-boxes/fat-boy-boxes/,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes > Fat Boy Boxes > Fat Boy Boxes,,,"Columbia Fat Boy Boxes 12"" (12FBB)",,,Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes > Fat Boy Boxes > Fat Boy Boxes,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-boxes-8-inch-8FBB-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-boxes-8-inch-8FBB-02.webp",0,0,0,0,0,matched_no_auto_update,,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,148,variation,55FBB,55FBB,COL-FBB,"Columbia Fat Boy Flat Box - Columbia Taping Tools, 5-5",1,1,,1,matched_by_embedded_model,FBB,Columbia Fat Boy Boxes,,,Columbia catalog structure / columbiatools.com source pages,,,,,,,,,,0,0,0,0,0,matched_no_auto_update,,"Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page; reference match is family/context level, not an exact SKU/MPN row match; Embedded model code is evidence only; no automatic parent/family rewrite applied"
