Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,In stock?,Categories,Tags,Brands,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),meta:product_family,meta:model,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_robots,meta:seo_focus_keyword,meta:schema_brand,meta:schema_mpn,meta:schema_condition
variation,4-767,MEGA-FLAT-BOX,level-5-mega-flat-box-7,"Level5 MEGA Flat Box -  7""",1,visible,,,440.0,1,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,"4-767, 4-768, 4-769, Automatic Taping Tools, Level 5, flat box, flatbox",Level 5,MEGA-FLAT-BOX,1,Size,"7""",,,Level 5 MEGA Flat Box,4-767,"Level 5 MEGA Flat Box - [4-767], Level 5, Drywall Finishing Tools > Level 5 > Automatic Taping Tools, 4-767","Level5 MEGA Flat Box -  7""",,"index,follow",Level 5 MEGA Flat Box - [4-767],Level 5,4-767,NewCondition
variation,4-768,MEGA-FLAT-BOX,level-5-mega-flat-box-10,"Level5 MEGA Flat Box -  10""",1,visible,,,450.0,1,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,"4-767, 4-768, 4-769, Automatic Taping Tools, Level 5, flat box, flatbox",Level 5,MEGA-FLAT-BOX,2,Size,"10""",,,Level 5 MEGA Flat Box,4-768,"Level 5 MEGA Flat Box - [4-768], Level 5, Drywall Finishing Tools > Level 5 > Automatic Taping Tools, 4-768","Level5 MEGA Flat Box -  10""",,"index,follow",Level 5 MEGA Flat Box - [4-768],Level 5,4-768,NewCondition
variation,4-769,MEGA-FLAT-BOX,level-5-mega-flat-box-12,"Level5 MEGA Flat Box -  12""",1,visible,,,466.0,1,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,"4-767, 4-768, 4-769, Automatic Taping Tools, Level 5, flat box, flatbox",Level 5,MEGA-FLAT-BOX,3,Size,"12""",,,Level 5 MEGA Flat Box,4-769,"Level 5 MEGA Flat Box - [4-769], Level 5, Drywall Finishing Tools > Level 5 > Automatic Taping Tools, 4-769","Level5 MEGA Flat Box -  12""",,"index,follow",Level 5 MEGA Flat Box - [4-769],Level 5,4-769,NewCondition
simple,4-811,,level-5-minishot-cleaning-accessory-nozzle-adapter-2-pack,Level5 MiniShot Cleaning Accessory Nozzle Adapter 2 Pack,1,visible,"LEVEL5 Cleaning Nozzles not only offer a quick, precise and easy way to clean the interior of the compound tubes for the MiniShot and the Auto Taper, but deliver precise water flow and focused pressure to clean all moving parts on all your drywall finishing tools.","<p>LEVEL5 Cleaning Nozzles not only offer a quick, precise and easy way to clean the interior of the compound tubes for the MiniShot and the Auto Taper, but deliver precise water flow and focused pressure to clean all moving parts on all your drywall finishing tools. <strong> </strong></p> <p>Cleaning your tools is a necessary task at the end of each day. Leaving your tools soiled with remnants of compound drying either inside the tubes or within the filler valves or heads not only creates delays when you require the tool again, but jeopardizes the interior mechanics, including springs, hinges, wheels, threading etc from functioning properly.</p> <p>This Cleaning Nozzle comes in a pack of 2 and makes quick work of cleaning your tools on the go, or at the end of each day. Remember to oil all moving parts of your equipment after cleaning. Properly lubricating your tools prior to storage will ensure all parts are functioning properly when it’s time to use them again.</p> <h3>HOW TO USE A CLEANING NOZZLE</h3> <p>If you want to hit the ground running each day, the most proactive step you can take is to clean your tools after each use. Follow the steps listed below to clean your MiniShot and keep the mud flowing freely. Note: following these steps each time will eliminate the need to disassemble the MiniShot to clean it.</p> <ol> <li>First, thread a cleaning nozzle to the end of a garden hose sprayer.</li> <li>Then, rinse the filler valve of the MiniShot before securing the cleaning nozzle to it.</li> <li>Next, fill the mud chamber of the MiniShot with water. Once the chamber is full, remove the cleaning nozzle</li> <li>Then, push down on the cone head to let the water evacuate from the chamber. </li> <li>Once the chamber is empty, reattach the cleaning nozzle to the filler nozzle.</li> <li>Press down on the cone head and then run the water again. This time, the water will flow out the cone head directly clearing out any accumulated mud. </li> <li>Now, hose out the top of the cone head to make sure the springs don’t dry out, and rinse out the filler valve one final time. </li> <li>Finally, turn the MiniShot over to expose the holes at the bottom of the chamber and lubricate with 3-in-1 oil to ensure smooth functioning the next time you use your MiniShot.</li> </ol> <h3>TOOL MAINTENANCE &amp; STORAGE</h3> <p>It is important to clean your tools and accessories immediately after each use. Follow these steps to keep your LEVEL5 cleaning nozzle looking and performing like new.</p> <ol> <li>Run warm water over and through the cleaning nozzle to remove any debris or mud. </li> <li>Store in a dry place.</li> </ol>",27.0,1,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,"4-811, Automatic Taping Tools, Level 5, accessory",Level 5,,0,,,,,Level 5 MiniShot Cleaning Accessory Nozzle Adapter 2 Pack,4-811,"Level 5 MiniShot Cleaning Accessory Nozzle Adapter 2 Pack - [4-811], Level 5, Drywall Finishing Tools > Level 5 > Automatic Taping Tools, 4-811",Level5 MiniShot Cleaning Accessory Nozzle Adapter 2 Pack -,"LEVEL5 Cleaning Nozzles not only offer a quick, precise and easy way to clean the interior of the compound tubes for the MiniShot and the Auto Taper, but d","index,follow",Level 5 MiniShot Cleaning Accessory Nozzle Adapter 2 Pack - [4-811],Level 5,4-811,NewCondition
simple,4-772,,level-5-minishot-with-handle-extension-and-bonus-storage-case,Level5 MiniShot with Handle Extension and Bonus Storage Case,1,visible,The LEVEL5 MiniShot Gas-Assisted Compound Tube enables you to apply drywall finishing compound to walls and ceilings with unprecedented ease and precision.,"<p><strong>The <em>LEVEL5 MiniShot Gas-Assisted Compound Tube</em> enables you to apply drywall finishing compound to walls and ceilings with unprecedented ease and precision.</strong><br/></p> <p>A lightweight but powerful gas cylinder provides back pressure and enables the MiniShot to move a consistent flow of compound through a wide range of drywall finishing heads. The tool eliminates the strain of manually pushing compound through a traditional corner applicator box.</p> <p>Activate your MiniShot simply by pressing it against the wall; the nozzle tip will depress to release the flow of compound. No twisting is required! You can even dial in the flow perfectly based on the consistency of your compound using the adjustment nut. The MiniShot is 45.5 inches long and extremely easy and comfortable to use by both left and right handed drywall finishers.</p> <p>An oversized clear polycarbonate compound chamber enables you to see the amount of compound in the tube at all tims. It also provides outstanding capacity for less trips back to the pump.</p> <p>For additional reach on high ceilings and walls, MiniShot 18” extensions can be threaded into the base of the handle. Each MiniShot includes one free 18” handle extension bringing the total length of the combo to 63.5 inches.</p> <p>INCLUDES BONUS LEVEL5 18” Handle Extension.</p> <h3>Product Features</h3> <ul> <li>DRAMATICALLY SPEED UP FINISHING | The 45.5-inch long MiniShot delivers finishing compound through your favorite drywall finishing heads effortlessly and with high precision. Increase your profits by getting more jobs done faster!</li> <li>POWERFUL FLOW | A custom gas cylinder provides powerful back pressure - double the force of competing pressurized compound tubes - enabling you to apply a wider range of compound thicknesses and achieve a more consistent flow.</li> <li>NO-TWIST ACTIVATION | When you apply light pressure to the MiniShot against the wall the nozzle end depresses to release the flow. The MiniShot is easier on your wrists, shoulders and back.</li> <li>ADJUSTABLE OUTPUT | A flow adjustment nut allows you to quickly dial in the compound flow to your exact preference.</li> <li>FEWER TRIPS BACK TO THE PUMP | An oversized, clear composite chamber provides outstanding compound capacity</li> </ul> <h3>Additional Features</h3> <ul> <li>ENDLESS FINISHING APPLICATIONS: The stainless steel ball end is compatible with the inside corner, outside corner, and flat finishing attachments from all leading manufacturers.</li> <li>STAY OFF THE STILTS: A free LEVEL5 18” Handle Extension is included. Additional extensions (SKU #2-773) can also be added to extend your reach even further.</li> <li>EASY CLEAN: Comes with a garden hose nozzle attachment that makes cleaning fast and simple with no disassembly required.</li> </ul>",1031.0,1,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,"4-772, Automatic Taping Tools, Level 5, automatic compound tube, compound tube, dewalt taping tools, minishot, mud runner, mud shot, mudshot",Level 5,,0,,,,,Level 5 MiniShot with Handle Extension and Bonus Storage Case,4-772,"Level 5 MiniShot with Handle Extension and Bonus Storage Case - [4-772], Level 5, Drywall Finishing Tools > Level 5 > Automatic Taping Tools, 4-772",Level5 MiniShot with Handle Extension and Bonus Storage Case -,The LEVEL5 MiniShot Gas-Assisted Compound Tube enables you to apply drywall finishing compound to walls and ceilings with unprecedented ease and precision.,"index,follow",Level 5 MiniShot with Handle Extension and Bonus Storage Case - [4-772],Level 5,4-772,NewCondition
variable,NAIL-SPOTTER,,level-5-nail-spotter-2nd-gen-with-bonus-storage-case,Level5 Nail Spotter (2nd Gen) with Bonus Storage Case,1,visible,LEVEL5 nail spotters are used to quickly fill and finish fastener indentations during the drywall finishing process.,"<p>LEVEL5 nail spotters are used to quickly fill and finish fastener indentations during the drywall finishing process.</p> <ul> <li>PLEASE NOTE: The 2nd Generation LEVEL5 nail spotters now fit LEVEL5 corner roller handles (SKUs 4-777, 4-792 and 4-796)</li> <li>HIGH-QUALITY DESIGN | Easy to operate and clean, LEVEL5's efficient design saves you time while improving finish quality when covering nails and screw holes.</li> <li>PREMIUM MATERIALS | High-quality stainless steel construction, urethane wiper seal, and high-carbon steel blade for precise coating and a long life.</li> </ul> <p>With a nail spotter, you can fill and finish an entire row of fastener indentations (screw or nail) in a single pass. The process is much easier and faster than if you were doing it using traditional hand finishing tools, and typically much less sanding is required afterwards. With a nail spotter you also have additional reach, which means you can fill fastener indentations on high walls and ceilings without the use of stilts.</p> <p>The wheels on a nail spotter head allow it to run smoothly on the surface of the drywall, as well as glide over joints without tearing the tape.</p> <p>Nail spotting is typically performed in two or three thin coats. Although there is no definitive rules regarding which box size to use for each coat, we suggest the following to minimize sanding:</p> <ul> <li>2” Width - One or two underlying fill coats</li> <li>3” Width - Final skim coat to feather out the edges</li> </ul> <h3>Usage Tips</h3> <ul> <li>Nail spotting should be the first step in the drywall finishing process. This way you can do full passes without interruption due to freshly filled joints.</li> <li>Run your nail spotter passes in the same direction as your drywall butt joints.</li> <li>Prior to using your nail spotter, run a joint knife along the surface of the drywall to make sure none of the fasteners are protruding. Protruding fasteners will not finish properly and also have the potential to damage the carbide steel blade on the nail spotter.</li> <li>Before using the nail spotter, lubricate the sweep gasket to ensure the pressure lid is moving freely before filling the head with joint compound. We recommend using 3-in-1 machine oil (do not use WD-40, as it is caustic and will damage rubber and urethane gaskets over time).</li> <li>For easier use (and less potential mess), only fill up the nail spotter to approximately 80% of its capacity so that it sits just below the compound dispensing slot.</li> <li>The correct compound thickness for nail spotting is all about balance. You want to make sure that the compound is thin enough that it doesn’t take a lot of effort to get it to flow evenly out of the dispensing slot, but not so thin that you are seeing ridges or drips on the outside edges of each pass.</li> </ul> <h3>Features</h3> <ul> <li>Cover nail and screw spots with precision</li> <li>Robust design makes operation and cleaning easy</li> <li>Improves quality of finish</li> <li>Durable stainless steel construction</li> <li>Lightweight and mobile build</li> <li>Wiper seal made of premium urethane</li> <li>High carbon blades last longer and provide precise coating</li> </ul>",,1,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,"4-754, 4-755, Automatic Taping Tools, Bonus, Level 5, level 5 nailspotter, nail spotter, nailspotter",Level 5,,0,Size,"2"" | 3""",,,Level 5 Nail Spotter (2nd Gen) with Bonus Storage Case,LVL5-LEVEL-5-NAIL-SPOTTER,"Level 5 Nail Spotter (2nd Gen) with Bonus Storage Case - [4-754, 4-755], Level 5, Drywall Finishing Tools > Level 5 > Automatic Taping Tools, LVL5-LEVEL-5-NAIL-SPOTTER",Level5 Nail Spotter (2nd Gen) with Bonus Storage Case -,LEVEL5 nail spotters are used to quickly fill and finish fastener indentations during the drywall finishing process.,"index,follow","Level 5 Nail Spotter (2nd Gen) with Bonus Storage Case - [4-754, 4-755]",Level 5,"4-754, 4-755",NewCondition
variation,4-754,NAIL-SPOTTER,level-5-nail-spotter-2nd-gen-with-bonus-storage-case-2,"Level5 Nail Spotter (2nd Gen) with Bonus Storage Case -  2""",1,visible,,,299.0,1,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,"4-754, 4-755, Automatic Taping Tools, Bonus, Level 5, level 5 nailspotter, nail spotter, nailspotter",Level 5,NAIL-SPOTTER,1,Size,"2""",,,Level 5 Nail Spotter (2nd Gen) with Bonus Storage Case,4-754,"Level 5 Nail Spotter (2nd Gen) with Bonus Storage Case - [4-754], Level 5, Drywall Finishing Tools > Level 5 > Automatic Taping Tools, 4-754","Level5 Nail Spotter (2nd Gen) with Bonus Storage Case -  2""",,"index,follow",Level 5 Nail Spotter (2nd Gen) with Bonus Storage Case - [4-754],Level 5,4-754,NewCondition
variation,4-755,NAIL-SPOTTER,level-5-nail-spotter-2nd-gen-with-bonus-storage-case-3,"Level5 Nail Spotter (2nd Gen) with Bonus Storage Case -  3""",1,visible,,,320.0,1,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,"4-754, 4-755, Automatic Taping Tools, Bonus, Level 5, level 5 nailspotter, nail spotter, nailspotter",Level 5,NAIL-SPOTTER,2,Size,"3""",,,Level 5 Nail Spotter (2nd Gen) with Bonus Storage Case,4-755,"Level 5 Nail Spotter (2nd Gen) with Bonus Storage Case - [4-755], Level 5, Drywall Finishing Tools > Level 5 > Automatic Taping Tools, 4-755","Level5 Nail Spotter (2nd Gen) with Bonus Storage Case -  3""",,"index,follow",Level 5 Nail Spotter (2nd Gen) with Bonus Storage Case - [4-755],Level 5,4-755,NewCondition
simple,5-392,,level-5-off-set-knife-adapter,Level5 Off - Set Knife Adapter,1,visible,Off-Set Knife Adapter for Level 5 Offset Knives.,<p>Off-Set Knife Adapter for Level 5 Offset Knives.</p>,9.0,1,Drywall Finishing Tools > Level 5 > Handles & Extensions,"5-392, Level 5, Off-Set Knife Adapter, Handles & Extensions, handles & accessories, offset, taping & finishing tools, taping knife",Level 5,,0,,,,,Level 5 Off,5-392,"Level 5 Off-Set Knife Adapter - [5-392], Level 5, Drywall Finishing Tools > Level 5 > Handles & Extensions, 5-392",Level5 Off - Set Knife Adapter -,Off-Set Knife Adapter for Level 5 Offset Knives.,"index,follow",Level 5 Off-Set Knife Adapter - [5-392],Level 5,5-392,NewCondition
variable,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,,level-5-one-piece-stainless-steel-putty-knives-with-welded-handle,Level5 One Piece Stainless Steel Putty Knives with Welded Handle,1,visible,"These knives are lightweight, extremely comfortable in the hand, and clean up like a dream.","<p>These knives are lightweight, extremely comfortable in the hand, and clean up like a dream.</p> <ul> <li>Blade sizes available: 1.5"" / 2"" / 3” / 4” / 5” / 6” / 8” / 10”</li> <li>Manufactured from premium stainless steel for corrosion resistance.</li> <li>Patent pending full tang blade – tang goes beyond the hang hole in the handle.</li> <li>Robotically welded at four points of contact for ultimate strength and durability..</li> <li>Unique, hollow grind at mid blade ensures optimal mid-blade flex.</li> <li>Blade feels nicely “broken-in” from the first moment you use it – which means better feel for faster application rates, optimum blade control and smoother finishes.</li> <li>Precision ground blade edge.</li> <li>Ergonomically-designed handle for comfortable, all-day use on the jobsite.</li> <li>Robotically-welded handle has been mirror polished until seamless.</li> <li>Oversized integrated hang hole.</li> </ul> <ul></ul> <ul></ul>",,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-401, 5-402, 5-403, 5-404, 5-405, 5-406, 5-408, 5-410, Level 5, Knives & Blades, joint knife",Level 5,,0,Size,"1.5"" | 2"" | 3"" | 4"" | 5"" | 6"" | 8"" | 10""",,,Level 5 One Piece Stainless Steel Putty Knives with Welded Handle,LVL5-LEVEL-5-ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,"Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-401, 5-402, 5-403, 5-404, 5-405, 5-406, 5-408, 5-410], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, LVL5-LEVEL-5-ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE",Level5 One Piece Stainless Steel Putty Knives with Welded Handle -,"These knives are lightweight, extremely comfortable in the hand, and clean up like a dream.","index,follow","Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-401, 5-402, 5-403, 5-404, 5-405, 5-406, 5-408, 5-410]",Level 5,"5-401, 5-402, 5-403, 5-404, 5-405, 5-406, 5-408, 5-410",NewCondition
variation,5-401,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,level-5-one-piece-stainless-steel-putty-knives-with-welded-handle-1-5,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  1.5""",1,visible,,,17.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-401, 5-402, 5-403, 5-404, 5-405, 5-406, 5-408, 5-410, Level 5, Knives & Blades, joint knife",Level 5,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,1,Size,"1.5""",,,Level 5 One Piece Stainless Steel Putty Knives with Welded Handle,5-401,"Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-401], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-401","Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  1.5""",,"index,follow",Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-401],Level 5,5-401,NewCondition
variation,5-402,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,level-5-one-piece-stainless-steel-putty-knives-with-welded-handle-2,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  2""",1,visible,,,18.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-401, 5-402, 5-403, 5-404, 5-405, 5-406, 5-408, 5-410, Level 5, Knives & Blades, joint knife",Level 5,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,2,Size,"2""",,,Level 5 One Piece Stainless Steel Putty Knives with Welded Handle,5-402,"Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-402], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-402","Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  2""",,"index,follow",Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-402],Level 5,5-402,NewCondition
variation,5-403,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,level-5-one-piece-stainless-steel-putty-knives-with-welded-handle-3,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  3""",1,visible,,,19.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-401, 5-402, 5-403, 5-404, 5-405, 5-406, 5-408, 5-410, Level 5, Knives & Blades, joint knife",Level 5,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,3,Size,"3""",,,Level 5 One Piece Stainless Steel Putty Knives with Welded Handle,5-403,"Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-403], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-403","Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  3""",,"index,follow",Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-403],Level 5,5-403,NewCondition
variation,5-404,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,level-5-one-piece-stainless-steel-putty-knives-with-welded-handle-4,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  4""",1,visible,,,20.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-401, 5-402, 5-403, 5-404, 5-405, 5-406, 5-408, 5-410, Level 5, Knives & Blades, joint knife",Level 5,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,4,Size,"4""",,,Level 5 One Piece Stainless Steel Putty Knives with Welded Handle,5-404,"Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-404], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-404","Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  4""",,"index,follow",Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-404],Level 5,5-404,NewCondition
variation,5-405,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,level-5-one-piece-stainless-steel-putty-knives-with-welded-handle-5,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  5""",1,visible,,,21.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-401, 5-402, 5-403, 5-404, 5-405, 5-406, 5-408, 5-410, Level 5, Knives & Blades, joint knife",Level 5,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,5,Size,"5""",,,Level 5 One Piece Stainless Steel Putty Knives with Welded Handle,5-405,"Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-405], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-405","Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  5""",,"index,follow",Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-405],Level 5,5-405,NewCondition
variation,5-406,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,level-5-one-piece-stainless-steel-putty-knives-with-welded-handle-6,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  6""",1,visible,,,22.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-401, 5-402, 5-403, 5-404, 5-405, 5-406, 5-408, 5-410, Level 5, Knives & Blades, joint knife",Level 5,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,6,Size,"6""",,,Level 5 One Piece Stainless Steel Putty Knives with Welded Handle,5-406,"Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-406], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-406","Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  6""",,"index,follow",Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-406],Level 5,5-406,NewCondition
variation,5-408,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,level-5-one-piece-stainless-steel-putty-knives-with-welded-handle-8,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  8""",1,visible,,,23.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-401, 5-402, 5-403, 5-404, 5-405, 5-406, 5-408, 5-410, Level 5, Knives & Blades, joint knife",Level 5,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,7,Size,"8""",,,Level 5 One Piece Stainless Steel Putty Knives with Welded Handle,5-408,"Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-408], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-408","Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  8""",,"index,follow",Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-408],Level 5,5-408,NewCondition
variation,5-410,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,level-5-one-piece-stainless-steel-putty-knives-with-welded-handle-10,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  10""",1,visible,,,24.0,1,Drywall Finishing Tools > Level 5 > Knives & Blades,"5-401, 5-402, 5-403, 5-404, 5-405, 5-406, 5-408, 5-410, Level 5, Knives & Blades, joint knife",Level 5,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,8,Size,"10""",,,Level 5 One Piece Stainless Steel Putty Knives with Welded Handle,5-410,"Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-410], Level 5, Drywall Finishing Tools > Level 5 > Knives & Blades, 5-410","Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  10""",,"index,follow",Level 5 One Piece Stainless Steel Putty Knives with Welded Handle - [5-410],Level 5,5-410,NewCondition
simple,4-746,,level-5-outside-corner-applicator-head-red,Level5 Outside Corner Applicator Head (Red),1,visible,The LEVEL5 Outside Corner Applicator is a specialized tool for evenly applying compound onto 90 degree outside corners.,"<p><strong>The LEVEL5 Outside Corner Applicator is a specialized tool for evenly applying compound onto 90 degree outside corners.</strong></p> <p>Connect to any of your favorite LEVEL5 application tools, such as the MINISHOT™ Gas-Assisted Applicator Tube (#4-772), the Compound Tube (#4-741), or Corner Applicators (4-701 &amp; 4-702), and you will make quick work applying bedding mud to outside corners prior to applying bead.</p> <p>Manufactured from extruded glass-filled polymer, the LEVEL5 Outside Corner Applicator has channels for efficiency applying even ribbons of joint compound through the attachment onto both sides of the corner simultaneously. The LEVEL5 Outside Corner Applicator is longer than other competing applicator heads, which effectively eliminates ‘head flip’ when varying degrees of pressure are applied to the attachment while on the wall.</p> <p>For handle attachment, the LEVEL5 Outside Corner Applicator features an integrated universal ball socket manufactured from premium stainless steel. This socket is compatible with ball end adapters from most leading manufacturers.</p> <h3>Features</h3> <ul> <li>Extruded from durable glass-filled polymer</li> <li>Channels designed to apply the perfect amount of bedding mud to outside corners</li> <li>Longer design eliminates the tendency to ‘flip’ during use, like most competing models</li> <li>Integrated stainless steel universal ball socket for handle attachment. Fits LEVEL5 compound applicator tools, as well as those from most other leading manufacturers.</li> </ul>",82.0,1,Drywall Finishing Tools > Level 5 > Semi-Automatic Taping Tools,"4-746, Level 5, Semi Automatic Taping Tools, applicator",Level 5,,0,,,,,Level 5 Outside Corner Applicator Head (Red),4-746,"Level 5 Outside Corner Applicator Head (Red) - [4-746], Level 5, Drywall Finishing Tools > Level 5 > Semi-Automatic Taping Tools, 4-746",Level5 Outside Corner Applicator Head (Red) -,The LEVEL5 Outside Corner Applicator is a specialized tool for evenly applying compound onto 90 degree outside corners.,"index,follow",Level 5 Outside Corner Applicator Head (Red) - [4-746],Level 5,4-746,NewCondition
