brand,official_sku,normalized_sku,product_name,alternate_names,section,catalog_item_type,launch_candidate,source_pdf,source_pdf_pages,source_catalog_pages,source_item_nos,source_lines,extraction_methods,source_validation,price,price_source,notes
Columbia,2.5DF,2.5DF,"2.5"" Direct Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,2.5DF,2.5DF 2.5” Direct Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,2.5SF,2.5SF,"2.5"" Standard Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,2.5SF,2.5SF 2.5” Standard Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3.5CSF,3.5CSF,"3.5"" Combo Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3.5CSF,3.5CSF 3.5” Combo Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3.5DF,3.5DF,"3.5"" Direct Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3.5DF,3.5DF 3.5” Direct Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3.5SF,3.5SF,"3.5"" Standard Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3.5SF,3.5SF 3.5” Standard Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3CSF,3CSF,"3"" Combo Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3CSF,3CSF 3” Combo Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3DF,3DF,"3"" Direct Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3DF,3DF 3” Direct Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3SF,3SF,"3"" Standard Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3SF,3SF 3” Standard Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3WTCSF,3WTCSF,"3"" Widetrack Combo Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3WTCSF,3WTCSF 3” Widetrack Combo Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3WTDF,3WTDF,"3"" Widetrack Direct Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3WTDF,3WTDF 3” Widetrack Direct Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3WTSF,3WTSF,"3"" Widetrack Standard Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3WTSF,3WTSF 3” Widetrack Standard Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,4DF,4DF,"4"" Direct Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,4DF,4DF 4” Direct Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,4SF,4SF,"4"" Standard Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,4SF,4SF 4” Standard Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,CS,CS,Columbia Sander Head,,Sanders,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,22,21,CS,CS Columbia Sander Head,pdf_text,sku_found_in_pdf_text,,,
Columbia,CSH,CSH,Columbia Sander Pole,,Sanders,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,22,21,CSH,CSH Columbia Sander Pole,pdf_text,sku_found_in_pdf_text,,,
Columbia,PDDM,PDDM,Phantom DDM Sander,,Sanders,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,22,21,PDDM,PDDM Phantom DDM Sander,pdf_text,sku_found_in_pdf_text,,,
Columbia,TL-3-8,TL-3-8,Twist Lock Handle w PHA,,Sanders,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,22,21,TL-3-8,TL-3-8 Twist Lock Handle w PHA,pdf_text,sku_found_in_pdf_text,,,
Columbia,RC,RC,Columbia Road Case,,Tool Cases,case,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,23,22,RC,RC Columbia Road Case,pdf_text,sku_found_in_pdf_text,,,
Columbia,TCS,TCS,Columbia Gun Case,,Tool Cases,case,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,23,22,TCS,TCS Columbia Gun Case,pdf_text,sku_found_in_pdf_text,,,
Columbia,AHR-BK-2,AHR-BK-2,"Anglehead Blade Kit 2""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,AHR-BK-2,AHR-BK-2 Anglehead Blade Kit 2”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,AHR-BK-2.5,AHR-BK-2.5,"Anglehead Blade Kit 2.5""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,AHR-BK-2.5,AHR-BK-2.5 Anglehead Blade Kit 2.5”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,AHR-BK-3,AHR-BK-3,"Anglehead Blade Kit 3.5""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,AHR-BK-3,AHR-BK-3 Anglehead Blade Kit 3.5”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,AHR-K,AHR-K,Anglehead Maintenance Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,AHR-K,AHR-K Anglehead Maintenance Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CC-RK,CC-RK,Corner Cobra Maintenance Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CC-RK,CC-RK Corner Cobra Maintenance Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CRA-2,CRA-2,Corner Roller Wheel Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CRA-2,CRA-2 Corner Roller Wheel Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CTA-41,CTA-41,Cutter Block Assembly,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CTA-41,CTA-41 Cutter Block Assembly,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CTR-1,CTR-1,Taper Maintenance Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CTR-1,CTR-1 Taper Maintenance Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CTR-2,CTR-2,Taper Head Maintenance Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CTR-2,CTR-2 Taper Head Maintenance Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CTR-42A,CTR-42A,Taper Blades Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CTR-42A,CTR-42A Taper Blades Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CTR-63,CTR-63,Taper Needles Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CTR-63,CTR-63 Taper Needles Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CTR-72,CTR-72,Taper Cables Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CTR-72,CTR-72 Taper Cables Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBA-36,FFBA-36,Box Wheels Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBA-36,FFBA-36 Box Wheels Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBR-7-7A,FFBR-7-7A,Box Shoes Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-7-7A,FFBR-7-7A Box Shoes Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBR-9-10,FFBR-9-10,"Box Blades Kit 10""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-9-10,FFBR-9-10 Box Blades Kit 10”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBR-9-12,FFBR-9-12,"Box Blades Kit 12""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-9-12,FFBR-9-12 Box Blades Kit 12”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBR-9-14,FFBR-9-14,"Box Blades Kit 14""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-9-14,"FFBR-9-14 Box Blades Kit 14""",pdf_visual_table,sku_verified_from_rendered_pdf_or_garbled_text,,,
Columbia,FFBR-9-5.5,FFBR-9-5.5,"Box Blades Kit 5.5""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-9-5.5,FFBR-9-5.5 Box Blades Kit 5.5”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBR-9-7,FFBR-9-7,"Box Blades Kit 7""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-9-7,FFBR-9-7 Box Blades Kit 7”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBR-9-8,FFBR-9-8,"Box Blades Kit 8""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-9-8,FFBR-9-8 Box Blades Kit 8”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,HHR-1,HHR-1,Hydra Handle Maintenance Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,HHR-1,HHR-1 Hydra Handle Maintenance Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,HNS7-2,HNS7-2,"Nail Spotter Blade 2""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,HNS7-2,"HNS7-2 Nail Spotter Blade 2""",pdf_visual_table,sku_verified_from_rendered_pdf_or_garbled_text,,,
Columbia,HNS7-3,HNS7-3,"Nail Spotter Blade 3""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,HNS7-3,"HNS7-3 Nail Spotter Blade 3""",pdf_visual_table,sku_verified_from_rendered_pdf_or_garbled_text,,,
Columbia,MPR-1,MPR-1,Mud Pump Maintenance Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,MPR-1,MPR-1 Mud Pump Maintenance Kit,pdf_visual_table,sku_found_in_pdf_text,,,
