brand,official_sku,normalized_sku,product_name,alternate_names,section,catalog_item_type,launch_candidate,source_pdf,source_pdf_pages,source_catalog_pages,source_item_nos,source_lines,extraction_methods,source_validation,price,price_source,notes
Columbia,2.5DF,2.5DF,"2.5"" Direct Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,2.5DF,2.5DF 2.5” Direct Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,2.5SF,2.5SF,"2.5"" Standard Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,2.5SF,2.5SF 2.5” Standard Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3.5CSF,3.5CSF,"3.5"" Combo Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3.5CSF,3.5CSF 3.5” Combo Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3.5DF,3.5DF,"3.5"" Direct Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3.5DF,3.5DF 3.5” Direct Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3.5SF,3.5SF,"3.5"" Standard Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3.5SF,3.5SF 3.5” Standard Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3CSF,3CSF,"3"" Combo Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3CSF,3CSF 3” Combo Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3DF,3DF,"3"" Direct Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3DF,3DF 3” Direct Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3SF,3SF,"3"" Standard Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3SF,3SF 3” Standard Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3WTCSF,3WTCSF,"3"" Widetrack Combo Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3WTCSF,3WTCSF 3” Widetrack Combo Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3WTDF,3WTDF,"3"" Widetrack Direct Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3WTDF,3WTDF 3” Widetrack Direct Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,3WTSF,3WTSF,"3"" Widetrack Standard Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,3WTSF,3WTSF 3” Widetrack Standard Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,4DF,4DF,"4"" Direct Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,4DF,4DF 4” Direct Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,4SF,4SF,"4"" Standard Flusher",,Corner Flushers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,20,4SF,4SF 4” Standard Flusher,pdf_text,sku_found_in_pdf_text,,,
Columbia,CS,CS,Columbia Sander Head,,Sanders,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,22,21,CS,CS Columbia Sander Head,pdf_text,sku_found_in_pdf_text,,,
Columbia,CSH,CSH,Columbia Sander Pole,,Sanders,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,22,21,CSH,CSH Columbia Sander Pole,pdf_text,sku_found_in_pdf_text,,,
Columbia,PDDM,PDDM,Phantom DDM Sander,,Sanders,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,22,21,PDDM,PDDM Phantom DDM Sander,pdf_text,sku_found_in_pdf_text,,,
Columbia,TL-3-8,TL-3-8,Twist Lock Handle w PHA,,Sanders,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,22,21,TL-3-8,TL-3-8 Twist Lock Handle w PHA,pdf_text,sku_found_in_pdf_text,,,
Columbia,RC,RC,Columbia Road Case,,Tool Cases,case,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,23,22,RC,RC Columbia Road Case,pdf_text,sku_found_in_pdf_text,,,
Columbia,TCS,TCS,Columbia Gun Case,,Tool Cases,case,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,23,22,TCS,TCS Columbia Gun Case,pdf_text,sku_found_in_pdf_text,,,
Columbia,AHR-BK-2,AHR-BK-2,"Anglehead Blade Kit 2""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,AHR-BK-2,AHR-BK-2 Anglehead Blade Kit 2”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,AHR-BK-2.5,AHR-BK-2.5,"Anglehead Blade Kit 2.5""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,AHR-BK-2.5,AHR-BK-2.5 Anglehead Blade Kit 2.5”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,AHR-BK-3,AHR-BK-3,"Anglehead Blade Kit 3.5""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,AHR-BK-3,AHR-BK-3 Anglehead Blade Kit 3.5”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,AHR-K,AHR-K,Anglehead Maintenance Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,AHR-K,AHR-K Anglehead Maintenance Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CC-RK,CC-RK,Corner Cobra Maintenance Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CC-RK,CC-RK Corner Cobra Maintenance Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CRA-2,CRA-2,Corner Roller Wheel Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CRA-2,CRA-2 Corner Roller Wheel Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CTA-41,CTA-41,Cutter Block Assembly,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CTA-41,CTA-41 Cutter Block Assembly,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CTR-1,CTR-1,Taper Maintenance Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CTR-1,CTR-1 Taper Maintenance Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CTR-2,CTR-2,Taper Head Maintenance Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CTR-2,CTR-2 Taper Head Maintenance Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CTR-42A,CTR-42A,Taper Blades Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CTR-42A,CTR-42A Taper Blades Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CTR-63,CTR-63,Taper Needles Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CTR-63,CTR-63 Taper Needles Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,CTR-72,CTR-72,Taper Cables Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,CTR-72,CTR-72 Taper Cables Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBA-36,FFBA-36,Box Wheels Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBA-36,FFBA-36 Box Wheels Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBR-7-7A,FFBR-7-7A,Box Shoes Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-7-7A,FFBR-7-7A Box Shoes Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBR-9-10,FFBR-9-10,"Box Blades Kit 10""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-9-10,FFBR-9-10 Box Blades Kit 10”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBR-9-12,FFBR-9-12,"Box Blades Kit 12""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-9-12,FFBR-9-12 Box Blades Kit 12”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBR-9-14,FFBR-9-14,"Box Blades Kit 14""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-9-14,"FFBR-9-14 Box Blades Kit 14""",pdf_visual_table,sku_verified_from_rendered_pdf_or_garbled_text,,,
Columbia,FFBR-9-5.5,FFBR-9-5.5,"Box Blades Kit 5.5""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-9-5.5,FFBR-9-5.5 Box Blades Kit 5.5”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBR-9-7,FFBR-9-7,"Box Blades Kit 7""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-9-7,FFBR-9-7 Box Blades Kit 7”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,FFBR-9-8,FFBR-9-8,"Box Blades Kit 8""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,FFBR-9-8,FFBR-9-8 Box Blades Kit 8”,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,HHR-1,HHR-1,Hydra Handle Maintenance Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,HHR-1,HHR-1 Hydra Handle Maintenance Kit,pdf_visual_table,sku_found_in_pdf_text,,,
Columbia,HNS7-2,HNS7-2,"Nail Spotter Blade 2""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,HNS7-2,"HNS7-2 Nail Spotter Blade 2""",pdf_visual_table,sku_verified_from_rendered_pdf_or_garbled_text,,,
Columbia,HNS7-3,HNS7-3,"Nail Spotter Blade 3""",,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,HNS7-3,"HNS7-3 Nail Spotter Blade 3""",pdf_visual_table,sku_verified_from_rendered_pdf_or_garbled_text,,,
Columbia,MPR-1,MPR-1,Mud Pump Maintenance Kit,,Maintenance Kits,maintenance_kit,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,24,23,MPR-1,MPR-1 Mud Pump Maintenance Kit,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,501BH,501BH,Pump Wear Parts Kit - B74TT/B75TT,,Pumps / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,501BH,501BH - Pump Wear Parts Kit - B74TT/B75TT 501H1 - Pump Cleaning Kit 700033F - Screen (coarse mesh),pdf_text,sku_found_in_pdf_text,,,
TapeTech,501H,501H,Pump Wear Parts Kit - 72TT/73TT,,Pumps / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,501H,"501H - Pump Wear Parts Kit - 72TT/73TT 502H - Pump Tune Up Kit - 72TT/73TT/76TT/76TT-CA/76XLTT 72TT, 73TT, 76TT, 76TT-CA, 76XLTT:",pdf_text,sku_found_in_pdf_text,,,
TapeTech,501H1,501H1,Pump Cleaning Kit,,Pumps / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,501H1,501BH - Pump Wear Parts Kit - B74TT/B75TT 501H1 - Pump Cleaning Kit 700033F - Screen (coarse mesh),pdf_text,sku_found_in_pdf_text,,,
TapeTech,501J,501J,Pump Wear Parts Kit - 76TT/76TT-CA/76XLTT,,Pumps / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,501J,501J - Pump Wear Parts Kit - 76TT/76TT-CA/76XLTT 502BH - Pump Tune Up Kit - B74TT/B75TT 700032F - Screen (fine mesh),pdf_text,sku_found_in_pdf_text,,,
TapeTech,502BH,502BH,Pump Tune Up Kit - B74TT/B75TT,,Pumps / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,502BH,501J - Pump Wear Parts Kit - 76TT/76TT-CA/76XLTT 502BH - Pump Tune Up Kit - B74TT/B75TT 700032F - Screen (fine mesh),pdf_text,sku_found_in_pdf_text,,,
TapeTech,502H,502H,Pump Tune Up Kit - 72TT/73TT/76TT/76TT-CA/76XLTT,,Pumps / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,502H,"501H - Pump Wear Parts Kit - 72TT/73TT 502H - Pump Tune Up Kit - 72TT/73TT/76TT/76TT-CA/76XLTT 72TT, 73TT, 76TT, 76TT-CA, 76XLTT:",pdf_text,sku_found_in_pdf_text,,,
TapeTech,700032F,700032F,Screen (fine mesh),,Pumps / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,700032F,501J - Pump Wear Parts Kit - 76TT/76TT-CA/76XLTT 502BH - Pump Tune Up Kit - B74TT/B75TT 700032F - Screen (fine mesh),pdf_text,sku_found_in_pdf_text,,,
TapeTech,700033F,700033F,Screen (coarse mesh),,Pumps / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,700033F,501BH - Pump Wear Parts Kit - B74TT/B75TT 501H1 - Pump Cleaning Kit 700033F - Screen (coarse mesh),pdf_text,sku_found_in_pdf_text,,,
TapeTech,76TT,76TT,EasyClean Pump,,Pumps,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,76TT,76TT - EasyClean® Pump 76XLTT - Extra Long EasyClean® Pump 76TT-CA - EasyClean® Pump,pdf_text,sku_found_in_pdf_text,,,
TapeTech,76TT-CA,76TT-CA,EasyClean Pump,,Pumps,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,76TT-CA,76TT - EasyClean® Pump 76XLTT - Extra Long EasyClean® Pump 76TT-CA - EasyClean® Pump,pdf_text,sku_found_in_pdf_text,,,
TapeTech,76XLTT,76XLTT,Extra Long EasyClean Pump,,Pumps,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,76XLTT,76TT - EasyClean® Pump 76XLTT - Extra Long EasyClean® Pump 76TT-CA - EasyClean® Pump,pdf_text,sku_found_in_pdf_text,,,
TapeTech,85T,85T,Gooseneck,,Pumps,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,85T & 85XLTT,85T & 85XLTT - Gooseneck 90T - Filler Adapter GSR-TT - Gooseneck Riser,pdf_text,sku_found_in_pdf_text,,,
TapeTech,85XLTT,85XLTT,Gooseneck,,Pumps,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,85T & 85XLTT,85T & 85XLTT - Gooseneck 90T - Filler Adapter GSR-TT - Gooseneck Riser,pdf_text,sku_found_in_pdf_text,,,
TapeTech,90T,90T,Filler Adapter,,Pumps,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,90T,85T & 85XLTT - Gooseneck 90T - Filler Adapter GSR-TT - Gooseneck Riser,pdf_text,sku_found_in_pdf_text,,,
TapeTech,GSR-TT,GSR-TT,Gooseneck Riser,,Pumps,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,5,13,GSR-TT,Gooseneck. 76XLTT is designed for 30 gallon barrels or to Use with 85T Gooseneck and GSR-TT Gooseneck,pdf_text,sku_found_in_pdf_text,,,
TapeTech,03TT,03TT,EasyClean Automatic Mini-Taper,,Tapers,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,03TT,03TT - EasyClean® Automatic Mini-Taper ATX01TT - Automatic Taper Extension,pdf_text,sku_found_in_pdf_text,,,
TapeTech,054209F,054209F,Cable,,Tapers / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,054209F,"501A - Taper Wear Parts Kit (04TT, 05TT) 215 - Drive Dog Assembly Replacement Kit 054209F - Cable 059010 - Spring",pdf_text,sku_found_in_pdf_text,,,
TapeTech,056133,056133,Pyramid Blade,,Tapers / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,056133,"PK-AT02 - Taper Tune Up Kit (03TT, 07TT, 07TT0C) 200 - Gooser Assembly Replacement Kit 340 - Cutter Chain Assembly Replacement Kit 059049 - Needle Gooser 056133 - Pyramid Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,059010,059010,Spring,,Tapers / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,059010,"501A - Taper Wear Parts Kit (04TT, 05TT) 215 - Drive Dog Assembly Replacement Kit 054209F - Cable 059010 - Spring",pdf_text,sku_found_in_pdf_text,,,
TapeTech,059049,059049,Needle Gooser,,Tapers / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,059049,"PK-AT02 - Taper Tune Up Kit (03TT, 07TT, 07TT0C) 200 - Gooser Assembly Replacement Kit 340 - Cutter Chain Assembly Replacement Kit 059049 - Needle Gooser 056133 - Pyramid Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,07TT,07TT,EasyClean Automatic Taper,,Tapers,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,07TT,07TT-C - EasyClean® Carbon Fiber Automatic Taper 07TT - EasyClean® Automatic Taper,pdf_text,sku_found_in_pdf_text,,,
TapeTech,07TT-C,07TT-C,EasyClean Carbon Fiber Automatic Taper,,Tapers,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,07TT-C,07TT-C - EasyClean® Carbon Fiber Automatic Taper 07TT - EasyClean® Automatic Taper,pdf_text,sku_found_in_pdf_text,,,
TapeTech,200,200,Gooser Assembly Replacement Kit,,Tapers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,200,"PK-AT02 - Taper Tune Up Kit (03TT, 07TT, 07TT0C) 200 - Gooser Assembly Replacement Kit 340 - Cutter Chain Assembly Replacement Kit 059049 - Needle Gooser 056133 - Pyramid Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,215,215,Drive Dog Assembly Replacement Kit,,Tapers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,215,"501A - Taper Wear Parts Kit (04TT, 05TT) 215 - Drive Dog Assembly Replacement Kit 054209F - Cable 059010 - Spring",pdf_text,sku_found_in_pdf_text,,,
TapeTech,335,335,Piston Assembly Replacement Kit,,Tapers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,335,"PK-AT01 - Taper Wear Parts Kit (03TT, 07TT, 07TT0C) 502A - Taper Tune Up Kit (04TT, 05TT) 335 - Piston Assembly Replacement Kit 03TT, 04TT, 05TT, 07TT, 07TT-C:",pdf_text,sku_found_in_pdf_text,,,
TapeTech,340,340,Cutter Chain Assembly Replacement Kit,,Tapers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,340,"PK-AT02 - Taper Tune Up Kit (03TT, 07TT, 07TT0C) 200 - Gooser Assembly Replacement Kit 340 - Cutter Chain Assembly Replacement Kit 059049 - Needle Gooser 056133 - Pyramid Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,501A,501A,"Taper Wear Parts Kit (04TT, 05TT)",,Tapers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,501A,"501A - Taper Wear Parts Kit (04TT, 05TT) 215 - Drive Dog Assembly Replacement Kit 054209F - Cable 059010 - Spring",pdf_text,sku_found_in_pdf_text,,,
TapeTech,502A,502A,"Taper Tune Up Kit (04TT, 05TT)",,Tapers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,502A,"PK-AT01 - Taper Wear Parts Kit (03TT, 07TT, 07TT0C) 502A - Taper Tune Up Kit (04TT, 05TT) 335 - Piston Assembly Replacement Kit 03TT, 04TT, 05TT, 07TT, 07TT-C:",pdf_text,sku_found_in_pdf_text,,,
TapeTech,ATX01TT,ATX01TT,Automatic Taper Extension,,Tapers,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,ATX01TT,03TT - EasyClean® Automatic Mini-Taper ATX01TT - Automatic Taper Extension,pdf_text,sku_found_in_pdf_text,,,
TapeTech,PK-AT01,PK-AT01,"Taper Wear Parts Kit (03TT, 07TT, 07TT0C)",,Tapers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,PK-AT01,"PK-AT01 - Taper Wear Parts Kit (03TT, 07TT, 07TT0C) 502A - Taper Tune Up Kit (04TT, 05TT) 335 - Piston Assembly Replacement Kit 03TT, 04TT, 05TT, 07TT, 07TT-C:",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PK-AT02,PK-AT02,"Taper Tune Up Kit (03TT, 07TT, 07TT0C)",,Tapers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,7,15,PK-AT02,"PK-AT02 - Taper Tune Up Kit (03TT, 07TT, 07TT0C) 200 - Gooser Assembly Replacement Kit 340 - Cutter Chain Assembly Replacement Kit 059049 - Needle Gooser 056133 - Pyramid Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,15TTE,15TTE,Inside Corner Roller,,Corner Rollers,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,8,16,15TTE,15TTE - Inside Corner Roller 17TT - Outside Corner Roller 17TTE - Outside Corner Roller,pdf_text,sku_found_in_pdf_text,,,
TapeTech,17TT,17TT,Outside Corner Roller,,Corner Rollers,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,8,16,17TT,15TTE - Inside Corner Roller 17TT - Outside Corner Roller 17TTE - Outside Corner Roller,pdf_text,sku_found_in_pdf_text,,,
TapeTech,17TTE,17TTE,Outside Corner Roller,,Corner Rollers,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,8,16,17TTE,15TTE - Inside Corner Roller 17TT - Outside Corner Roller 17TTE - Outside Corner Roller,pdf_text,sku_found_in_pdf_text,,,
TapeTech,501RD,501RD,Corner Roller Replacement Kit - 17TT,,Corner Rollers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,8,16,501RD,501RD - Corner Roller Replacement Kit–17TT,pdf_text,sku_found_in_pdf_text,,,
TapeTech,501RSE,501RSE,Corner Roller Replacement Kit - 15TTE,,Corner Rollers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,8,16,501RSE,"501RSE - Corner Roller Replacement Kit–15TTE FHTT, XHTT, FHTT-CC (see page 36)",pdf_text,sku_found_in_pdf_text,,,
TapeTech,16TT,16TT,Outside Corner,,Applicator Heads,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,9,17,16TT,"the 16TT Applicator Head to a Corner Applicator (CA07TT or CA08TT), the 14TT MudRunner® or a Compound Tube (CT24TT, CT36TT, CT42TT) to simplify and",pdf_text,sku_found_in_pdf_text,,,
TapeTech,16TT90,16TT90,Inside Corner,,Applicator Heads,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,9,17,16TT90,accelerate installation of paper-faced corner bead for external (outside) drywall corners. Attach the 16TT90 Applicator Head to a Corner Applicator (CA07TT or,pdf_text,sku_found_in_pdf_text,,,
TapeTech,CH55TT,CH55TT,Cove Applicator Head,,Applicator Heads,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,9,17,CH55TT,CH55TT - Cove Applicator Head CH75TT - Cove Applicator Head,pdf_text,sku_found_in_pdf_text,,,
TapeTech,CH75TT,CH75TT,Cove Applicator Head,,Applicator Heads,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,9,17,CH75TT,CH55TT - Cove Applicator Head CH75TT - Cove Applicator Head,pdf_text,sku_found_in_pdf_text,,,
TapeTech,CH83TT,CH83TT,Cove Applicator Head,,Applicator Heads,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,9,17,CH83TT,CH83TT - Cove Applicator Head CH90TT - Cove Applicator Head,pdf_text,sku_found_in_pdf_text,,,
