ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: search_keywords,Meta: seo_title,Meta: seo_description,Meta: seo_canonical,Meta: seo_robots,Meta: seo_focus_keyword,Meta: seo_secondary_keywords,Meta: schema_brand,Meta: schema_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_validation_status,Meta: _dtb_validation_errors,Meta: _dtb_brand,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variation,NS02TT,,"TapeTech Nail Spotter - 2""",1,0,visible,,<p>TapeTech Nail Spotter - 2&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Nail Spotter</p><p><strong>Configuration:</strong> 2&quot;</p><p><strong>Official SKU / MPN:</strong> NS02TT</p><p><em>Source reference: 18</em></p>,,,taxable,,1,,,0,0,,,,,0,,,278.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ns02tt_01.webp,,,TT-NAIL-SPOTTER,,,,,,1,TapeTech,Size,"2""",1,0,,"NS02TT, TapeTech Nail Spotter - 2"", TapeTech","TapeTech Nail Spotter - 2""","Shop TapeTech Nail Spotter - 2"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Nail Spotter - 2""","TapeTech, drywall tools, NS02TT",TapeTech,NS02TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-NAIL-SPOTTER,Size,"2""","2""",,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,NS03TT,,"TapeTech Nail Spotter - 3""",1,0,visible,,<p>TapeTech Nail Spotter - 3&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Nail Spotter</p><p><strong>Configuration:</strong> 3&quot;</p><p><strong>Official SKU / MPN:</strong> NS03TT</p><p><em>Source reference: 18</em></p>,,,taxable,,1,,,0,0,,,,,0,,,289.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ns03tt_01.webp,,,TT-NAIL-SPOTTER,,,,,,2,TapeTech,Size,"3""",1,0,,"NS03TT, TapeTech Nail Spotter - 3"", TapeTech","TapeTech Nail Spotter - 3""","Shop TapeTech Nail Spotter - 3"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Nail Spotter - 3""","TapeTech, drywall tools, NS03TT",TapeTech,NS03TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-NAIL-SPOTTER,Size,"3""","3""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,PAHC07,,"TapeTech Power Assist® MaxxBox® Finishing Box - 7""",1,0,visible,,<p>TapeTech Power Assist® MaxxBox® Finishing Box - 7&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Power Assist® MaxxBox® Finishing Box</p><p><strong>Configuration:</strong> 7&quot;</p><p><strong>Official SKU / MPN:</strong> PAHC07</p><p><em>Source reference: 29</em></p>,,,taxable,,1,,,0,0,,,,,0,,,459.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_pahc07_01.webp,,,TT-POWER-ASSIST-MAXXBOX-FINISHING-BOX,,,,,,1,TapeTech,Size,"7""",1,0,,"PAHC07, TapeTech Power Assist® MaxxBox® Finishing Box - 7"", TapeTech","TapeTech Power Assist® MaxxBox® Finishing Box - 7""","Shop TapeTech Power Assist® MaxxBox® Finishing Box - 7"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Power Assist® MaxxBox® Finishing Box - 7""","TapeTech, drywall tools, PAHC07",TapeTech,PAHC07,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-POWER-ASSIST-MAXXBOX-FINISHING-BOX,Size,"7""","7""",,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,PAHC10,,"TapeTech Power Assist® MaxxBox® Finishing Box - 10""",1,0,visible,,<p>TapeTech Power Assist® MaxxBox® Finishing Box - 10&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Power Assist® MaxxBox® Finishing Box</p><p><strong>Configuration:</strong> 10&quot;</p><p><strong>Official SKU / MPN:</strong> PAHC10</p><p><em>Source reference: 29</em></p>,,,taxable,,1,,,0,0,,,,,0,,,469.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_pahc10_01.webp,,,TT-POWER-ASSIST-MAXXBOX-FINISHING-BOX,,,,,,2,TapeTech,Size,"10""",1,0,,"PAHC10, TapeTech Power Assist® MaxxBox® Finishing Box - 10"", TapeTech","TapeTech Power Assist® MaxxBox® Finishing Box - 10""","Shop TapeTech Power Assist® MaxxBox® Finishing Box - 10"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Power Assist® MaxxBox® Finishing Box - 10""","TapeTech, drywall tools, PAHC10",TapeTech,PAHC10,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-POWER-ASSIST-MAXXBOX-FINISHING-BOX,Size,"10""","10""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,PAHC12,,"TapeTech Power Assist® MaxxBox® Finishing Box - 12""",1,0,visible,,<p>TapeTech Power Assist® MaxxBox® Finishing Box - 12&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Power Assist® MaxxBox® Finishing Box</p><p><strong>Configuration:</strong> 12&quot;</p><p><strong>Official SKU / MPN:</strong> PAHC12</p><p><em>Source reference: 29</em></p>,,,taxable,,1,,,0,0,,,,,0,,,479.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_pahc12_01.webp,,,TT-POWER-ASSIST-MAXXBOX-FINISHING-BOX,,,,,,3,TapeTech,Size,"12""",1,0,,"PAHC12, TapeTech Power Assist® MaxxBox® Finishing Box - 12"", TapeTech","TapeTech Power Assist® MaxxBox® Finishing Box - 12""","Shop TapeTech Power Assist® MaxxBox® Finishing Box - 12"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Power Assist® MaxxBox® Finishing Box - 12""","TapeTech, drywall tools, PAHC12",TapeTech,PAHC12,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-POWER-ASSIST-MAXXBOX-FINISHING-BOX,Size,"12""","12""",,3,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,QB06-QSX,,"TapeTech QuickBox® QSX Finishing Box - 6.5""",1,0,visible,,<p>TapeTech QuickBox® QSX Finishing Box - 6.5&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech QuickBox® QSX Finishing Box</p><p><strong>Configuration:</strong> 6.5&quot;</p><p><strong>Official SKU / MPN:</strong> QB06-QSX</p><p><em>Source reference: 30</em></p>,,,taxable,,1,,,0,0,,,,,0,,,149.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_07.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_08.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_09.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_10.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_11.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_12.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_13.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb06qsx_14.webp",,,TT-QUICKBOX-QSX-FINISHING-BOX,,,,,,1,TapeTech,Size,"6.5""",1,0,,"QB06-QSX, TapeTech QuickBox® QSX Finishing Box - 6.5"", TapeTech","TapeTech QuickBox® QSX Finishing Box - 6.5""","Shop TapeTech QuickBox® QSX Finishing Box - 6.5"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech QuickBox® QSX Finishing Box - 6.5""","TapeTech, drywall tools, QB06-QSX",TapeTech,QB06-QSX,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-QUICKBOX-QSX-FINISHING-BOX,Size,"6.5""","6.5""",,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,QB08-QSX,,"TapeTech QuickBox® QSX Finishing Box - 8.5""",1,0,visible,,<p>TapeTech QuickBox® QSX Finishing Box - 8.5&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech QuickBox® QSX Finishing Box</p><p><strong>Configuration:</strong> 8.5&quot;</p><p><strong>Official SKU / MPN:</strong> QB08-QSX</p><p><em>Source reference: 30</em></p>,,,taxable,,1,,,0,0,,,,,0,,,174.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb08qsx_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb08qsx_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb08qsx_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb08qsx_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb08qsx_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb08qsx_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb08qsx_07.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb08qsx_08.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_qb08qsx_09.webp",,,TT-QUICKBOX-QSX-FINISHING-BOX,,,,,,2,TapeTech,Size,"8.5""",1,0,,"QB08-QSX, TapeTech QuickBox® QSX Finishing Box - 8.5"", TapeTech","TapeTech QuickBox® QSX Finishing Box - 8.5""","Shop TapeTech QuickBox® QSX Finishing Box - 8.5"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech QuickBox® QSX Finishing Box - 8.5""","TapeTech, drywall tools, QB08-QSX",TapeTech,QB08-QSX,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-QUICKBOX-QSX-FINISHING-BOX,Size,"8.5""","8.5""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,TTFULL7/10,,"TapeTech Basic Full Set - 7"" and 10"" Boxes",1,0,visible,,<p>TapeTech Basic Full Set - 7&quot; and 10&quot; Boxes is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Basic Full Set</p><p><strong>Configuration:</strong> 7&quot; and 10&quot; Boxes</p><p><strong>Official SKU / MPN:</strong> TTFULL7/10</p><p><em>Source reference: https://www.shopamestools.com/TapeTech-Configured-Basic-Tool-Set_2</em></p>,,,taxable,,1,,,0,0,,,,,0,,,4358.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ttfull7_10_01.webp,,,TT-BASIC-FULL-SET,,,,,,1,TapeTech,Box Configuration,"7"" and 10"" Boxes",1,0,,"TTFULL7/10, TapeTech Basic Full Set - 7"" and 10"" Boxes, TapeTech","TapeTech Basic Full Set - 7"" and 10"" Boxes","Shop TapeTech Basic Full Set - 7"" and 10"" Boxes, catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Basic Full Set - 7"" and 10"" Boxes","TapeTech, drywall tools, TTFULL7/10",TapeTech,TTFULL7/10,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-BASIC-FULL-SET,Box Configuration,"7"" and 10"" Boxes","7"" and 10"" Boxes",,1,0,,,,,,source-retained-retailer-page,,TapeTech,,,,
,variation,TTFULL10/12,,"TapeTech Basic Full Set - 10"" and 12"" Boxes",1,0,visible,,<p>TapeTech Basic Full Set - 10&quot; and 12&quot; Boxes is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Basic Full Set</p><p><strong>Configuration:</strong> 10&quot; and 12&quot; Boxes</p><p><strong>Official SKU / MPN:</strong> TTFULL10/12</p><p><em>Source reference: https://www.shopamestools.com/TapeTech-Configured-Basic-Tool-Set</em></p>,,,taxable,,1,,,0,0,,,,,0,,,4378.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ttfull10_12_01.webp,,,TT-BASIC-FULL-SET,,,,,,2,TapeTech,Box Configuration,"10"" and 12"" Boxes",1,0,,"TTFULL10/12, TapeTech Basic Full Set - 10"" and 12"" Boxes, TapeTech","TapeTech Basic Full Set - 10"" and 12"" Boxes","Shop TapeTech Basic Full Set - 10"" and 12"" Boxes, catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Basic Full Set - 10"" and 12"" Boxes","TapeTech, drywall tools, TTFULL10/12",TapeTech,TTFULL10/12,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-BASIC-FULL-SET,Box Configuration,"10"" and 12"" Boxes","10"" and 12"" Boxes",,2,0,,,,,,source-retained-retailer-page,,TapeTech,,,,
,variation,TTJUMBO7/10,,"TapeTech Basic Jumbo Set - 7"" and 10"" Boxes",1,0,visible,,<p>TapeTech Basic Jumbo Set - 7&quot; and 10&quot; Boxes is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Basic Jumbo Set</p><p><strong>Configuration:</strong> 7&quot; and 10&quot; Boxes</p><p><strong>Official SKU / MPN:</strong> TTJUMBO7/10</p><p><em>Source reference: https://www.shopamestools.com/TapeTech-Basic-Jumbo-Set_2</em></p>,,,taxable,,1,,,0,0,,,,,0,,,6065.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ttjumbo7_10_01.webp,,,TT-BASIC-JUMBO-SET,,,,,,1,TapeTech,Box Configuration,"7"" and 10"" Boxes",1,0,,"TTJUMBO7/10, TapeTech Basic Jumbo Set - 7"" and 10"" Boxes, TapeTech","TapeTech Basic Jumbo Set - 7"" and 10"" Boxes","Shop TapeTech Basic Jumbo Set - 7"" and 10"" Boxes, catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Basic Jumbo Set - 7"" and 10"" Boxes","TapeTech, drywall tools, TTJUMBO7/10",TapeTech,TTJUMBO7/10,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-BASIC-JUMBO-SET,Box Configuration,"7"" and 10"" Boxes","7"" and 10"" Boxes",,1,0,,,,,,source-retained-retailer-page,,TapeTech,,,,
,variation,TTJUMBOO10/12,,"TapeTech Basic Jumbo Set - 10"" and 12"" Boxes",1,0,visible,,<p>TapeTech Basic Jumbo Set - 10&quot; and 12&quot; Boxes is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Basic Jumbo Set</p><p><strong>Configuration:</strong> 10&quot; and 12&quot; Boxes</p><p><strong>Official SKU / MPN:</strong> TTJUMBOO10/12</p><p><em>Source reference: https://www.shopamestools.com/TapeTech-Basic-Jumbo-Set</em></p>,,,taxable,,1,,,0,0,,,,,0,,,6085.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ttjumboo10_12_01.webp,,,TT-BASIC-JUMBO-SET,,,,,,2,TapeTech,Box Configuration,"10"" and 12"" Boxes",1,0,,"TTJUMBOO10/12, TapeTech Basic Jumbo Set - 10"" and 12"" Boxes, TapeTech","TapeTech Basic Jumbo Set - 10"" and 12"" Boxes","Shop TapeTech Basic Jumbo Set - 10"" and 12"" Boxes, catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Basic Jumbo Set - 10"" and 12"" Boxes","TapeTech, drywall tools, TTJUMBOO10/12",TapeTech,TTJUMBOO10/12,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-BASIC-JUMBO-SET,Box Configuration,"10"" and 12"" Boxes","10"" and 12"" Boxes",,2,0,,,,,,source-retained-retailer-page,,TapeTech,,,,
,variation,TTSFS,,TapeTech Standard Full Set - Standard,1,0,visible,,<p>TapeTech Standard Full Set - Standard is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Standard Full Set</p><p><strong>Configuration:</strong> Standard</p><p><strong>Official SKU / MPN:</strong> TTSFS</p><p><em>Source reference: https://www.shopamestools.com/TapeTech-Standard-Full-Set</em></p>,,,taxable,,1,,,0,0,,,,,0,,,4958.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ttsfs_01.webp,,,TT-STANDARD-FULL-SET,,,,,,1,TapeTech,Model,Standard,1,0,,"TTSFS, TapeTech Standard Full Set - Standard, TapeTech",TapeTech Standard Full Set - Standard,"Shop TapeTech Standard Full Set - Standard, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Standard Full Set - Standard,"TapeTech, drywall tools, TTSFS",TapeTech,TTSFS,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-STANDARD-FULL-SET,Model,Standard,Standard,,1,1,,,,,,source-retained-retailer-page,,TapeTech,,,,
,variation,TTSFS-2,,TapeTech Standard Full Set - With 2 Pumps,1,0,visible,,<p>TapeTech Standard Full Set - With 2 Pumps is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Standard Full Set</p><p><strong>Configuration:</strong> With 2 Pumps</p><p><strong>Official SKU / MPN:</strong> TTSFS-2</p><p><em>Source reference: https://www.shopamestools.com/TapeTech-Standard-Full-Drywall-Tool-Set-w-two-Pumps</em></p>,,,taxable,,1,,,0,0,,,,,0,,,5357.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ttsfs2_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ttsfs2_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ttsfs2_03.webp",,,TT-STANDARD-FULL-SET,,,,,,2,TapeTech,Model,With 2 Pumps,1,0,,"TTSFS-2, TapeTech Standard Full Set - With 2 Pumps, TapeTech",TapeTech Standard Full Set - With 2 Pumps,"Shop TapeTech Standard Full Set - With 2 Pumps, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Standard Full Set - With 2 Pumps,"TapeTech, drywall tools, TTSFS-2",TapeTech,TTSFS-2,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-STANDARD-FULL-SET,Model,With 2 Pumps,With 2 Pumps,,2,1,,,,,,source-retained-retailer-page,,TapeTech,,,,
,variation,FMR3X18MM,,"Columbia Mud Roller Replacement - 80 mm / 3""",1,0,visible,,"<p>Columbia Mud Roller Replacement - 80 mm / 3"" provides a high-performance solution for applying joint compound to drywall surfaces with speed and precision. This professional-grade replacement sleeve ensures consistent mud distribution and significantly reduces application time during the taping process.</p><p>Designed specifically for the Columbia Mud Roller system, this 3-inch version is ideal for narrower surfaces and detail work where controlled mud delivery is required. The durable material resists wear and maintains its structural integrity through repeated use on demanding jobsites.</p><h3>Features:</h3><ul><li><strong>Precision Application:</strong> The 80mm width allows for controlled mud delivery on tight corners and narrow drywall sections.</li><li><strong>High-Absorbency Material:</strong> Engineered to hold a significant amount of compound, reducing the frequency of re-loading from the bucket.</li><li><strong>Seamless Compatibility:</strong> Fits perfectly on the standard Columbia 3-inch mud roller frame for quick field replacements.</li><li><strong>Professional Durability:</strong> Built to withstand the abrasive nature of drywall compounds and frequent cleaning cycles.</li></ul>",,,taxable,,1,,,0,0,0.1,,,,0,,,16.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_fmr3x18mm_01.webp,,,COL-MUD-ROLLER-REPLACEMENT,,,,,,1,Columbia Tools,Size,"80 mm / 3""",1,0,,"Columbia, FMR3X18MM, mud roller, compound roller, 3 inch roller, 80mm roller, drywall tools","Columbia 3"" Mud Roller Replacement | 80mm FMR3X18MM","Upgrade your drywall finishing with the Columbia 80mm (3"") Mud Roller Replacement. Durable FMR3X18MM sleeve for even compound application. In stock now.",/product/columbia-mud-roller-replacement-80mm-fmr3x18mm/,"index,follow",Columbia 3 inch Mud Roller Replacement,"drywall mud roller sleeve, 80mm compound roller, Columbia FMR3X18MM, plastering roller replacement",Columbia Tools,FMR3X18MM,NewCondition,columbia-tools,Columbia Tools,variation,standard-catalog,parts,parts,0,COL-MUD-ROLLER-REPLACEMENT,Size,"80 mm / 3""","80 mm / 3""",,1,0,columbia-taping-tools,,,,,shopames-official-source-validated,,Columbia Tools,,,,
,variation,FMR9X18MM,,"Columbia Mud Roller Replacement - 220 mm / 9""",1,0,visible,,"<p>Columbia Mud Roller Replacement - 220 mm / 9"" is a professional-grade applicator sleeve designed for the efficient and uniform distribution of drywall joint compound. This high-capacity nap is engineered to hold a significant volume of mud, allowing for consistent coverage across flat surfaces and internal corners with minimal effort. <p>Built for the rigors of professional job sites, this replacement roller ensures a smooth finish that prepares surfaces perfectly for skimming or taping. Its durable construction maintains structural integrity even when saturated with heavy compounds, providing a reliable tool for high-volume drywall finishing projects.</p><h3>Features:</h3><ul><li><strong>High-Absorbency Nap:</strong> Specifically designed to retain and release joint compound evenly for maximum surface coverage.</li><li><strong>9-Inch Width:</strong> The 220mm profile provides a wide application path, significantly increasing speed during the initial mudding phase.</li><li><strong>Precision Fit:</strong> Engineered to fit securely on standard Columbia mud roller frames, preventing slipping or uneven pressure during use.</li><li><strong>Easy Maintenance:</strong> The synthetic fibers are designed for quick cleaning and rapid reuse, ensuring long-term durability in professional environments.</li></ul></p>",,,taxable,,1,,,0,0,0.1,,,,0,,,17.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_fmr9x18mm_01.webp,,,COL-MUD-ROLLER-REPLACEMENT,,,,,,2,Columbia Tools,Size,"220 mm / 9""",1,0,,"Columbia, FMR9X18MM, mud roller, compound roller, drywall roller sleeve, 220mm roller","Columbia 9"" Mud Roller Replacement | FMR9X18MM",Professional 9-inch (220mm) Columbia Mud Roller Replacement sleeve. High-capacity nap for even drywall compound application. SKU: FMR9X18MM.,/product/columbia-mud-roller-replacement-9-inch-fmr9x18mm/,"index,follow",Columbia 9 inch Mud Roller Replacement,"drywall compound roller, plastering roller sleeve, FMR9X18MM, Columbia taping tools, mud applicator nap",Columbia Tools,FMR9X18MM,NewCondition,columbia-tools,Columbia Tools,variation,standard-catalog,parts,parts,0,COL-MUD-ROLLER-REPLACEMENT,Size,"220 mm / 9""","220 mm / 9""",,2,0,columbia-taping-tools,,,,,shopames-official-source-validated,,Columbia Tools,,,,
,variation,EEX125135,,"TapeTech 135° Outside Corner Edger - 1.25""",0,0,hidden,,<p>TapeTech 135° Outside Corner Edger - 1.25&quot; is a ShopAmes/catalog-validated TapeTech product for professional drywall finishing workflows.</p>,,,taxable,,1,,,0,0,0.35,1.25,1.25,6,0,,,,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_eex125135_01.webp,,,TT-135-OUTSIDE-CORNER-EDGER,,,,,,1,TapeTech,Size,"1.25""",1,0,,"TapeTech 135° Outside Corner Edger – 1.25""","TapeTech 135° Outside Corner Edger - 1.25""",2026-05-07,v2-production-normalized,"noindex,follow","TapeTech 135° Outside Corner Edger - 1.25""","TapeTech, drywall tools, EEX125135",TapeTech,EEX125135,NewCondition,tapetech,TapeTech,variation,standard-catalog,corner,corner,0,TT-135-OUTSIDE-CORNER-EDGER,Size,"1.25""","1.25""",,1,1,,,,,,shopames-official-source-validated,,TapeTech,,,,
,variation,EEX200135,,"TapeTech 135° Outside Corner Edger - 2""",0,0,hidden,,<p>TapeTech 135° Outside Corner Edger - 2&quot; is a ShopAmes/catalog-validated TapeTech product for professional drywall finishing workflows.</p>,,,taxable,,1,,,0,0,0.5,2,2,6.5,0,,,,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_eex200135_01.webp,,,TT-135-OUTSIDE-CORNER-EDGER,,,,,,2,TapeTech,Size,"2""",1,0,,"TapeTech 135° Outside Corner Edger – 2""","TapeTech 135° Outside Corner Edger - 2""",2026-05-07,v2-production-normalized,"noindex,follow","TapeTech 135° Outside Corner Edger - 2""","TapeTech, drywall tools, EEX200135",TapeTech,EEX200135,NewCondition,tapetech,TapeTech,variation,standard-catalog,corner,corner,0,TT-135-OUTSIDE-CORNER-EDGER,Size,"2""","2""",,2,1,,,,,,shopames-official-source-validated,,TapeTech,,,,
,variation,EEX275135,,"TapeTech 135° Outside Corner Edger - 2.75""",0,0,hidden,,<p>TapeTech 135° Outside Corner Edger - 2.75&quot; is a ShopAmes/catalog-validated TapeTech product for professional drywall finishing workflows.</p>,,,taxable,,1,,,0,0,0.6,2.75,2.75,7,0,,,,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_eex275135_01.webp,,,TT-135-OUTSIDE-CORNER-EDGER,,,,,,3,TapeTech,Size,"2.75""",1,0,,"TapeTech 135° Outside Corner Edger – 2.75""","TapeTech 135° Outside Corner Edger - 2.75""",2026-05-07,v2-production-normalized,"noindex,follow","TapeTech 135° Outside Corner Edger - 2.75""","TapeTech, drywall tools, EEX275135",TapeTech,EEX275135,NewCondition,tapetech,TapeTech,variation,standard-catalog,corner,corner,0,TT-135-OUTSIDE-CORNER-EDGER,Size,"2.75""","2.75""",,3,1,,,,,,shopames-official-source-validated,,TapeTech,,,,
