ID,Type,SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,Sale price,Tax status,In stock?,Categories,Images,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: source_catalog,Meta: source_catalog_pages,Meta: source_validation,Meta: official_sku_raw,Meta: tsw_match_status,Meta: tsw_name_mismatch
,simple,ICATW,columbia-tools-two-way-internal-corner-applicator-4-wheels-icatw,Columbia Tools Two-Way Internal Corner Applicator (4 Wheels),0,hidden,Columbia Two Way Internal Corner Applicator in Applicators.,Columbia Two Way Internal Corner Applicator in Applicators. Structured temp catalog entry with options: Two Way Internal Corner Applicator. Source pages: https://www.columbiatools.com/columbia-tools/applicators/two-way-internal-corner-applicator/,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Billet Mud Applicators,"products/Production/launch_images/normalized/columbia_tools_icatw_01.webp, products/Production/launch_images/normalized/columbia_tools_icatw_02.webp",Columbia Tools,Official Section,Billet Mud Applicators / UHMW Mud Applicators,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,19,sku_found_in_pdf_text,ICATW,matched,1
,simple,ITCK,columbia-tools-track-conversion-kit-itck,Columbia Tools Track Conversion Kit,0,hidden,Columbia Inside Track Conversion Kits in Finishing Boxes.,Columbia Inside Track Conversion Kits in Finishing Boxes. Structured temp catalog entry with options: Inside Track Conversion Kits. Source pages: https://www.columbiatools.com/columbia-tools/finishing-boxes/inside-track-boxes/,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Automatic Flat Boxes,"products/Production/launch_images/normalized/columbia_tools_itck_01.webp, products/Production/launch_images/normalized/columbia_tools_itck_02.webp, products/Production/launch_images/normalized/columbia_tools_itck_03.webp, products/Production/launch_images/normalized/columbia_tools_itck_04.webp",Columbia Tools,Official Section,Automatic Flat Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,12,sku_found_in_pdf_text,ITC-K,missing_in_tsw,
,simple,MH,columbia-tools-matrix-flat-box-handle-40-60-mh,"Columbia Tools Matrix Flat Box Handle 40-60""",0,hidden,Columbia The Matrix Box Handles in Handles.,"Columbia The Matrix Box Handles in Handles. Structured temp catalog entry with size options: 29"", 39"", 40"". Source pages: https://www.columbiatools.com/columbia-tools/handles/the-matrix-box-handles/",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Flat Box Handles,"products/Production/launch_images/normalized/columbia_tools_mh_01.webp, products/Production/launch_images/normalized/columbia_tools_mh_02.webp, products/Production/launch_images/normalized/columbia_tools_mh_03.webp, products/Production/launch_images/normalized/columbia_tools_mh_04.webp, products/Production/launch_images/normalized/columbia_tools_mh_05.webp",Columbia Tools,Official Section,Flat Box Handles,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,17,sku_found_in_pdf_text,MH,matched,1
,simple,MHL,columbia-tools-matrix-flat-box-handle-56-76-mhl,"Columbia Tools Matrix Flat Box Handle 56-76""",0,hidden,"Official Columbia catalog item: Matrix Flat Box Handle 56-76"".","Official Columbia catalog item: Matrix Flat Box Handle 56-76"". Section: Flat Box Handles. Source listing: MHL Matrix Flat Box Handle 56-76”. Catalog page(s): 17.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Flat Box Handles,"products/Production/launch_images/normalized/columbia_tools_mhl_01.webp, products/Production/launch_images/normalized/columbia_tools_mhl_02.webp, products/Production/launch_images/normalized/columbia_tools_mhl_03.webp, products/Production/launch_images/normalized/columbia_tools_mhl_04.webp, products/Production/launch_images/normalized/columbia_tools_mhl_05.webp",Columbia Tools,Official Section,Flat Box Handles,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,17,sku_found_in_pdf_text,MHL,matched,1
,simple,MHS,columbia-tools-matrix-flat-box-handle-29-39-mhs,"Columbia Tools Matrix Flat Box Handle 29-39""",0,hidden,"Official Columbia catalog item: Matrix Flat Box Handle 29-39"".","Official Columbia catalog item: Matrix Flat Box Handle 29-39"". Section: Flat Box Handles. Source listing: MHS Matrix Flat Box Handle 29-39”. Catalog page(s): 17.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Flat Box Handles,"products/Production/launch_images/normalized/columbia_tools_mhs_01.webp, products/Production/launch_images/normalized/columbia_tools_mhs_02.webp, products/Production/launch_images/normalized/columbia_tools_mhs_03.webp, products/Production/launch_images/normalized/columbia_tools_mhs_04.webp, products/Production/launch_images/normalized/columbia_tools_mhs_05.webp",Columbia Tools,Official Section,Flat Box Handles,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,17,sku_found_in_pdf_text,MHS,matched,1
,simple,OA90,columbia-tools-outside-90-degree-applicator-plastic-oa90,Columbia Tools Outside 90 Degree Applicator (Plastic),0,hidden,Official Columbia catalog item: Outside 90 Degree Applicator (Plastic).,Official Columbia catalog item: Outside 90 Degree Applicator (Plastic). Section: Billet Mud Applicators / UHMW Mud Applicators. Source listing: OA90 Outside 90° Applicator (Plastic). Catalog page(s): 19.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Billet Mud Applicators,,Columbia Tools,Official Section,Billet Mud Applicators / UHMW Mud Applicators,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,19,sku_found_in_pdf_text,OA90,matched,1
,simple,OA90325,columbia-tools-outside-90-degree-325-applicator-plastic-oa90325,Columbia Tools Outside 90 Degree 325 Applicator (Plastic),0,hidden,Official Columbia catalog item: Outside 90 Degree 325 Applicator (Plastic).,Official Columbia catalog item: Outside 90 Degree 325 Applicator (Plastic). Section: Billet Mud Applicators / UHMW Mud Applicators. Source listing: OA90-325 Outside 90° 325 Applicator (Plastic). Catalog page(s): 19.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Billet Mud Applicators,,Columbia Tools,Official Section,Billet Mud Applicators / UHMW Mud Applicators,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,19,sku_found_in_pdf_text,OA90-325,missing_in_tsw,
,simple,PC1H,columbia-tools-predator-one-handle-4-pc1h,Columbia Tools Predator One Handle 4',0,hidden,Official Columbia catalog item: Predator One Handle 4'.,Official Columbia catalog item: Predator One Handle 4'. Section: Columbia Predator. Source listing: PC1HEXT Predator Extendable 3'-5'. Catalog page(s): 2.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Columbia Predator,,Columbia Tools,Official Section,Columbia Predator,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,2,sku_found_in_pdf_text,PC1H,matched,1
,simple,PC1HEXT,columbia-tools-predator-extendable-3-5-pc1hext,Columbia Tools Predator Extendable 3'-5',0,hidden,Official Columbia catalog item: Predator Extendable 3'-5'.,Official Columbia catalog item: Predator Extendable 3'-5'. Section: Columbia Predator. Source listing: PC1HEXT Predator Extendable 3'-5'. Catalog page(s): 2.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Columbia Predator,,Columbia Tools,Official Section,Columbia Predator,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,2,sku_found_in_pdf_text,PC1HEXT,matched,1
,simple,PCHXL,columbia-tools-predator-long-extendable-4-8-pchxl,Columbia Tools Predator Long Extendable 4'-8',0,hidden,Official Columbia catalog item: Predator Long Extendable 4'-8'.,Official Columbia catalog item: Predator Long Extendable 4'-8'. Section: Columbia Predator. Source listing: PCHXL Predator Long Extendable 4'-8' PMHL. Catalog page(s): 2.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Columbia Predator,,Columbia Tools,Official Section,Columbia Predator,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,2,sku_found_in_pdf_text,PCHXL,matched,1
,simple,PCLT42,columbia-tools-predator-camlock-tube-42-pclt42,"Columbia Tools Predator Camlock Tube 42""",0,hidden,"Official Columbia catalog item: Predator Camlock Tube 42"".","Official Columbia catalog item: Predator Camlock Tube 42"". Section: Columbia Predator. Source listing: PCLT42 Predator Camlock Tube 42"". Catalog page(s): 2.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Columbia Predator,,Columbia Tools,Official Section,Columbia Predator,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,2,sku_found_in_pdf_text,PCLT42,matched,1
,simple,PCMT42,columbia-tools-predator-compound-tube-42-pcmt42,"Columbia Tools Predator Compound Tube 42""",0,hidden,"Official Columbia catalog item: Predator Compound Tube 42"".","Official Columbia catalog item: Predator Compound Tube 42"". Section: Columbia Predator. Source listing: PCMT42 Predator Compound Tube 42"". Catalog page(s): 2.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Columbia Predator,"products/Production/launch_images/normalized/columbia_tools_pcmt42_01.webp, products/Production/launch_images/normalized/columbia_tools_pcmt42_02.webp, products/Production/launch_images/normalized/columbia_tools_pcmt42_03.webp, products/Production/launch_images/normalized/columbia_tools_pcmt42_04.webp, products/Production/launch_images/normalized/columbia_tools_pcmt42_05.webp, products/Production/launch_images/normalized/columbia_tools_pcmt42_06.webp, products/Production/launch_images/normalized/columbia_tools_pcmt42_07.webp",Columbia Tools,Official Section,Columbia Predator,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,2,sku_found_in_pdf_text,PCMT42,matched,1
,simple,PDDM,columbia-tools-phantom-ddm-sander-pddm,Columbia Tools Phantom DDM Sander,0,hidden,The Columbia Phantom DDM Sander incorporates all of the industry's preferred functionality in a beautifully machined billet aluminum body.,"The Columbia Phantom DDM Sander incorporates all of the industry's preferred functionality in a beautifully machined billet aluminum body. This commercial-grade dustless sander works with any vacuum with a 1.5″ inlet and collects 99% of dust. The Phantom comes with the all-billet aluminum sanding head, 30 ft hose, and an extendible (26″ to 46″) pole. Handle adaptor rotates 360°. Billet machined in Canada.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Sanders,"products/Production/launch_images/normalized/columbia_tools_pddm_01.webp, products/Production/launch_images/normalized/columbia_tools_pddm_02.webp",Columbia Tools,Official Section,Sanders,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,sku_found_in_pdf_text,PDDM,matched,1
,simple,PHMP,columbia-tools-predator-mud-pump-phmp,Columbia Tools Predator Mud Pump,0,hidden,Official Columbia catalog item: Predator Mud Pump.,Official Columbia catalog item: Predator Mud Pump. Section: Columbia Predator. Source listing: PHMP Predator Mud Pump. Catalog page(s): 2.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Columbia Predator,,Columbia Tools,Official Section,Columbia Predator,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,2,sku_found_in_pdf_text,PHMP,matched,1
,simple,PMH,columbia-tools-predator-matrix-handle-40-60-pmh,"Columbia Tools Predator Matrix Handle 40""-60""",0,hidden,"Official Columbia catalog item: Predator Matrix Handle 40""-60"".","Official Columbia catalog item: Predator Matrix Handle 40""-60"". Section: Columbia Predator. Source listing: PCLT42 PMHS. Catalog page(s): 2.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Columbia Predator,,Columbia Tools,Official Section,Columbia Predator,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,2,sku_found_in_pdf_text,PMH,matched,1
,simple,PMHL,columbia-tools-predator-matrix-handle-long-56-76-pmhl,"Columbia Tools Predator Matrix Handle Long 56""-76""",0,hidden,"Official Columbia catalog item: Predator Matrix Handle Long 56""-76"".","Official Columbia catalog item: Predator Matrix Handle Long 56""-76"". Section: Columbia Predator. Source listing: PCHXL Predator Long Extendable 4'-8' PMHL. Catalog page(s): 2.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Columbia Predator,,Columbia Tools,Official Section,Columbia Predator,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,2,sku_found_in_pdf_text,PMHL,matched,1
,simple,PMHS,columbia-tools-predator-matrix-handle-short-29-39-pmhs,"Columbia Tools Predator Matrix Handle Short 29""-39""",0,hidden,"Official Columbia catalog item: Predator Matrix Handle Short 29""-39"".","Official Columbia catalog item: Predator Matrix Handle Short 29""-39"". Section: Columbia Predator. Source listing: PCLT42 PMHS. Catalog page(s): 2.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Columbia Predator,,Columbia Tools,Official Section,Columbia Predator,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,2,sku_found_in_pdf_text,PMHS,matched,1
,simple,PTAPER,columbia-tools-columbia-predator-carbon-fiber-53-inch-length-ptaper,Columbia Tools Columbia Predator (Carbon Fiber) (53 inch length),0,hidden,Columbia One Predator Taper in Automatic Tapers.,Columbia One Predator Taper in Automatic Tapers. Structured temp catalog entry with options: Columbia One Predator Taper. Source pages: https://www.columbiatools.com/columbia-tools/automatic-tapers/columbia-one-predator-taper/,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Automatic Taper,"products/Production/launch_images/normalized/columbia_tools_ptaper_01.webp, products/Production/launch_images/normalized/columbia_tools_ptaper_02.webp, products/Production/launch_images/normalized/columbia_tools_ptaper_03.webp",Columbia Tools,Official Section,Automatic Taper,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,5,sku_found_in_pdf_text,PTAPER,matched,1
,simple,PTS,columbia-tools-predator-tactical-set-pts,Columbia Tools Predator Tactical Set,0,hidden,Official Columbia catalog item: Predator Tactical Set.,Official Columbia catalog item: Predator Tactical Set. Section: Columbia Family of Sets. Source listing: need to completely finish a job. PTS Predator Tactical Set. Catalog page(s): 3.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Columbia Family of Sets,products/Production/launch_images/normalized/columbia_tools_pts_01.webp,Columbia Tools,Official Section,Columbia Family of Sets,1,0,Catalog Item Type,tool_set,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,3,sku_found_in_pdf_text,PTS,matched,1
,simple,RC,columbia-tools-columbia-road-case-rc,Columbia Tools Columbia Road Case,0,hidden,Official Columbia catalog item: Columbia Road Case.,Official Columbia catalog item: Columbia Road Case. Section: Tool Cases. Source listing: RC Columbia Road Case. Catalog page(s): 22.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Tool Cases,"products/Production/launch_images/normalized/columbia_tools_rc_01.webp, products/Production/launch_images/normalized/columbia_tools_rc_02.webp, products/Production/launch_images/normalized/columbia_tools_rc_03.webp",Columbia Tools,Official Section,Tool Cases,1,0,Catalog Item Type,case,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,22,sku_found_in_pdf_text,RC,matched,
,simple,SACS,columbia-tools-commando-set-sacs,Columbia Tools Commando Set,0,hidden,Official Columbia catalog item: Commando Set.,Official Columbia catalog item: Commando Set. Section: Columbia Family of Sets. Source listing: SACS Commando Set. Catalog page(s): 3.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Columbia Family of Sets,"products/Production/launch_images/normalized/columbia_tools_sacs_01.webp, products/Production/launch_images/normalized/columbia_tools_sacs_02.webp",Columbia Tools,Official Section,Columbia Family of Sets,1,0,Catalog Item Type,tool_set,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,3,sku_found_in_pdf_text,SACS,matched,1
,simple,SAT,columbia-tools-semi-automatic-taper-sat,Columbia Tools Semi Automatic Taper,0,hidden,Columbia Semi Automatic Taper in Semi Automatic Taper.,Columbia Semi Automatic Taper in Semi Automatic Taper. Structured temp catalog entry with options: Semi Automatic Taper. Source pages: https://www.columbiatools.com/columbia-tools/semi-automatic-taper/semi-automatic-taper/,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Semi Automatic Taper,products/Production/launch_images/normalized/columbia_tools_sat_01.webp,Columbia Tools,Official Section,Semi Automatic Taper / Compound Tubes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,18,sku_found_in_pdf_text,SAT,matched,1
,simple,SPTAPER,columbia-tools-columbia-predator-sawed-off-carbon-fiber-39-inch-length-sptaper,Columbia Tools Columbia Predator Sawed Off (Carbon Fiber) (39 inch length),0,hidden,Official Columbia catalog item: Columbia Predator Sawed Off (Carbon Fiber) (39 inch length).,Official Columbia catalog item: Columbia Predator Sawed Off (Carbon Fiber) (39 inch length). Section: Automatic Taper. Source listing: SPTAPER Columbia Predator Sawed Off. Catalog page(s): 5.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Automatic Taper,"products/Production/launch_images/normalized/columbia_tools_sptaper_01.webp, products/Production/launch_images/normalized/columbia_tools_sptaper_02.webp, products/Production/launch_images/normalized/columbia_tools_sptaper_03.webp",Columbia Tools,Official Section,Automatic Taper,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,5,sku_found_in_pdf_text,SPTAPER,matched,1
,simple,STAPER,columbia-tools-columbia-sawed-off-taper-39-inch-length-staper,Columbia Tools Columbia Sawed Off Taper (39 inch length),0,hidden,Official Columbia catalog item: Columbia Sawed Off Taper (39 inch length).,Official Columbia catalog item: Columbia Sawed Off Taper (39 inch length). Section: Automatic Taper. Source listing: STAPER Columbia Sawed Off Taper. Catalog page(s): 5.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Automatic Taper,"products/Production/launch_images/normalized/columbia_tools_staper_01.webp, products/Production/launch_images/normalized/columbia_tools_staper_02.webp, products/Production/launch_images/normalized/columbia_tools_staper_03.webp",Columbia Tools,Official Section,Automatic Taper,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,5,sku_found_in_pdf_text,STAPER,matched,1
,simple,TAPER,columbia-tools-columbia-automatic-taper-53-inch-length-taper,Columbia Tools Columbia Automatic Taper (53 inch length),0,hidden,Columbia Automatic Taper in Automatic Tapers.,Columbia Automatic Taper in Automatic Tapers. Structured temp catalog entry with options: Automatic Taper. Source pages: https://www.columbiatools.com/columbia-tools/automatic-tapers/automatic-taper/,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Automatic Taper,products/Production/launch_images/normalized/columbia_tools_taper_01.webp,Columbia Tools,Official Section,Automatic Taper,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,5,sku_found_in_pdf_text,TAPER,matched,1
,simple,TBBF,columbia-tools-tall-boy-box-filler-tbbf,Columbia Tools Tall Boy Box Filler,0,hidden,Official Columbia catalog item: Tall Boy Box Filler.,Official Columbia catalog item: Tall Boy Box Filler. Section: Mud Pumps. Source listing: TBBF Tall Boy Box Filler. Catalog page(s): 14.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Mud Pumps,products/Production/launch_images/normalized/columbia_tools_tbbf_01.webp,Columbia Tools,Official Section,Mud Pumps,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,sku_found_in_pdf_text,TBBF,matched,1
,simple,TBGN,columbia-tools-tall-boy-gooseneck-tbgn,Columbia Tools Tall Boy Gooseneck,0,hidden,Official Columbia catalog item: Tall Boy Gooseneck.,Official Columbia catalog item: Tall Boy Gooseneck. Section: Mud Pumps. Source listing: TBGN Tall Boy Gooseneck. Catalog page(s): 14.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Mud Pumps,products/Production/launch_images/normalized/columbia_tools_tbgn_01.webp,Columbia Tools,Official Section,Mud Pumps,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,sku_found_in_pdf_text,TBGN,matched,1
,simple,TBMP,columbia-tools-tall-boy-hot-mud-pump-tbmp,Columbia Tools Tall Boy Hot Mud Pump,0,hidden,Columbia Tall Boy Mud Pump in Pumps.,Columbia Tall Boy Mud Pump in Pumps. Structured temp catalog entry with options: Tall Boy Mud Pump. Source pages: https://www.columbiatools.com/columbia-tools/pumps/tall-boy-mud-pump/,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Mud Pumps,products/Production/launch_images/normalized/columbia_tools_tbmp_01.webp,Columbia Tools,Official Section,Mud Pumps,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,sku_found_in_pdf_text,TBMP,matched,1
,simple,TCS,columbia-tools-columbia-gun-case-tcs,Columbia Tools Columbia Gun Case,0,hidden,Official Columbia catalog item: Columbia Gun Case.,Official Columbia catalog item: Columbia Gun Case. Section: Tool Cases. Source listing: TCS Columbia Gun Case. Catalog page(s): 22.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Tool Cases,"products/Production/launch_images/normalized/columbia_tools_tcs_01.webp, products/Production/launch_images/normalized/columbia_tools_tcs_02.webp",Columbia Tools,Official Section,Tool Cases,1,0,Catalog Item Type,case,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,22,sku_found_in_pdf_text,TCS,matched,1
,simple,TL38,columbia-tools-twist-lock-handle-w-pha-tl38,Columbia Tools Twist Lock Handle w PHA,0,hidden,Columbia Twist Lock Handle in Handles.,Columbia Twist Lock Handle in Handles. Structured temp catalog entry with options: Twist Lock Handle. Source pages: https://www.columbiatools.com/columbia-tools/handles/twist-lock-handle/,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Sanders,"products/Production/launch_images/normalized/columbia_tools_tl38_01.webp, products/Production/launch_images/normalized/columbia_tools_tl38_02.webp",Columbia Tools,Official Section,Sanders,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,21,sku_found_in_pdf_text,TL-3-8,matched,1
,simple,TS,columbia-tools-tactical-set-ts,Columbia Tools Tactical Set,0,hidden,Official Columbia catalog item: Tactical Set.,Official Columbia catalog item: Tactical Set. Section: Columbia Family of Sets. Source listing: COLUMBIA FAMILY OF SETS. Catalog page(s): 3.,,,taxable,1,Drywall Finishing Tools > Columbia Tools > Columbia Family of Sets,products/Production/launch_images/normalized/columbia_tools_ts_01.webp,Columbia Tools,Official Section,Columbia Family of Sets,1,0,Catalog Item Type,tool_set,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,3,sku_found_in_pdf_text,TS,matched,1
,simple,TSB10,columbia-tools-10-tomahawk-tsb10,"Columbia Tools 10"" Tomahawk",0,hidden,"Official Columbia catalog item: 10"" Tomahawk.","Official Columbia catalog item: 10"" Tomahawk. Section: Smoothing Blades. Source listing: TSB-10 10” Tomahawk. Catalog page(s): 15.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Smoothing Blades,"products/Production/launch_images/normalized/columbia_tools_tsb10_01.webp, products/Production/launch_images/normalized/columbia_tools_tsb10_02.webp",Columbia Tools,Official Section,Smoothing Blades,1,0,Catalog Item Type,smoothing_tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,15,sku_found_in_pdf_text,TSB-10,matched,1
,simple,TSB12,columbia-tools-12-tomahawk-tsb12,"Columbia Tools 12"" Tomahawk",0,hidden,"Official Columbia catalog item: 12"" Tomahawk.","Official Columbia catalog item: 12"" Tomahawk. Section: Smoothing Blades. Source listing: TSB-12 12” Tomahawk. Catalog page(s): 15.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Smoothing Blades,"products/Production/launch_images/normalized/columbia_tools_tsb12_01.webp, products/Production/launch_images/normalized/columbia_tools_tsb12_02.webp",Columbia Tools,Official Section,Smoothing Blades,1,0,Catalog Item Type,smoothing_tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,15,sku_found_in_pdf_text,TSB-12,matched,1
,simple,TSB14,columbia-tools-14-tomahawk-tsb14,"Columbia Tools 14"" Tomahawk",0,hidden,"Official Columbia catalog item: 14"" Tomahawk.","Official Columbia catalog item: 14"" Tomahawk. Section: Smoothing Blades. Source listing: TSB-14 14” Tomahawk. Catalog page(s): 15.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Smoothing Blades,"products/Production/launch_images/normalized/columbia_tools_tsb14_01.webp, products/Production/launch_images/normalized/columbia_tools_tsb14_02.webp",Columbia Tools,Official Section,Smoothing Blades,1,0,Catalog Item Type,smoothing_tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,15,sku_found_in_pdf_text,TSB-14,missing_in_tsw,
,simple,TSB18,columbia-tools-18-tomahawk-tsb18,"Columbia Tools 18"" Tomahawk",0,hidden,"Official Columbia catalog item: 18"" Tomahawk.","Official Columbia catalog item: 18"" Tomahawk. Section: Smoothing Blades. Source listing: TSB-18 18” Tomahawk. Catalog page(s): 15.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Smoothing Blades,"products/Production/launch_images/normalized/columbia_tools_tsb18_01.webp, products/Production/launch_images/normalized/columbia_tools_tsb18_02.webp",Columbia Tools,Official Section,Smoothing Blades,1,0,Catalog Item Type,smoothing_tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,15,sku_found_in_pdf_text,TSB-18,matched,1
,simple,TSB24,columbia-tools-24-tomahawk-tsb24,"Columbia Tools 24"" Tomahawk",0,hidden,"Official Columbia catalog item: 24"" Tomahawk.","Official Columbia catalog item: 24"" Tomahawk. Section: Smoothing Blades. Source listing: TSB-24 24” Tomahawk. Catalog page(s): 15.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Smoothing Blades,"products/Production/launch_images/normalized/columbia_tools_tsb24_01.webp, products/Production/launch_images/normalized/columbia_tools_tsb24_02.webp",Columbia Tools,Official Section,Smoothing Blades,1,0,Catalog Item Type,smoothing_tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,15,sku_found_in_pdf_text,TSB-24,matched,1
,simple,TSB32,columbia-tools-32-tomahawk-tsb32,"Columbia Tools 32"" Tomahawk",0,hidden,"Official Columbia catalog item: 32"" Tomahawk.","Official Columbia catalog item: 32"" Tomahawk. Section: Smoothing Blades. Source listing: TSB-32 32” Tomahawk. Catalog page(s): 15.",,,taxable,1,Drywall Finishing Tools > Columbia Tools > Smoothing Blades,"products/Production/launch_images/normalized/columbia_tools_tsb32_01.webp, products/Production/launch_images/normalized/columbia_tools_tsb32_02.webp",Columbia Tools,Official Section,Smoothing Blades,1,0,Catalog Item Type,smoothing_tool,1,0,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,15,sku_found_in_pdf_text,TSB-32,matched,1
