Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Categories,Tags,Brands,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_canonical,meta:seo_robots,meta:seo_focus_keyword,meta:seo_secondary_keywords,meta:schema_brand,meta:schema_mpn,meta:schema_condition
variation,TSB-32,COL-TOMAHAWK-SMOOTHING-BLADE,columbia-tomahawk-smoothing-blade-32-tsb-32,"Columbia Tomahawk Smoothing Blade - 32""",1,visible,Official Columbia Tomahawk smoothing blades in production sizes.,<p>Columbia Tomahawk Smoothing Blade - 32&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 32&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 16.</em></p>,136.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Knives & Blades,"Columbia, Official Columbia Catalog, Tools Only, Variation, Smoothing Blades",Columbia,,COL-TOMAHAWK-SMOOTHING-BLADE,7,Size,"32""",,1.0,1.0,,,,,,"Columbia Tomahawk Smoothing Blade - 32"", TSB-32, Columbia tools, Smoothing Blades, drywall finishing tools","Columbia Tomahawk Smoothing Blade - 32"" | Columbia Drywall Tools","Shop Columbia Tomahawk Smoothing Blade - 32"", an official Columbia smoothing blades product for professional drywall finishing.",,"index,follow","Columbia Tomahawk Smoothing Blade - 32""","Columbia Smoothing Blades, drywall finishing tools, TSB-32",Columbia,TSB-32,NewCondition
variation,TSB-40,COL-TOMAHAWK-SMOOTHING-BLADE,columbia-tomahawk-smoothing-blade-40-tsb-40,"Columbia Tomahawk Smoothing Blade - 40""",1,visible,Official Columbia Tomahawk smoothing blades in production sizes.,<p>Columbia Tomahawk Smoothing Blade - 40&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 40&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 16.</em></p>,168.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Knives & Blades,"Columbia, Official Columbia Catalog, Tools Only, Variation, Smoothing Blades",Columbia,,COL-TOMAHAWK-SMOOTHING-BLADE,8,Size,"40""",,1.0,1.0,,,,,,"Columbia Tomahawk Smoothing Blade - 40"", TSB-40, Columbia tools, Smoothing Blades, drywall finishing tools","Columbia Tomahawk Smoothing Blade - 40"" | Columbia Drywall Tools","Shop Columbia Tomahawk Smoothing Blade - 40"", an official Columbia smoothing blades product for professional drywall finishing.",,"index,follow","Columbia Tomahawk Smoothing Blade - 40""","Columbia Smoothing Blades, drywall finishing tools, TSB-40",Columbia,TSB-40,NewCondition
variation,TSB-48,COL-TOMAHAWK-SMOOTHING-BLADE,columbia-tomahawk-smoothing-blade-48-tsb-48,"Columbia Tomahawk Smoothing Blade - 48""",1,visible,Official Columbia Tomahawk smoothing blades in production sizes.,<p>Columbia Tomahawk Smoothing Blade - 48&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 48&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 16.</em></p>,221.0,taxable,0,,0,0,8.0,,,,Drywall Finishing Tools > Columbia > Knives & Blades,"Columbia, Official Columbia Catalog, Tools Only, Variation, Smoothing Blades",Columbia,,COL-TOMAHAWK-SMOOTHING-BLADE,9,Size,"48""",,1.0,1.0,,,,,,"Columbia Tomahawk Smoothing Blade - 48"", TSB-48, Columbia tools, Smoothing Blades, drywall finishing tools","Columbia Tomahawk Smoothing Blade - 48"" | Columbia Drywall Tools","Shop Columbia Tomahawk Smoothing Blade - 48"", an official Columbia smoothing blades product for professional drywall finishing.",,"index,follow","Columbia Tomahawk Smoothing Blade - 48""","Columbia Smoothing Blades, drywall finishing tools, TSB-48",Columbia,TSB-48,NewCondition
variable,COL-ONE-HANDLE,,columbia-one-handle,Columbia One Handle,1,visible,Official Columbia One handle system for compatible finishing tools.,<p>Columbia One Handle is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Handles & Extensions,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Columbia One Handles",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-one-fixed-handle-4-C1H-01.webp,,0,Model,4' Fixed | 3' - 5' Extendible | 4' - 8' Long Extendible | Stubby,1.0,1.0,1.0,,,,,,"Columbia One Handle, COL-ONE-HANDLE, Columbia tools, Columbia One Handles, drywall finishing tools",Columbia One Handle | Columbia Drywall Tools,"Shop Columbia One Handle, an official Columbia columbia one handles product for professional drywall finishing.",,"index,follow",Columbia One Handle,"Columbia Columbia One Handles, drywall finishing tools, COL-ONE-HANDLE",Columbia,COL-ONE-HANDLE,NewCondition
variation,C1H,COL-ONE-HANDLE,columbia-one-handle-4-fixed-c1h,Columbia One Handle - 4' Fixed,1,visible,Official Columbia One handle system for compatible finishing tools.,<p>Columbia One Handle - 4&#x27; Fixed is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: 4&#x27; Fixed</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 17.</em></p>,35.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Handles & Extensions,"Columbia, Official Columbia Catalog, Tools Only, Variation, Columbia One Handles",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-one-fixed-handle-4-C1H-01.webp,COL-ONE-HANDLE,1,Model,4' Fixed,,1.0,1.0,,,,,,"Columbia One Handle - 4' Fixed, C1H, Columbia tools, Columbia One Handles, drywall finishing tools",Columbia One Handle - 4' Fixed | Columbia Drywall Tools,"Shop Columbia One Handle - 4' Fixed, an official Columbia columbia one handles product for professional drywall finishing.",,"index,follow",Columbia One Handle - 4' Fixed,"Columbia Columbia One Handles, drywall finishing tools, C1H",Columbia,C1H,NewCondition
variation,C1HEXT,COL-ONE-HANDLE,columbia-one-handle-3-5-extendible-c1hext,Columbia One Handle - 3' - 5' Extendible,1,visible,Official Columbia One handle system for compatible finishing tools.,<p>Columbia One Handle - 3&#x27; - 5&#x27; Extendible is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: 3&#x27; - 5&#x27; Extendible</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 17.</em></p>,128.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Handles & Extensions,"Columbia, Official Columbia Catalog, Tools Only, Variation, Columbia One Handles",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-one-extendable-handle-3-C1HEXT-01.webp,COL-ONE-HANDLE,2,Model,3' - 5' Extendible,,1.0,1.0,,,,,,"Columbia One Handle - 3' - 5' Extendible, C1HEXT, Columbia tools, Columbia One Handles, drywall finishing tools",Columbia One Handle - 3' - 5' Extendible | Columbia Drywall Tools,"Shop Columbia One Handle - 3' - 5' Extendible, an official Columbia columbia one handles product for professional drywall finishing.",,"index,follow",Columbia One Handle - 3' - 5' Extendible,"Columbia Columbia One Handles, drywall finishing tools, C1HEXT",Columbia,C1HEXT,NewCondition
variation,CHXL,COL-ONE-HANDLE,columbia-one-handle-4-8-long-extendible-chxl,Columbia One Handle - 4' - 8' Long Extendible,1,visible,Official Columbia One handle system for compatible finishing tools.,<p>Columbia One Handle - 4&#x27; - 8&#x27; Long Extendible is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: 4&#x27; - 8&#x27; Long Extendible</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 17.</em></p>,150.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Handles & Extensions,"Columbia, Official Columbia Catalog, Tools Only, Variation, Columbia One Handles",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-long-extendable-handle-4-8-CHXL-01.webp,COL-ONE-HANDLE,3,Model,4' - 8' Long Extendible,,1.0,1.0,,,,,,"Columbia One Handle - 4' - 8' Long Extendible, CHXL, Columbia tools, Columbia One Handles, drywall finishing tools",Columbia One Handle - 4' - 8' Long Extendible | Columbia Drywall Tools,"Shop Columbia One Handle - 4' - 8' Long Extendible, an official Columbia columbia one handles product for professional drywall finishing.",,"index,follow",Columbia One Handle - 4' - 8' Long Extendible,"Columbia Columbia One Handles, drywall finishing tools, CHXL",Columbia,CHXL,NewCondition
variation,C1HS,COL-ONE-HANDLE,columbia-one-handle-stubby-c1hs,Columbia One Handle - Stubby,1,visible,Official Columbia One handle system for compatible finishing tools.,<p>Columbia One Handle - Stubby is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: Stubby</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 17.</em></p>,40.0,taxable,1,,0,0,3.0,,,,Drywall Finishing Tools > Columbia > Handles & Extensions,"Columbia, Official Columbia Catalog, Tools Only, Variation, Columbia One Handles",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-one-fixed-handle-4-C1H-01.webp,COL-ONE-HANDLE,4,Model,Stubby,,1.0,1.0,,,,,,"Columbia One Handle - Stubby, C1HS, Columbia tools, Columbia One Handles, drywall finishing tools",Columbia One Handle - Stubby | Columbia Drywall Tools,"Shop Columbia One Handle - Stubby, an official Columbia columbia one handles product for professional drywall finishing.",,"index,follow",Columbia One Handle - Stubby,"Columbia Columbia One Handles, drywall finishing tools, C1HS",Columbia,C1HS,NewCondition
variable,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,,columbia-180-grip-flat-box-handle,Columbia 180 Grip Flat Box Handle,1,visible,Official Columbia flat box handles for finishing boxes.,<p>Columbia 180 Grip Flat Box Handle is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia box-family finishing tool</li><li>Designed for professional compound application</li><li>Grouped into size-correct WooCommerce variations where applicable</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Flat Box Handles",Columbia,,,0,Handle Length,"3' | 42"" | 4' | 5' | 6'",1.0,1.0,1.0,,,,,,"Columbia 180 Grip Flat Box Handle, COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH, Columbia tools, Flat Box Handles, drywall finishing tools",Columbia 180 Grip Flat Box Handle | Columbia Drywall Tools,"Shop Columbia 180 Grip Flat Box Handle, an official Columbia flat box handles product for professional drywall finishing.",,"index,follow",Columbia 180 Grip Flat Box Handle,"Columbia Flat Box Handles, drywall finishing tools, COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH",Columbia,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,NewCondition
variation,3BH,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,columbia-180-grip-flat-box-handle-3-3bh,Columbia 180 Grip Flat Box Handle - 3',1,visible,Official Columbia flat box handles for finishing boxes.,<p>Columbia 180 Grip Flat Box Handle - 3&#x27; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Handle Length: 3&#x27;</li><li>Official Columbia box-family finishing tool</li><li>Designed for professional compound application</li><li>Grouped into size-correct WooCommerce variations where applicable</li></ul><p><em>Catalog source page: 18.</em></p>,174.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Flat Box Handles",Columbia,,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,1,Handle Length,3',,1.0,1.0,,,,,,"Columbia 180 Grip Flat Box Handle - 3', 3BH, Columbia tools, Flat Box Handles, drywall finishing tools",Columbia 180 Grip Flat Box Handle - 3' | Columbia Drywall Tools,"Shop Columbia 180 Grip Flat Box Handle - 3', an official Columbia flat box handles product for professional drywall finishing.",,"index,follow",Columbia 180 Grip Flat Box Handle - 3',"Columbia Flat Box Handles, drywall finishing tools, 3BH",Columbia,3BH,NewCondition
variation,42BH,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,columbia-180-grip-flat-box-handle-42-42bh,"Columbia 180 Grip Flat Box Handle - 42""",1,visible,Official Columbia flat box handles for finishing boxes.,<p>Columbia 180 Grip Flat Box Handle - 42&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Handle Length: 42&quot;</li><li>Official Columbia box-family finishing tool</li><li>Designed for professional compound application</li><li>Grouped into size-correct WooCommerce variations where applicable</li></ul><p><em>Catalog source page: 18.</em></p>,175.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Flat Box Handles",Columbia,,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,2,Handle Length,"42""",,1.0,1.0,,,,,,"Columbia 180 Grip Flat Box Handle - 42"", 42BH, Columbia tools, Flat Box Handles, drywall finishing tools","Columbia 180 Grip Flat Box Handle - 42"" | Columbia Drywall Tools","Shop Columbia 180 Grip Flat Box Handle - 42"", an official Columbia flat box handles product for professional drywall finishing.",,"index,follow","Columbia 180 Grip Flat Box Handle - 42""","Columbia Flat Box Handles, drywall finishing tools, 42BH",Columbia,42BH,NewCondition
variation,4BH,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,columbia-180-grip-flat-box-handle-4-4bh,Columbia 180 Grip Flat Box Handle - 4',1,visible,Official Columbia flat box handles for finishing boxes.,<p>Columbia 180 Grip Flat Box Handle - 4&#x27; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Handle Length: 4&#x27;</li><li>Official Columbia box-family finishing tool</li><li>Designed for professional compound application</li><li>Grouped into size-correct WooCommerce variations where applicable</li></ul><p><em>Catalog source page: 18.</em></p>,176.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Flat Box Handles",Columbia,,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,3,Handle Length,4',,1.0,1.0,,,,,,"Columbia 180 Grip Flat Box Handle - 4', 4BH, Columbia tools, Flat Box Handles, drywall finishing tools",Columbia 180 Grip Flat Box Handle - 4' | Columbia Drywall Tools,"Shop Columbia 180 Grip Flat Box Handle - 4', an official Columbia flat box handles product for professional drywall finishing.",,"index,follow",Columbia 180 Grip Flat Box Handle - 4',"Columbia Flat Box Handles, drywall finishing tools, 4BH",Columbia,4BH,NewCondition
variation,5BH,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,columbia-180-grip-flat-box-handle-5-5bh,Columbia 180 Grip Flat Box Handle - 5',1,visible,Official Columbia flat box handles for finishing boxes.,<p>Columbia 180 Grip Flat Box Handle - 5&#x27; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Handle Length: 5&#x27;</li><li>Official Columbia box-family finishing tool</li><li>Designed for professional compound application</li><li>Grouped into size-correct WooCommerce variations where applicable</li></ul><p><em>Catalog source page: 18.</em></p>,177.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Flat Box Handles",Columbia,,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,4,Handle Length,5',,1.0,1.0,,,,,,"Columbia 180 Grip Flat Box Handle - 5', 5BH, Columbia tools, Flat Box Handles, drywall finishing tools",Columbia 180 Grip Flat Box Handle - 5' | Columbia Drywall Tools,"Shop Columbia 180 Grip Flat Box Handle - 5', an official Columbia flat box handles product for professional drywall finishing.",,"index,follow",Columbia 180 Grip Flat Box Handle - 5',"Columbia Flat Box Handles, drywall finishing tools, 5BH",Columbia,5BH,NewCondition
variation,6BH,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,columbia-180-grip-flat-box-handle-6-6bh,Columbia 180 Grip Flat Box Handle - 6',1,visible,Official Columbia flat box handles for finishing boxes.,<p>Columbia 180 Grip Flat Box Handle - 6&#x27; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Handle Length: 6&#x27;</li><li>Official Columbia box-family finishing tool</li><li>Designed for professional compound application</li><li>Grouped into size-correct WooCommerce variations where applicable</li></ul><p><em>Catalog source page: 18.</em></p>,178.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Flat Box Handles",Columbia,,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,5,Handle Length,6',,1.0,1.0,,,,,,"Columbia 180 Grip Flat Box Handle - 6', 6BH, Columbia tools, Flat Box Handles, drywall finishing tools",Columbia 180 Grip Flat Box Handle - 6' | Columbia Drywall Tools,"Shop Columbia 180 Grip Flat Box Handle - 6', an official Columbia flat box handles product for professional drywall finishing.",,"index,follow",Columbia 180 Grip Flat Box Handle - 6',"Columbia Flat Box Handles, drywall finishing tools, 6BH",Columbia,6BH,NewCondition
variable,COL-MATRIX-BOX-HANDLE,,columbia-matrix-box-handle,Columbia Matrix Box Handle,1,visible,Official Columbia flat box handles for finishing boxes.,<p>Columbia Matrix Box Handle is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia box-family finishing tool</li><li>Designed for professional compound application</li><li>Grouped into size-correct WooCommerce variations where applicable</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Flat Box Handles",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-matrix-box-handle-short-29-to-39-MHS-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-matrix-box-handle-short-29-to-39-MHS-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-matrix-box-handle-short-29-to-39-MHS-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-matrix-box-handle-short-29-to-39-MHS-04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-matrix-box-handle-short-29-to-39-MHS-05.webp",,0,Size,"Short 29"" to 39"" | Regular 40"" to 60"" | Long 56"" to 76""",1.0,1.0,1.0,,,,,,"Columbia Matrix Box Handle, COL-MATRIX-BOX-HANDLE, Columbia tools, Flat Box Handles, drywall finishing tools",Columbia Matrix Box Handle | Columbia Drywall Tools,"Shop Columbia Matrix Box Handle, an official Columbia flat box handles product for professional drywall finishing.",,"index,follow",Columbia Matrix Box Handle,"Columbia Flat Box Handles, drywall finishing tools, COL-MATRIX-BOX-HANDLE",Columbia,COL-MATRIX-BOX-HANDLE,NewCondition
variation,MHS,COL-MATRIX-BOX-HANDLE,columbia-matrix-box-handle-short-29-to-39-mhs,"Columbia Matrix Box Handle - Short 29"" to 39""",1,visible,Official Columbia flat box handles for finishing boxes.,<p>Columbia Matrix Box Handle - Short 29&quot; to 39&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: Short 29&quot; to 39&quot;</li><li>Official Columbia box-family finishing tool</li><li>Designed for professional compound application</li><li>Grouped into size-correct WooCommerce variations where applicable</li></ul><p><em>Catalog source page: 18.</em></p>,375.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Flat Box Handles",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-matrix-box-handle-short-29-to-39-MHS-01.webp,COL-MATRIX-BOX-HANDLE,1,Size,"Short 29"" to 39""",,1.0,1.0,,,,,,"Columbia Matrix Box Handle - Short 29"" to 39"", MHS, Columbia tools, Flat Box Handles, drywall finishing tools","Columbia Matrix Box Handle - Short 29"" to 39"" | Columbia Drywall Tools","Shop Columbia Matrix Box Handle - Short 29"" to 39"", an official Columbia flat box handles product for professional drywall finishing.",,"index,follow","Columbia Matrix Box Handle - Short 29"" to 39""","Columbia Flat Box Handles, drywall finishing tools, MHS",Columbia,MHS,NewCondition
variation,MH,COL-MATRIX-BOX-HANDLE,columbia-matrix-box-handle-regular-40-to-60-mh,"Columbia Matrix Box Handle - Regular 40"" to 60""",1,visible,Official Columbia flat box handles for finishing boxes.,<p>Columbia Matrix Box Handle - Regular 40&quot; to 60&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: Regular 40&quot; to 60&quot;</li><li>Official Columbia box-family finishing tool</li><li>Designed for professional compound application</li><li>Grouped into size-correct WooCommerce variations where applicable</li></ul><p><em>Catalog source page: 18.</em></p>,409.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Flat Box Handles",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-matrix-box-handle-short-29-to-39-MHS-01.webp,COL-MATRIX-BOX-HANDLE,2,Size,"Regular 40"" to 60""",,1.0,1.0,,,,,,"Columbia Matrix Box Handle - Regular 40"" to 60"", MH, Columbia tools, Flat Box Handles, drywall finishing tools","Columbia Matrix Box Handle - Regular 40"" to 60"" | Columbia Drywall Tools","Shop Columbia Matrix Box Handle - Regular 40"" to 60"", an official Columbia flat box handles product for professional drywall finishing.",,"index,follow","Columbia Matrix Box Handle - Regular 40"" to 60""","Columbia Flat Box Handles, drywall finishing tools, MH",Columbia,MH,NewCondition
variation,MHL,COL-MATRIX-BOX-HANDLE,columbia-matrix-box-handle-long-56-to-76-mhl,"Columbia Matrix Box Handle - Long 56"" to 76""",1,visible,Official Columbia flat box handles for finishing boxes.,<p>Columbia Matrix Box Handle - Long 56&quot; to 76&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: Long 56&quot; to 76&quot;</li><li>Official Columbia box-family finishing tool</li><li>Designed for professional compound application</li><li>Grouped into size-correct WooCommerce variations where applicable</li></ul><p><em>Catalog source page: 18.</em></p>,495.0,taxable,1,,0,0,7.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Flat Box Handles",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-matrix-box-handle-short-29-to-39-MHS-01.webp,COL-MATRIX-BOX-HANDLE,3,Size,"Long 56"" to 76""",,1.0,1.0,,,,,,"Columbia Matrix Box Handle - Long 56"" to 76"", MHL, Columbia tools, Flat Box Handles, drywall finishing tools","Columbia Matrix Box Handle - Long 56"" to 76"" | Columbia Drywall Tools","Shop Columbia Matrix Box Handle - Long 56"" to 76"", an official Columbia flat box handles product for professional drywall finishing.",,"index,follow","Columbia Matrix Box Handle - Long 56"" to 76""","Columbia Flat Box Handles, drywall finishing tools, MHL",Columbia,MHL,NewCondition
variable,COL-COMPOUND-TUBE,,columbia-compound-tube,Columbia Compound Tube,1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Compound Tube is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Semi Automatic Tools",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-compound-tube-24-CMT24-01.webp,,0,Size,"24"" | 32"" | 42"" | 55"" | Predator Carbon Fiber 42""",1.0,1.0,1.0,,,,,,"Columbia Compound Tube, COL-COMPOUND-TUBE, Columbia tools, Semi Automatic Tools, drywall finishing tools",Columbia Compound Tube | Columbia Drywall Tools,"Shop Columbia Compound Tube, an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow",Columbia Compound Tube,"Columbia Semi Automatic Tools, drywall finishing tools, COL-COMPOUND-TUBE",Columbia,COL-COMPOUND-TUBE,NewCondition
variation,CMT24,COL-COMPOUND-TUBE,columbia-compound-tube-24-cmt24,"Columbia Compound Tube - 24""",1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Compound Tube - 24&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 24&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 19.</em></p>,158.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Semi Automatic Tools",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-compound-tube-24-CMT24-01.webp,COL-COMPOUND-TUBE,1,Size,"24""",,1.0,1.0,,,,,,"Columbia Compound Tube - 24"", CMT24, Columbia tools, Semi Automatic Tools, drywall finishing tools","Columbia Compound Tube - 24"" | Columbia Drywall Tools","Shop Columbia Compound Tube - 24"", an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow","Columbia Compound Tube - 24""","Columbia Semi Automatic Tools, drywall finishing tools, CMT24",Columbia,CMT24,NewCondition
