Brands,Type,SKU,MPN,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Categories,Tags,Product Role,Tool Family,Builder Eligible,Builder Slot,Catalog Source,Catalog Verified,Source Page,Source Confidence,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations
Columbia,simple,TBMP,TBMP,,columbia-tall-boy-hot-mud-pump,Columbia Tall Boy Hot Mud Pump,1,visible,Official Columbia mud pumps item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Tall Boy Hot Mud Pump. Product family: Mud Pumps. Source: Columbia Product Catalogue 2024, page 15.","Tools > Columbia, Tools > Columbia > Mud Pumps","Columbia, Mud Pumps, official-catalog, tools-only",core_tool,Mud Pumps,yes,mud_pump,customercatalogue2024-3.pdf-3.pdf,yes,15,verified_pdf,,,,,,0
Columbia,simple,HMP-C,HMP-C,,columbia-hot-mud-pump-cdn,Columbia Hot Mud Pump CDN,1,visible,Official Columbia mud pumps item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Hot Mud Pump CDN. Product family: Mud Pumps. Source: Columbia Product Catalogue 2024, page 15.","Tools > Columbia, Tools > Columbia > Mud Pumps","Columbia, Mud Pumps, official-catalog, tools-only",core_tool,Mud Pumps,yes,mud_pump,customercatalogue2024-3.pdf-3.pdf,yes,15,verified_pdf,,,,,,0
Columbia,simple,BF,BF,,columbia-box-filler,Columbia Box Filler,1,visible,Official Columbia mud pumps item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Box Filler. Product family: Mud Pumps. Source: Columbia Product Catalogue 2024, page 15.","Tools > Columbia, Tools > Columbia > Mud Pumps","Columbia, Mud Pumps, official-catalog, tools-only",accessory,Mud Pumps,yes,pump_accessory,customercatalogue2024-3.pdf-3.pdf,yes,15,verified_pdf,,,,,,0
Columbia,simple,TBBF,TBBF,,columbia-tall-boy-box-filler,Columbia Tall Boy Box Filler,1,visible,Official Columbia mud pumps item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Tall Boy Box Filler. Product family: Mud Pumps. Source: Columbia Product Catalogue 2024, page 15.","Tools > Columbia, Tools > Columbia > Mud Pumps","Columbia, Mud Pumps, official-catalog, tools-only",accessory,Mud Pumps,yes,pump_accessory,customercatalogue2024-3.pdf-3.pdf,yes,15,verified_pdf,,,,,,0
Columbia,simple,GN,GN,,columbia-gooseneck,Columbia Gooseneck,1,visible,Official Columbia mud pumps item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Gooseneck. Product family: Mud Pumps. Source: Columbia Product Catalogue 2024, page 15.","Tools > Columbia, Tools > Columbia > Mud Pumps","Columbia, Mud Pumps, official-catalog, tools-only",accessory,Mud Pumps,yes,pump_accessory,customercatalogue2024-3.pdf-3.pdf,yes,15,verified_pdf,,,,,,0
Columbia,simple,TBGN,TBGN,,columbia-tall-boy-gooseneck,Columbia Tall Boy Gooseneck,1,visible,Official Columbia mud pumps item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Tall Boy Gooseneck. Product family: Mud Pumps. Source: Columbia Product Catalogue 2024, page 15.","Tools > Columbia, Tools > Columbia > Mud Pumps","Columbia, Mud Pumps, official-catalog, tools-only",accessory,Mud Pumps,yes,pump_accessory,customercatalogue2024-3.pdf-3.pdf,yes,15,verified_pdf,,,,,,0
Columbia,simple,TSB-7,TSB-7,,columbia-7-in-tomahawk-smoothing-blade,Columbia 7 in Tomahawk Smoothing Blade,1,visible,Official Columbia smoothing blades item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 7 in Tomahawk Smoothing Blade. Product family: Smoothing Blades. Source: Columbia Product Catalogue 2024, page 16.","Tools > Columbia, Tools > Columbia > Smoothing Blades","Columbia, Smoothing Blades, official-catalog, tools-only",core_tool,Smoothing Blades,yes,smoothing_blade,customercatalogue2024-3.pdf-3.pdf,yes,16,verified_pdf,,,,,,0
Columbia,simple,TSB-10,TSB-10,,columbia-10-in-tomahawk-smoothing-blade,Columbia 10 in Tomahawk Smoothing Blade,1,visible,Official Columbia smoothing blades item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 10 in Tomahawk Smoothing Blade. Product family: Smoothing Blades. Source: Columbia Product Catalogue 2024, page 16.","Tools > Columbia, Tools > Columbia > Smoothing Blades","Columbia, Smoothing Blades, official-catalog, tools-only",core_tool,Smoothing Blades,yes,smoothing_blade,customercatalogue2024-3.pdf-3.pdf,yes,16,verified_pdf,,,,,,0
Columbia,simple,TSB-12,TSB-12,,columbia-12-in-tomahawk-smoothing-blade,Columbia 12 in Tomahawk Smoothing Blade,1,visible,Official Columbia smoothing blades item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 12 in Tomahawk Smoothing Blade. Product family: Smoothing Blades. Source: Columbia Product Catalogue 2024, page 16.","Tools > Columbia, Tools > Columbia > Smoothing Blades","Columbia, Smoothing Blades, official-catalog, tools-only",core_tool,Smoothing Blades,yes,smoothing_blade,customercatalogue2024-3.pdf-3.pdf,yes,16,verified_pdf,,,,,,0
Columbia,simple,TSB-14,TSB-14,,columbia-14-in-tomahawk-smoothing-blade,Columbia 14 in Tomahawk Smoothing Blade,1,visible,Official Columbia smoothing blades item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 14 in Tomahawk Smoothing Blade. Product family: Smoothing Blades. Source: Columbia Product Catalogue 2024, page 16.","Tools > Columbia, Tools > Columbia > Smoothing Blades","Columbia, Smoothing Blades, official-catalog, tools-only",core_tool,Smoothing Blades,yes,smoothing_blade,customercatalogue2024-3.pdf-3.pdf,yes,16,verified_pdf,,,,,,0
Columbia,simple,TSB-18,TSB-18,,columbia-18-in-tomahawk-smoothing-blade,Columbia 18 in Tomahawk Smoothing Blade,1,visible,Official Columbia smoothing blades item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 18 in Tomahawk Smoothing Blade. Product family: Smoothing Blades. Source: Columbia Product Catalogue 2024, page 16.","Tools > Columbia, Tools > Columbia > Smoothing Blades","Columbia, Smoothing Blades, official-catalog, tools-only",core_tool,Smoothing Blades,yes,smoothing_blade,customercatalogue2024-3.pdf-3.pdf,yes,16,verified_pdf,,,,,,0
Columbia,simple,TSB-24,TSB-24,,columbia-24-in-tomahawk-smoothing-blade,Columbia 24 in Tomahawk Smoothing Blade,1,visible,Official Columbia smoothing blades item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 24 in Tomahawk Smoothing Blade. Product family: Smoothing Blades. Source: Columbia Product Catalogue 2024, page 16.","Tools > Columbia, Tools > Columbia > Smoothing Blades","Columbia, Smoothing Blades, official-catalog, tools-only",core_tool,Smoothing Blades,yes,smoothing_blade,customercatalogue2024-3.pdf-3.pdf,yes,16,verified_pdf,,,,,,0
Columbia,simple,TSB-32,TSB-32,,columbia-32-in-tomahawk-smoothing-blade,Columbia 32 in Tomahawk Smoothing Blade,1,visible,Official Columbia smoothing blades item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 32 in Tomahawk Smoothing Blade. Product family: Smoothing Blades. Source: Columbia Product Catalogue 2024, page 16.","Tools > Columbia, Tools > Columbia > Smoothing Blades","Columbia, Smoothing Blades, official-catalog, tools-only",core_tool,Smoothing Blades,yes,smoothing_blade,customercatalogue2024-3.pdf-3.pdf,yes,16,verified_pdf,,,,,,0
Columbia,simple,TSB-40,TSB-40,,columbia-40-in-tomahawk-smoothing-blade,Columbia 40 in Tomahawk Smoothing Blade,1,visible,Official Columbia smoothing blades item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 40 in Tomahawk Smoothing Blade. Product family: Smoothing Blades. Source: Columbia Product Catalogue 2024, page 16.","Tools > Columbia, Tools > Columbia > Smoothing Blades","Columbia, Smoothing Blades, official-catalog, tools-only",core_tool,Smoothing Blades,yes,smoothing_blade,customercatalogue2024-3.pdf-3.pdf,yes,16,verified_pdf,,,,,,0
Columbia,simple,TSB-48,TSB-48,,columbia-48-in-tomahawk-smoothing-blade,Columbia 48 in Tomahawk Smoothing Blade,1,visible,Official Columbia smoothing blades item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 48 in Tomahawk Smoothing Blade. Product family: Smoothing Blades. Source: Columbia Product Catalogue 2024, page 16.","Tools > Columbia, Tools > Columbia > Smoothing Blades","Columbia, Smoothing Blades, official-catalog, tools-only",core_tool,Smoothing Blades,yes,smoothing_blade,customercatalogue2024-3.pdf-3.pdf,yes,16,verified_pdf,,,,,,0
Columbia,simple,CLTHA,CLTHA,,columbia-tomalock-adapter,Columbia Tomalock Adapter,1,visible,Official Columbia smoothing blades item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Tomalock Adapter. Product family: Smoothing Blades. Source: Columbia Product Catalogue 2024, page 16.","Tools > Columbia, Tools > Columbia > Smoothing Blades","Columbia, Smoothing Blades, official-catalog, tools-only",accessory,Smoothing Blades,yes,adapter,customercatalogue2024-3.pdf-3.pdf,yes,16,verified_pdf,,,,,,0
Columbia,simple,C1H,C1H,,columbia-columbia-one-handle,Columbia One Handle,1,visible,Official Columbia columbia one handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Columbia One Handle. Product family: Columbia One Handles. Source: Columbia Product Catalogue 2024, page 17.","Tools > Columbia, Tools > Columbia > Columbia One Handles","Columbia, Columbia One Handles, official-catalog, tools-only",core_tool,Columbia One Handles,yes,angle_head_handle,customercatalogue2024-3.pdf-3.pdf,yes,17,verified_pdf,,,,,,0
Columbia,simple,C1HEXT,C1HEXT,,columbia-columbia-one-extendible-handle-3-5-ft,Columbia One Extendible Handle 3–5 ft,1,visible,Official Columbia columbia one handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Columbia One Extendible Handle 3–5 ft. Product family: Columbia One Handles. Source: Columbia Product Catalogue 2024, page 17.","Tools > Columbia, Tools > Columbia > Columbia One Handles","Columbia, Columbia One Handles, official-catalog, tools-only",core_tool,Columbia One Handles,yes,angle_head_handle,customercatalogue2024-3.pdf-3.pdf,yes,17,verified_pdf,,,,,,0
Columbia,simple,CHXL,CHXL,,columbia-columbia-long-extendible-handle-4-8-ft,Columbia Long Extendible Handle 4–8 ft,1,visible,Official Columbia columbia one handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Columbia Long Extendible Handle 4–8 ft. Product family: Columbia One Handles. Source: Columbia Product Catalogue 2024, page 17.","Tools > Columbia, Tools > Columbia > Columbia One Handles","Columbia, Columbia One Handles, official-catalog, tools-only",core_tool,Columbia One Handles,yes,angle_head_handle,customercatalogue2024-3.pdf-3.pdf,yes,17,verified_pdf,,,,,,0
Columbia,simple,C1HS,C1HS,,columbia-columbia-one-handle-stubby,Columbia One Handle Stubby,1,visible,Official Columbia columbia one handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Columbia One Handle Stubby. Product family: Columbia One Handles. Source: Columbia Product Catalogue 2024, page 17.","Tools > Columbia, Tools > Columbia > Columbia One Handles","Columbia, Columbia One Handles, official-catalog, tools-only",core_tool,Columbia One Handles,yes,angle_head_handle,customercatalogue2024-3.pdf-3.pdf,yes,17,verified_pdf,,,,,,0
Columbia,simple,3BH,3BH,,columbia-3-ft-180-grip-flat-box-handle,Columbia 3 ft 180° Grip Flat Box Handle,1,visible,Official Columbia flat box handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 3 ft 180° Grip Flat Box Handle. Product family: Flat Box Handles. Source: Columbia Product Catalogue 2024, page 18.","Tools > Columbia, Tools > Columbia > Flat Box Handles","Columbia, Flat Box Handles, official-catalog, tools-only",core_tool,Flat Box Handles,yes,flat_box_handle,customercatalogue2024-3.pdf-3.pdf,yes,18,verified_pdf,,,,,,0
Columbia,simple,42BH,42BH,,columbia-42-in-180-grip-flat-box-handle,Columbia 42 in 180° Grip Flat Box Handle,1,visible,Official Columbia flat box handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 42 in 180° Grip Flat Box Handle. Product family: Flat Box Handles. Source: Columbia Product Catalogue 2024, page 18.","Tools > Columbia, Tools > Columbia > Flat Box Handles","Columbia, Flat Box Handles, official-catalog, tools-only",core_tool,Flat Box Handles,yes,flat_box_handle,customercatalogue2024-3.pdf-3.pdf,yes,18,verified_pdf,,,,,,0
Columbia,simple,4BH,4BH,,columbia-4-ft-180-grip-flat-box-handle,Columbia 4 ft 180° Grip Flat Box Handle,1,visible,Official Columbia flat box handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 4 ft 180° Grip Flat Box Handle. Product family: Flat Box Handles. Source: Columbia Product Catalogue 2024, page 18.","Tools > Columbia, Tools > Columbia > Flat Box Handles","Columbia, Flat Box Handles, official-catalog, tools-only",core_tool,Flat Box Handles,yes,flat_box_handle,customercatalogue2024-3.pdf-3.pdf,yes,18,verified_pdf,,,,,,0
Columbia,simple,5BH,5BH,,columbia-5-ft-180-grip-flat-box-handle,Columbia 5 ft 180° Grip Flat Box Handle,1,visible,Official Columbia flat box handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 5 ft 180° Grip Flat Box Handle. Product family: Flat Box Handles. Source: Columbia Product Catalogue 2024, page 18.","Tools > Columbia, Tools > Columbia > Flat Box Handles","Columbia, Flat Box Handles, official-catalog, tools-only",core_tool,Flat Box Handles,yes,flat_box_handle,customercatalogue2024-3.pdf-3.pdf,yes,18,verified_pdf,,,,,,0
Columbia,simple,6BH,6BH,,columbia-6-ft-180-grip-flat-box-handle,Columbia 6 ft 180° Grip Flat Box Handle,1,visible,Official Columbia flat box handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 6 ft 180° Grip Flat Box Handle. Product family: Flat Box Handles. Source: Columbia Product Catalogue 2024, page 18.","Tools > Columbia, Tools > Columbia > Flat Box Handles","Columbia, Flat Box Handles, official-catalog, tools-only",core_tool,Flat Box Handles,yes,flat_box_handle,customercatalogue2024-3.pdf-3.pdf,yes,18,verified_pdf,,,,,,0
Columbia,simple,CMH,CMH,,columbia-closet-monster-handle,Columbia Closet Monster Handle,1,visible,Official Columbia flat box handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Closet Monster Handle. Product family: Flat Box Handles. Source: Columbia Product Catalogue 2024, page 18.","Tools > Columbia, Tools > Columbia > Flat Box Handles","Columbia, Flat Box Handles, official-catalog, tools-only",core_tool,Flat Box Handles,yes,flat_box_handle,customercatalogue2024-3.pdf-3.pdf,yes,18,verified_pdf,,,,,,0
Columbia,simple,MH,MH,,columbia-matrix-flat-box-handle-40-60-in,Columbia Matrix Flat Box Handle 40–60 in,1,visible,Official Columbia flat box handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Matrix Flat Box Handle 40–60 in. Product family: Flat Box Handles. Source: Columbia Product Catalogue 2024, page 18.","Tools > Columbia, Tools > Columbia > Flat Box Handles","Columbia, Flat Box Handles, official-catalog, tools-only",core_tool,Flat Box Handles,yes,flat_box_handle,customercatalogue2024-3.pdf-3.pdf,yes,18,verified_pdf,,,,,,0
Columbia,simple,MHS,MHS,,columbia-matrix-flat-box-handle-29-39-in,Columbia Matrix Flat Box Handle 29–39 in,1,visible,Official Columbia flat box handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Matrix Flat Box Handle 29–39 in. Product family: Flat Box Handles. Source: Columbia Product Catalogue 2024, page 18.","Tools > Columbia, Tools > Columbia > Flat Box Handles","Columbia, Flat Box Handles, official-catalog, tools-only",core_tool,Flat Box Handles,yes,flat_box_handle,customercatalogue2024-3.pdf-3.pdf,yes,18,verified_pdf,,,,,,0
Columbia,simple,MHL,MHL,,columbia-matrix-flat-box-handle-56-76-in,Columbia Matrix Flat Box Handle 56–76 in,1,visible,Official Columbia flat box handles item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Matrix Flat Box Handle 56–76 in. Product family: Flat Box Handles. Source: Columbia Product Catalogue 2024, page 18.","Tools > Columbia, Tools > Columbia > Flat Box Handles","Columbia, Flat Box Handles, official-catalog, tools-only",core_tool,Flat Box Handles,yes,flat_box_handle,customercatalogue2024-3.pdf-3.pdf,yes,18,verified_pdf,,,,,,0
Columbia,simple,SAT,SAT,,columbia-semi-automatic-taper,Columbia Semi Automatic Taper,1,visible,Official Columbia semi automatic tools item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Semi Automatic Taper. Product family: Semi Automatic Tools. Source: Columbia Product Catalogue 2024, page 19.","Tools > Columbia, Tools > Columbia > Semi Automatic Tools","Columbia, Semi Automatic Tools, official-catalog, tools-only",core_tool,Semi Automatic Tools,yes,semi_automatic_taper,customercatalogue2024-3.pdf-3.pdf,yes,19,verified_pdf,,,,,,0
Columbia,simple,CMT24,CMT24,,columbia-24-in-compound-tube,Columbia 24 in Compound Tube,1,visible,Official Columbia semi automatic tools item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 24 in Compound Tube. Product family: Semi Automatic Tools. Source: Columbia Product Catalogue 2024, page 19.","Tools > Columbia, Tools > Columbia > Semi Automatic Tools","Columbia, Semi Automatic Tools, official-catalog, tools-only",core_tool,Semi Automatic Tools,yes,compound_tube,customercatalogue2024-3.pdf-3.pdf,yes,19,verified_pdf,,,,,,0
Columbia,simple,CMT32,CMT32,,columbia-32-in-compound-tube,Columbia 32 in Compound Tube,1,visible,Official Columbia semi automatic tools item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 32 in Compound Tube. Product family: Semi Automatic Tools. Source: Columbia Product Catalogue 2024, page 19.","Tools > Columbia, Tools > Columbia > Semi Automatic Tools","Columbia, Semi Automatic Tools, official-catalog, tools-only",core_tool,Semi Automatic Tools,yes,compound_tube,customercatalogue2024-3.pdf-3.pdf,yes,19,verified_pdf,,,,,,0
Columbia,simple,CMT42,CMT42,,columbia-42-in-compound-tube,Columbia 42 in Compound Tube,1,visible,Official Columbia semi automatic tools item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 42 in Compound Tube. Product family: Semi Automatic Tools. Source: Columbia Product Catalogue 2024, page 19.","Tools > Columbia, Tools > Columbia > Semi Automatic Tools","Columbia, Semi Automatic Tools, official-catalog, tools-only",core_tool,Semi Automatic Tools,yes,compound_tube,customercatalogue2024-3.pdf-3.pdf,yes,19,verified_pdf,,,,,,0
Columbia,simple,CMT55,CMT55,,columbia-55-in-compound-tube,Columbia 55 in Compound Tube,1,visible,Official Columbia semi automatic tools item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 55 in Compound Tube. Product family: Semi Automatic Tools. Source: Columbia Product Catalogue 2024, page 19.","Tools > Columbia, Tools > Columbia > Semi Automatic Tools","Columbia, Semi Automatic Tools, official-catalog, tools-only",core_tool,Semi Automatic Tools,yes,compound_tube,customercatalogue2024-3.pdf-3.pdf,yes,19,verified_pdf,,,,,,0
Columbia,simple,CLT24,CLT24,,columbia-24-in-cam-lock-tube,Columbia 24 in Cam Lock Tube,1,visible,Official Columbia semi automatic tools item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 24 in Cam Lock Tube. Product family: Semi Automatic Tools. Source: Columbia Product Catalogue 2024, page 19.","Tools > Columbia, Tools > Columbia > Semi Automatic Tools","Columbia, Semi Automatic Tools, official-catalog, tools-only",core_tool,Semi Automatic Tools,yes,compound_tube,customercatalogue2024-3.pdf-3.pdf,yes,19,verified_pdf,,,,,,0
Columbia,simple,CLT32,CLT32,,columbia-32-in-cam-lock-tube,Columbia 32 in Cam Lock Tube,1,visible,Official Columbia semi automatic tools item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 32 in Cam Lock Tube. Product family: Semi Automatic Tools. Source: Columbia Product Catalogue 2024, page 19.","Tools > Columbia, Tools > Columbia > Semi Automatic Tools","Columbia, Semi Automatic Tools, official-catalog, tools-only",core_tool,Semi Automatic Tools,yes,compound_tube,customercatalogue2024-3.pdf-3.pdf,yes,19,verified_pdf,,,,,,0
Columbia,simple,CLT42,CLT42,,columbia-42-in-cam-lock-tube,Columbia 42 in Cam Lock Tube,1,visible,Official Columbia semi automatic tools item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 42 in Cam Lock Tube. Product family: Semi Automatic Tools. Source: Columbia Product Catalogue 2024, page 19.","Tools > Columbia, Tools > Columbia > Semi Automatic Tools","Columbia, Semi Automatic Tools, official-catalog, tools-only",core_tool,Semi Automatic Tools,yes,compound_tube,customercatalogue2024-3.pdf-3.pdf,yes,19,verified_pdf,,,,,,0
Columbia,simple,CLT55,CLT55,,columbia-55-in-cam-lock-tube,Columbia 55 in Cam Lock Tube,1,visible,Official Columbia semi automatic tools item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 55 in Cam Lock Tube. Product family: Semi Automatic Tools. Source: Columbia Product Catalogue 2024, page 19.","Tools > Columbia, Tools > Columbia > Semi Automatic Tools","Columbia, Semi Automatic Tools, official-catalog, tools-only",core_tool,Semi Automatic Tools,yes,compound_tube,customercatalogue2024-3.pdf-3.pdf,yes,19,verified_pdf,,,,,,0
Columbia,simple,ICATW,ICATW,,columbia-two-way-internal-corner-applicator-4-wheels,Columbia Two-Way Internal Corner Applicator 4 Wheels,1,visible,Official Columbia mud applicators item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Two-Way Internal Corner Applicator 4 Wheels. Product family: Mud Applicators. Source: Columbia Product Catalogue 2024, page 20.","Tools > Columbia, Tools > Columbia > Mud Applicators","Columbia, Mud Applicators, official-catalog, tools-only",core_tool,Mud Applicators,yes,mud_applicator,customercatalogue2024-3.pdf-3.pdf,yes,20,verified_pdf,,,,,,0
Columbia,simple,ICA2-1,ICA2-1,,columbia-inside-corner-applicator-2-wheels-1-in,Columbia Inside Corner Applicator 2 Wheels - 1 in,1,visible,Official Columbia mud applicators item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Inside Corner Applicator 2 Wheels - 1 in. Product family: Mud Applicators. Source: Columbia Product Catalogue 2024, page 20.","Tools > Columbia, Tools > Columbia > Mud Applicators","Columbia, Mud Applicators, official-catalog, tools-only",core_tool,Mud Applicators,yes,mud_applicator,customercatalogue2024-3.pdf-3.pdf,yes,20,verified_pdf,,,,,,0
Columbia,simple,ICA4-1,ICA4-1,,columbia-inside-corner-applicator-4-wheels-1-in,Columbia Inside Corner Applicator 4 Wheels - 1 in,1,visible,Official Columbia mud applicators item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Inside Corner Applicator 4 Wheels - 1 in. Product family: Mud Applicators. Source: Columbia Product Catalogue 2024, page 20.","Tools > Columbia, Tools > Columbia > Mud Applicators","Columbia, Mud Applicators, official-catalog, tools-only",core_tool,Mud Applicators,yes,mud_applicator,customercatalogue2024-3.pdf-3.pdf,yes,20,verified_pdf,,,,,,0
Columbia,simple,CEXT90,CEXT90,,columbia-external-90-applicator,Columbia External 90 Applicator,1,visible,Official Columbia mud applicators item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: External 90 Applicator. Product family: Mud Applicators. Source: Columbia Product Catalogue 2024, page 20.","Tools > Columbia, Tools > Columbia > Mud Applicators","Columbia, Mud Applicators, official-catalog, tools-only",core_tool,Mud Applicators,yes,mud_applicator,customercatalogue2024-3.pdf-3.pdf,yes,20,verified_pdf,,,,,,0
Columbia,simple,CFLT,CFLT,,columbia-flat-applicator,Columbia Flat Applicator,1,visible,Official Columbia mud applicators item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Flat Applicator. Product family: Mud Applicators. Source: Columbia Product Catalogue 2024, page 20.","Tools > Columbia, Tools > Columbia > Mud Applicators","Columbia, Mud Applicators, official-catalog, tools-only",core_tool,Mud Applicators,yes,mud_applicator,customercatalogue2024-3.pdf-3.pdf,yes,20,verified_pdf,,,,,,0
Columbia,simple,FMH,FMH,,columbia-l-trim-applicator-plastic,Columbia L-Trim Applicator Plastic,1,visible,Official Columbia mud applicators item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: L-Trim Applicator Plastic. Product family: Mud Applicators. Source: Columbia Product Catalogue 2024, page 20.","Tools > Columbia, Tools > Columbia > Mud Applicators","Columbia, Mud Applicators, official-catalog, tools-only",core_tool,Mud Applicators,yes,mud_applicator,customercatalogue2024-3.pdf-3.pdf,yes,20,verified_pdf,,,,,,0
Columbia,simple,IA90,IA90,,columbia-inside-90-applicator-plastic,Columbia Inside 90° Applicator Plastic,1,visible,Official Columbia mud applicators item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Inside 90° Applicator Plastic. Product family: Mud Applicators. Source: Columbia Product Catalogue 2024, page 20.","Tools > Columbia, Tools > Columbia > Mud Applicators","Columbia, Mud Applicators, official-catalog, tools-only",core_tool,Mud Applicators,yes,mud_applicator,customercatalogue2024-3.pdf-3.pdf,yes,20,verified_pdf,,,,,,0
Columbia,simple,OA90,OA90,,columbia-outside-90-applicator-plastic,Columbia Outside 90° Applicator Plastic,1,visible,Official Columbia mud applicators item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Outside 90° Applicator Plastic. Product family: Mud Applicators. Source: Columbia Product Catalogue 2024, page 20.","Tools > Columbia, Tools > Columbia > Mud Applicators","Columbia, Mud Applicators, official-catalog, tools-only",core_tool,Mud Applicators,yes,mud_applicator,customercatalogue2024-3.pdf-3.pdf,yes,20,verified_pdf,,,,,,0
Columbia,simple,OA90-325,OA90-325,,columbia-outside-90-325-applicator-plastic,Columbia Outside 90° 325 Applicator Plastic,1,visible,Official Columbia mud applicators item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Outside 90° 325 Applicator Plastic. Product family: Mud Applicators. Source: Columbia Product Catalogue 2024, page 20.","Tools > Columbia, Tools > Columbia > Mud Applicators","Columbia, Mud Applicators, official-catalog, tools-only",core_tool,Mud Applicators,yes,mud_applicator,customercatalogue2024-3.pdf-3.pdf,yes,20,verified_pdf,,,,,,0
Columbia,simple,2.5SF,2.5SF,,columbia-2-5-in-standard-flusher,Columbia 2.5 in Standard Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 2.5 in Standard Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,3SF,3SF,,columbia-3-in-standard-flusher,Columbia 3 in Standard Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 3 in Standard Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,3WTSF,3WTSF,,columbia-3-in-widetrack-standard-flusher,Columbia 3 in Widetrack Standard Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 3 in Widetrack Standard Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
