schematic_id,brand,source_json_path,current_model_number,current_model_name,tool_sku,tool_name,status,notes
platinum-50-corner-roller-handle-sch,Platinum Drywall Tools,Platinum\Schematics\CornerRollerHandle\schematic_data.json,PLATINUM-CORNER-ROLLER-HANDLE,PLATINUM CORNER ROLLER HANDLE PAGE 001,PTCRH50,"Platinum 50"" Corner Roller Handle",normalized_slug_migrated_strict_map,source=Platinum\Schematics\CornerRollerHandle\schematic_data.json; images=platinum-50-corner-roller-handle-schematic-page-001.png; map=Platinum/Schematics/CornerRollerHandle->PTCRH50
platinum-flat-finishing-box-sch,Platinum Drywall Tools,Platinum\Schematics\FlatBox\schematic_data.json,PTFB,Platinum Flat Finishing Box,PTFB,Platinum Flat Finishing Box,normalized_slug_migrated_strict_map,source=Platinum\Schematics\FlatBox\schematic_data.json; images=platinum-flat-finishing-box-schematic-page-001.webp|platinum-flat-finishing-box-schematic-page-002.webp; map=Platinum/Schematics/FlatBox->PTFB
platinum-outside-90-degree-corner-roller-sch,Platinum Drywall Tools,Platinum\Schematics\OutsideCornerRoller\schematic_data.json,PLATINUM-OUTSIDE-CORNERROLLER,Outside Corner Roller,PTOCR,Platinum Outside 90 Degree Corner Roller,normalized_slug_migrated_strict_map,source=Platinum\Schematics\OutsideCornerRoller\schematic_data.json; images=platinum-outside-90-degree-corner-roller-schematic-page-001.webp|platinum-outside-90-degree-corner-roller-schematic-page-002.webp; map=Platinum/Schematics/OutsideCornerRoller->PTOCR
platinum-drywall-pump-w-filler-sch,Platinum Drywall Tools,Platinum\Schematics\CompoundPump\schematic_data.json,PT-COMPOUND-PUMP,Compound Pump,PTCP,Platinum Drywall Pump w/Filler,normalized_slug_migrated_strict_map,source=Platinum\Schematics\CompoundPump\schematic_data.json; images=platinum-drywall-pump-w-filler-schematic-page-001.webp|platinum-drywall-pump-w-filler-schematic-page-002.webp; map=Platinum/Schematics/CompoundPump->PTCP
tapetech-tapetech-lock-block-for-07tt-050212f-sch,TapeTech,TapeTech\Schematics\07TT\schematic_data.json,07TT,TapeTech EasyClean® Automatic Taper - Standard,050212F,TapeTech Lock Block for 07TT,normalized_slug_migrated_exact,source=TapeTech\Schematics\07TT\schematic_data.json; images=tapetech-tapetech-lock-block-for-07tt-050212f-schematic-page-001.png|tapetech-tapetech-lock-block-for-07tt-050212f-schematic-page-002.png|tapetech-tapetech-lock-block-for-07tt-050212f-schematic-page-003.png|tapetech-tapetech-lock-block-for-07tt-050212f-schematic-page-004.png|tapetech-tapetech-lock-block-for-07tt-050212f-schematic-page-005.png|tapetech-tapetech-lock-block-for-07tt-050212f-schematic-page-006.png; map_source=woocommerce_catalog_production.csv
tapetech-90-inside-corner-edger-tapetech-17tt-sch,TapeTech,TapeTech\Schematics\17TT\schematic_data.json,17TT,TapeTech Corner Roller - Outside Corner,TTSIDECORNEREDGER,TapeTech 90° Inside Corner Edger,normalized_slug_migrated_exact,source=TapeTech\Schematics\17TT\schematic_data.json; images=tapetech-90-inside-corner-edger-schematic-page-001.png|tapetech-90-inside-corner-edger-schematic-page-002.png; map_source=woocommerce_catalog_production.csv
tapetech-90-inside-corner-edger-tapetech-20ttx-sch,TapeTech,TapeTech\Schematics\20TTX\schematic_data.json,20TTX,20TTX SCH,TTSIDECORNEREDGER,TapeTech 90° Inside Corner Edger,normalized_slug_migrated_exact,source=TapeTech\Schematics\20TTX\schematic_data.json; images=tapetech-90-inside-corner-edger-schematic-page-001.png; map_source=woocommerce_catalog_production.csv
tapetech-90-inside-corner-edger-tapetech-25ttx-sch,TapeTech,TapeTech\Schematics\25TTX\schematic_data.json,25TTX,25TTX SCH,TTSIDECORNEREDGER,TapeTech 90° Inside Corner Edger,normalized_slug_migrated_exact,source=TapeTech\Schematics\25TTX\schematic_data.json; images=tapetech-90-inside-corner-edger-schematic-page-001.png|tapetech-90-inside-corner-edger-schematic-page-002.png; map_source=woocommerce_catalog_production.csv
tapetech-90-inside-corner-edger-tapetech-30ttx-sch,TapeTech,TapeTech\Schematics\30TTX\schematic_data.json,30TTX,30TTX SCH,TTSIDECORNEREDGER,TapeTech 90° Inside Corner Edger,normalized_slug_migrated_exact,source=TapeTech\Schematics\30TTX\schematic_data.json; images=tapetech-90-inside-corner-edger-schematic-page-001.png; map_source=woocommerce_catalog_production.csv
tapetech-corner-applicator-sch,TapeTech,TapeTech\Schematics\35TT\schematic_data.json,35TT,35TT SCH,TTCORNERAPPLICATOR,TapeTech Corner Applicator,normalized_slug_migrated_strict_map,source=TapeTech\Schematics\35TT\schematic_data.json; images=tapetech-corner-applicator-schematic-page-001.png|tapetech-corner-applicator-schematic-page-002.png; map=TapeTech/Schematics/35TT->TTCORNERAPPLICATOR
tapetech-90-inside-corner-edger-tapetech-40tt-sch,TapeTech,TapeTech\Schematics\40TT\schematic_data.json,40TT,40TT SCH,TTSIDECORNEREDGER,TapeTech 90° Inside Corner Edger,normalized_slug_migrated_exact,source=TapeTech\Schematics\40TT\schematic_data.json; images=tapetech-90-inside-corner-edger-schematic-page-001.png|tapetech-90-inside-corner-edger-schematic-page-002.png; map_source=woocommerce_catalog_production.csv
tapetech-90-inside-corner-edger-tapetech-42tt-sch,TapeTech,TapeTech\Schematics\42TT\schematic_data.json,42TT,"TapeTech Corner Finisher - 2.5""",TTSIDECORNEREDGER,TapeTech 90° Inside Corner Edger,normalized_slug_migrated_exact,source=TapeTech\Schematics\42TT\schematic_data.json; images=tapetech-90-inside-corner-edger-schematic-page-001.png|tapetech-90-inside-corner-edger-schematic-page-002.png; map_source=woocommerce_catalog_production.csv
tapetech-90-inside-corner-edger-tapetech-45tt-sch,TapeTech,TapeTech\Schematics\45TT\schematic_data.json,45TT,45TT SCH,TTSIDECORNEREDGER,TapeTech 90° Inside Corner Edger,normalized_slug_migrated_exact,source=TapeTech\Schematics\45TT\schematic_data.json; images=tapetech-90-inside-corner-edger-schematic-page-001.png; map_source=woocommerce_catalog_production.csv
tapetech-90-inside-corner-edger-tapetech-48tt-sch,TapeTech,TapeTech\Schematics\48TT\schematic_data.json,48TT,"TapeTech Corner Finisher - 3"" EasyRoll® Adjustable",TTSIDECORNEREDGER,TapeTech 90° Inside Corner Edger,normalized_slug_migrated_exact,source=TapeTech\Schematics\48TT\schematic_data.json; images=tapetech-90-inside-corner-edger-schematic-page-001.png; map_source=woocommerce_catalog_production.csv
tapetech-corner-applicator-sch-3,TapeTech,TapeTech\Schematics\50TT\schematic_data.json,50TT,50TT SCH,TTCORNERAPPLICATOR,TapeTech Corner Applicator,normalized_slug_migrated_strict_map,source=TapeTech\Schematics\50TT\schematic_data.json; images=tapetech-corner-applicator-schematic-page-001.png; map=TapeTech/Schematics/50TT->TTCORNERAPPLICATOR
tapetech-easyclean-nail-spotter-tapetech-63tt-sch,TapeTech,TapeTech\Schematics\63TT\schematic_data.json,63TT,63TT SCH,TTEASYCLEANNAILSPOTTER,TapeTech EasyClean® Nail Spotter,normalized_slug_migrated_exact,source=TapeTech\Schematics\63TT\schematic_data.json; images=tapetech-easyclean-nail-spotter-schematic-page-001.png|tapetech-easyclean-nail-spotter-schematic-page-002.png; map_source=woocommerce_catalog_production.csv
tapetech-easyclean-nail-spotter-tapetech-68tt-sch,TapeTech,TapeTech\Schematics\68TT\schematic_data.json,68TT,68TT SCH,TTEASYCLEANNAILSPOTTER,TapeTech EasyClean® Nail Spotter,normalized_slug_migrated_exact,source=TapeTech\Schematics\68TT\schematic_data.json; images=tapetech-easyclean-nail-spotter-schematic-page-001.png; map_source=woocommerce_catalog_production.csv
tapetech-flat-box-handle-sch,TapeTech,TapeTech\Schematics\8054TT\schematic_data.json,8054TT,"TapeTech Flat Box Handle - 54""",TTFLATBOXHANDLE,TapeTech Flat Box Handle,normalized_slug_migrated_strict_map,source=TapeTech\Schematics\8054TT\schematic_data.json; images=tapetech-flat-box-handle-schematic-page-001.png|tapetech-flat-box-handle-schematic-page-002.png|tapetech-flat-box-handle-schematic-page-003.png; map=TapeTech/Schematics/8054TT->TTFLATBOXHANDLE
